Serial,name,Density,PLD,LCD,GSA,Void_Fraction,Pore_Volume,UnitCell_MW_g_mol,score_svr
101,c8ta10610j2_3_ASR_pacman,1.1438,3.58019,4.93416,4334.45,0.52544,0.459382,1361.068,0.209009378
102,c8ta10610j2_3_FSR_pacman,1.1438,3.58019,4.93416,4334.45,0.52544,0.459382,1361.068,0.209009378
167,d0cc03472j2_2_ASR_pacman,1.5636,5.40258,6.81956,3688.02,0.45864,0.293323,2366.396,0.202695196
168,d0cc03472j2_2_FSR_pacman,1.5636,5.40258,6.81956,3688.02,0.45864,0.293323,2366.396,0.202695196
1,am0c01198_si_002_FSR_pacman,1.13209,4.46884,5.99272,4985.8,0.46792,0.413323,3036.072,0.200905269
175,d0ce01197e2_1_ASR_pacman,1.54641,4.37879,5.62379,3750.57,0.4936,0.319191,1306.354,0.198984611
194,d1qm00211b2_3_FSR_pacman,1.30573,3.13696,5.85566,3758.87,0.49728,0.380844,5045.93,0.194301587
52,c7ce01379e2_1_ion_pacman,1.35399,4.69557,6.06575,4424.58,0.48224,0.356163,1918.636,0.193171805
193,d1qm00211b2_2_FSR_pacman,1.29765,2.91736,5.97489,3795.09,0.49536,0.381738,5045.93,0.19155445
159,cm0c01737_si_006_321_ASR_pacman,1.73607,3.11541,3.50889,2916.78,0.512,0.294918,974.574,0.189020997
160,cm0c01737_si_006_321_FSR_pacman,1.73607,3.11541,3.50889,2916.78,0.512,0.294918,974.574,0.189020997
85,c8ce02122h2_ion_pacman,1.24137,2.70187,4.34167,5204.47,0.451,0.363308,2599.898,0.185997353
251,ja7b01764_si_006_ASR_pacman,1.31986,4.69507,5.66865,4653.37,0.4636,0.35125,2342.236,0.176586123
252,ja7b01764_si_006_FSR_pacman,1.31986,4.69507,5.66865,4653.37,0.4636,0.35125,2342.236,0.176586123
77,c8ce00008e2_3_FSR_pacman,1.40033,3.54496,5.37584,4048.45,0.48868,0.348975,1789.408,0.175180777
10,am0c14648_si_002_ion_pacman,1.38842,2.8095,6.27254,4320.08,0.4801,0.345788,2653.493,0.173949154
66,c7tc03863a2_FSR_pacman,3.03144,1.8481,3.35174,2288.84,0.3949,0.130268,1489.012,0.173810216
65,c7tc03863a2_ASR_pacman,3.03144,1.8481,3.35174,2288.84,0.3949,0.130268,1489.012,0.173810216
188,d1cc03431f2_1_FSR_pacman,1.32243,2.64707,4.86189,3850.5,0.49786,0.376473,3768.128,0.169168201
58,c7mh00716g2_FSR_pacman,1.31389,3.8927,4.57186,3995.46,0.49044,0.373274,2013.012,0.168164684
57,c7mh00716g2_ASR_pacman,1.31389,3.8927,4.57186,3995.46,0.49044,0.373274,2013.012,0.168164684
97,c8ra02602e2_ion_pacman,1.37121,3.09489,5.05337,3998.47,0.4909,0.358005,2515.33,0.167585333
81,c8ce00008e2_7_FSR_pacman,1.4109,3.47193,5.51636,4087.69,0.4801,0.340278,3578.816,0.167446389
195,d1qm00211b2_6_ion_pacman,1.54803,3.08545,6.01003,3458.21,0.462,0.298443,6126.984,0.166187492
229,ic801404p_si_001_ASR_pacman,1.21516,2.53121,4.93564,4819.87,0.4709,0.38752,1340.79,0.165491916
207,d3ce00302g2_2_ASR_pacman,1.46491,3.8679,4.65983,3933.14,0.4863,0.331967,2891.496,0.164385027
208,d3ce00302g2_2_FSR_pacman,1.46491,3.8679,4.65983,3933.14,0.4863,0.331967,2891.496,0.164385027
32,c5ce02367j2_1_FSR_pacman,1.45774,3.75882,6.31572,4186.24,0.45972,0.315364,19210.224,0.163753174
112,c9ce01936g2_ASR_pacman,2.83735,2.77882,4.34006,2431.08,0.37758,0.133075,3330.788,0.163235206
189,d1dt02587b2_2_ion_pacman,1.99242,2.72189,4.51371,3110.72,0.47838,0.240101,5129.472,0.161709595
149,cg501279y_si_002_5_ion_pacman,1.40745,5.82012,6.69705,4412.96,0.415,0.29486,2952.574,0.160773354
35,c5ce02367j2_3_FSR_pacman,1.49606,3.8256,6.28768,4071.5,0.45506,0.304173,14124.624,0.159872543
180,d0dt00933d2_2_FSR_pacman,1.29623,3.86702,4.52349,4915.18,0.44408,0.342594,1979.248,0.159179259
33,c5ce02367j2_2_ion_pacman,1.41836,3.48267,6.3908,4610.96,0.44308,0.312389,14107.096,0.155841564
113,c9ce01936g2_FSR_pacman,2.93863,2.4019,4.34006,2450.21,0.35046,0.11926,3490.778,0.15387598
2,am0c02121_si_002_1_ion_pacman,1.58823,4.40283,5.38384,3600.39,0.44992,0.283284,1108.88,0.152701033
78,c8ce00008e2_4_FSR_pacman,1.40461,3.18151,5.1145,4194.31,0.47458,0.337873,3578.816,0.151925267
73,c8ce00008e2_11_FSR_pacman,1.4088,3.15704,5.12266,4185.49,0.47382,0.336328,3578.816,0.150948854
148,cg501279y_si_002_2_ion_pacman,1.43606,5.58315,6.53052,4378.09,0.4099,0.285433,2951.614,0.150519146
5,am0c02121_si_002_4_ion_pacman,1.61681,4.18293,5.25094,3555.93,0.4504,0.278573,1585.655,0.148741899
30,c5ce02140e2_4_FSR_pacman,1.55425,3.53082,4.66666,3672.06,0.46986,0.302307,754.578,0.146292974
75,c8ce00008e2_1_FSR_pacman,1.4001,3.1096,4.36812,4219.87,0.47456,0.338948,4690.056,0.139841674
6,am0c02121_si_002_5_ion_pacman,1.65346,4.15422,4.95473,3452.04,0.44392,0.26848,1108.88,0.139605693
103,c8tc03356k2_2_FSR_pacman,1.50881,2.49377,4.44347,3427.22,0.46842,0.310456,2278.522,0.136368077
230,ic801404p_si_001_FSR_pacman,1.28047,2.53121,4.93564,4665.44,0.44772,0.349652,1412.85,0.136349093
161,cm0c01737_si_006_345_ASR_pacman,1.96988,2.9866,3.69031,2915.78,0.44448,0.225638,974.574,0.133538894
162,cm0c01737_si_006_345_FSR_pacman,1.96988,2.9866,3.69031,2915.78,0.44448,0.225638,974.574,0.133538894
7,am0c02121_si_002_6_ion_pacman,1.68869,3.64625,5.19447,3412.62,0.43628,0.258355,1108.88,0.132320661
36,c5dt00480b2_3_ion_pacman,1.41256,4.51007,4.85912,4682.98,0.4159,0.294431,1092.816,0.131783577
80,c8ce00008e2_6_FSR_pacman,1.48524,3.18765,4.88364,4042.3,0.4588,0.308907,4850.216,0.131174327
3,am0c02121_si_002_2_ion_pacman,1.6106,3.77609,5.08345,3608.82,0.4422,0.274556,1564.772,0.130875764
74,c8ce00008e2_13_FSR_pacman,1.50305,3.50956,5.19127,4019.83,0.44784,0.297955,4994.888,0.129372077
83,c8ce00008e2_9_FSR_pacman,1.42991,3.04127,4.87737,4252.21,0.45618,0.319027,4690.056,0.129296697
72,c8ce00008e2_10_FSR_pacman,1.51647,2.75625,5.8079,4013.92,0.44412,0.292865,3675.448,0.128656263
234,ja0c02594_si_001_FSR_pacman,1.46358,2.95278,3.95127,4004.17,0.47128,0.322004,2520.088,0.126111609
233,ja0c02594_si_001_ASR_pacman,1.46358,2.95278,3.95127,4004.17,0.47128,0.322004,2520.088,0.126111609
191,d1dt04077d2_FSR_pacman,1.36859,3.67834,4.0557,4516.03,0.44632,0.326116,1093.722,0.125453053
82,c8ce00008e2_8_FSR_pacman,1.50135,2.76803,5.43321,4055.7,0.4458,0.296932,3675.448,0.123588202
119,c9nj03664d2_1_ASR_pacman,2.0267,3.34177,4.22929,3077.62,0.42026,0.207362,2832.588,0.11568446
20,c4ra13058h2_2_FSR_pacman,1.66772,3.29156,4.8373,3454.49,0.4307,0.258256,1709.68,0.114684813
19,c4ra13058h2_2_ASR_pacman,1.66772,3.29156,4.8373,3454.49,0.4307,0.258256,1709.68,0.114684813
76,c8ce00008e2_2_FSR_pacman,1.4658,2.54839,4.8381,4208.47,0.44506,0.303629,4891.16,0.112617885
95,c8qi01394b2_1_ASR_pacman,1.65303,2.67601,4.05263,3767.3,0.4581,0.277128,1793.724,0.111510525
121,c9nj03664d2_2_ASR_pacman,1.94638,3.36453,4.27044,3209.46,0.42488,0.218292,1561.188,0.111483307
125,c9nj03664d2_5_ASR_pacman,2.00696,3.35207,4.22884,3116.34,0.41768,0.208115,1561.188,0.111233898
59,c7nj01463e2_2_ASR_pacman,2.0031,3.34885,4.25631,3109.06,0.41524,0.207299,1561.188,0.110495232
123,c9nj03664d2_3_ASR_pacman,1.96263,3.35269,4.2532,3184.39,0.41916,0.213571,1388.45,0.108258702
4,am0c02121_si_002_3_ion_pacman,1.65838,3.01201,4.55854,3551.15,0.43438,0.261931,1108.88,0.106179949
154,cg901128k_si_004_ion_pacman,1.99128,4.46613,5.23375,3285.49,0.36836,0.184986,1990.458,0.101505825
79,c8ce00008e2_5_FSR_pacman,1.53156,2.6275,5.15579,4141,0.42076,0.274727,4946.848,0.096128252
199,d2ce01552h2_2_FSR_pacman,1.64929,3.41696,5.61927,3884.58,0.40082,0.243025,6587.104,0.095936572
84,c8ce01015c2_17_ion_pacman,1.65586,2.27225,4.79127,3926.42,0.43264,0.261279,1762.414,0.094637947
60,c7nj01463e2_2_FSR_pacman,2.1055,3.34885,4.25631,3115.34,0.3747,0.177963,1705.308,0.086803417
120,c9nj03664d2_1_FSR_pacman,2.12982,3.34177,4.19329,3126.28,0.3773,0.177151,2976.708,0.08597166
122,c9nj03664d2_2_FSR_pacman,2.04787,3.36453,4.27044,3210.72,0.38534,0.188166,1705.308,0.085181864
98,c8ra02809e2_ion_pacman,1.50505,2.95617,4.03544,4532.4,0.39272,0.260936,7148.336,0.08330346
96,c8qi01394b2_1_FSR_pacman,1.73008,2.33772,4.05263,3786.21,0.43152,0.249422,1921.716,0.082371936
126,c9nj03664d2_5_FSR_pacman,2.10956,3.35207,4.18556,3163.5,0.37324,0.176928,1705.308,0.081210787
176,d0ce01197e2_1_FSR_pacman,1.71701,3.01811,4.49138,4013.7,0.40994,0.238752,1450.474,0.078665041
124,c9nj03664d2_3_FSR_pacman,2.06449,3.35269,4.18277,3230.55,0.37582,0.18204,1460.51,0.077431851
153,cg900505v_si_004_FSR_pacman,2.33143,2.79211,4.53527,3290.55,0.34284,0.147051,2805.58,0.061053284
152,cg900505v_si_004_ASR_pacman,2.33143,2.79211,4.53527,3290.55,0.34284,0.147051,2805.58,0.061053284
150,cg900505v_si_002_ASR_pacman,2.3603,2.81593,4.4829,3281.6,0.3365,0.142567,2805.58,0.059745083
151,cg900505v_si_002_FSR_pacman,2.3603,2.81593,4.4829,3281.6,0.3365,0.142567,2805.58,0.059745083
173,d0ce01101k2_ASR_pacman,1.88802,2.59848,3.55728,3411.82,0.35104,0.18593,2192.976,0.039949221
174,d0ce01101k2_FSR_pacman,1.95006,2.59848,3.55728,3412.92,0.32494,0.166631,2265.036,0.035255302
