Serial,Name,Density,PLD,LCD,GSA,Void_Fraction,Pore_Volume,UnitCell_MW_g_mol,score_core,label_core
460,2018[Ag][sql]2[ASR]2,1.26516,5.30391,6.92442,3438.7,0.6354,0.502229,1073.46,0.12134370454033316,-1
11,0000[CrMn][qtz]3[ASR]1,1.30832,4.72231,5.82674,3512.52,0.5599,0.427952,4122.228,0.11968978865370161,-1
461,2018[Ag][sql]2[ASR]3,1.25975,5.36051,6.95497,3436.09,0.6371,0.505736,1073.46,0.11909074989698887,-1
955,2020[V][nan]3[ASR]3,1.13183,7.00357,7.18306,3311.52,0.6022,0.53206,1840.392,0.1176472328581557,-1
1092,2021[La][kgd]2[ASR]1,1.2855,5.11347,5.8566,3627.62,0.5582,0.434228,1924.48,0.11458147162853116,-1
462,2018[Ag][sql]2[ASR]4,1.25216,5.43218,6.98692,3438.62,0.6401,0.511197,1073.46,0.11185917258266542,-1
718,2019[Tb][nan]3[ASR]2,1.16947,4.32422,6.15169,3382.73,0.6094,0.52109,3777.328,0.10969344381947543,-1
999,2020[Zn][sql]2[ASR]1,1.34828,6.80739,7.97035,3632.46,0.5667,0.420313,4615.696,0.10561124910566733,-1
549,2018[Zr][nan]3[ASR]2,0.833978,5.34156,13.22909,3492.44,0.6897,0.827,17797.752,0.10470074759044046,-1
151,2015[DyCo][hcb]2[ASR]1,1.35485,6.24338,7.122,3454.83,0.5514,0.406984,554.245,0.10436220444339384,-1
719,2019[Tb][nan]3[ASR]3,1.1567,4.44398,5.90587,3476.94,0.613,0.529958,3777.328,0.10194766613949646,-1
925,2020[Mn][ant]3[ASR]1,1.02954,3.98526,7.51241,3853.44,0.5909,0.573947,2052.712,0.09977224150937225,-1
1099,2021[Nd][kgd]2[ASR]1,1.32918,5.06489,5.88282,3486.3,0.5565,0.418678,1368.86,0.09972750739570024,-1
463,2018[Ag][sql]2[ASR]5,1.24315,5.52972,7.05962,3439.58,0.6449,0.518765,1073.46,0.0996140516568289,-1
668,2019[Gd][nan]3[ASR]1,1.15112,4.77618,6.72549,3317.65,0.6316,0.548684,3825.368,0.09782188146293258,-1
464,2018[Ag][sql]2[ASR]6,1.23333,5.58913,7.14563,3435.57,0.6479,0.525328,1073.46,0.09767154643931342,-1
52,2010[Cr][bpq]3[ASR]1,1.02131,7.08769,7.24753,3618.12,0.6219,0.608923,464.222,0.09714978895610571,-1
580,2019[Cd][nan]3[ASR]6,1.4561,4.57345,6.38666,3495.56,0.5511,0.378476,3990.632,0.0946083874361836,-1
1091,2021[La][fsc]3[ASR]1,1.2986,4.75335,6.17716,3726.3,0.5397,0.415601,1854.636,0.09124262362316138,-1
694,2019[Mn][bpq]3[ASR]1,1.18954,5.02932,5.3412,3621.72,0.5568,0.46808,408.142,0.09117292139279876,-1
679,2019[La][nan]3[ASR]1,1.16272,4.79446,6.74457,3284.0,0.6276,0.539771,2505.928,0.08850754516184978,-1
155,2015[HoCo][hcb]2[ASR]1,1.37876,6.07565,7.11092,3421.75,0.5484,0.397749,719.175,0.08797925519541039,-1
1332,2024[Sm][sql]2[ASR]1,1.40987,5.78192,7.19965,3318.33,0.5681,0.402946,920.614,0.08712056112835853,-1
1310,2024[Cu][nan]3[ASR]1,1.03168,5.95029,7.23539,3612.84,0.6488,0.628878,2888.092,0.08394959291746495,-1
1207,2022[Zn][pts]3[ASR]3,1.14276,5.61007,6.66672,3570.78,0.6403,0.56031,2785.504,0.08277068292126089,-1
1085,2021[Fe][bpq]3[ASR]1,1.17541,4.92571,5.3529,3657.0,0.5735,0.487913,473.936,0.08276083753865038,-1
470,2018[Cd][nan]3[ASR]4,1.28977,3.02021,6.28321,3562.92,0.5539,0.429456,1602.548,0.0809506034459666,-1
356,2017[Cu][nan]3[ASR]8,0.979009,4.96481,9.41088,3574.2,0.6815,0.696112,2481.62,0.07996735106062758,-1
681,2019[La][nan]3[ASR]3,1.33605,4.31037,7.15069,3711.78,0.5101,0.381798,2633.852,0.07682796667139868,-1
656,2019[Er][nan]3[ASR]1,1.08763,4.49388,6.28799,3603.18,0.6288,0.57814,2505.928,0.07508760164676076,-1
435,2017[Zn][nan]3[ASR]1,1.28721,2.78834,6.78266,3659.99,0.5684,0.441575,1723.848,0.07494346155169751,-1
894,2020[Eu][nan]3[ASR]3,1.25383,6.29607,7.18562,3232.01,0.6001,0.478613,2869.08,0.07428148738114615,-1
589,2019[Ce][nan]3[ASR]1,1.08396,4.51188,6.31211,3615.84,0.629,0.580281,2505.928,0.07188467692328437,-1
1191,2022[Tb][nan]3[ASR]1,1.07791,4.57498,16.5065,3494.27,0.6423,0.595878,6902.478,0.07054561396815551,-1
168,2015[V][bpq]3[ASR]1,1.03024,6.38971,6.69555,3689.98,0.6178,0.599667,1856.52,0.06889583417805056,-1
680,2019[La][nan]3[ASR]2,1.10281,4.38818,5.93339,3654.66,0.6133,0.556126,3617.168,0.0665130323758838,-1
45,2007[Zn][srs]3[ASR]9,1.23149,6.75539,8.59914,3286.98,0.6644,0.53951,12657.888,0.06264539359503907,-1
409,2017[Tb][nan]3[ASR]2,1.34373,4.58175,5.87816,3481.9,0.537,0.399634,1122.478,0.0625612837363203,-1
669,2019[Gd][nan]3[ASR]2,1.37849,3.96396,5.70454,3565.04,0.5575,0.404428,2761.752,0.06121718576815205,-1
374,2017[FeCr][hcb]2[ASR]1,1.23299,4.21491,6.58186,3856.07,0.5491,0.44534,2644.994,0.05292957605653292,-1
1106,2021[Pr][kgd]2[ASR]1,1.35222,4.9769,5.83059,3458.54,0.5438,0.402153,1368.86,0.052008084052957315,-1
670,2019[Ho][nan]3[ASR]1,1.07981,4.54715,6.29131,3653.49,0.6284,0.581952,3617.168,0.05074619937851921,-1
383,2017[Mn][hxl]2[ASR]1,1.20785,3.4716,5.4627,3565.35,0.5788,0.479198,1633.94,0.048605269498532166,-1
1202,2022[Zn][pcu]3[ASR]2,1.16393,5.69554,7.5259,3853.46,0.6032,0.518244,1510.384,0.04481643564361093,-1
819,2020[Co][llz]3[ASR]1,0.92686,4.50365,10.77177,3886.36,0.628,0.677556,10368.528,0.044316035217352834,-1
1011,2020[Zr][nan]3[ASR]2,0.907894,6.11302,8.22493,3742.86,0.6437,0.709004,3733.701,0.04200381409523324,-1
1109,2021[Sm][kgd]2[ASR]1,1.35032,5.05079,5.79661,3408.55,0.5536,0.409975,1368.86,0.04056455251023472,-1
98,2014[Co][ant]3[ASR]1,0.930114,5.28624,7.47916,3656.9,0.6507,0.699592,3004.852,0.037232837841807864,-1
152,2015[ErCo][hcb]2[ASR]1,1.38678,6.09613,6.8217,3389.77,0.5485,0.39552,554.245,0.03707916390037802,-1
1216,2023[Al][nan]3[ASR]1,1.10771,3.9904,5.5774,3791.73,0.5654,0.510423,1368.672,0.03269014926071989,-1
791,2020[Cd][apo]3[ASR]1,1.22093,5.78235,6.54851,3307.54,0.6341,0.519357,2556.248,0.03031115379040905,-1
1038,2021[Ce][kgd]2[ASR]1,1.36058,5.07988,5.72314,3579.82,0.533,0.391743,1440.92,0.030072320978552725,-1
39,2007[Zn][srs]3[ASR]10,1.23146,6.77259,8.60968,3271.27,0.6693,0.5435,12657.888,0.02549341086645107,-1
42,2007[Zn][srs]3[ASR]13,1.20596,7.09618,8.73075,3288.07,0.6705,0.555988,12657.888,0.023057746106131205,-1
1158,2022[Co][hxl]2[ASR]1,1.18193,3.71697,5.48977,3752.32,0.5679,0.480484,1480.094,0.022351968603485872,-1
872,2020[Cu][pyr]3[ASR]1,1.35756,3.85039,5.90011,3753.05,0.5451,0.40153,9032.544,0.022237553127631315,-1
1333,2024[Tb][sql]2[ASR]1,1.10199,4.52606,6.15996,3648.16,0.6309,0.57251,3729.36,0.020468098683135594,-1
141,2015[CoTm][hcb]2[ASR]1,1.39476,6.03424,6.79596,3354.73,0.55,0.394333,554.245,0.018000650504090387,-1
1356,2024[Zn][lig]3[ASR]1,1.13029,3.9554,7.58763,3715.75,0.643,0.568881,1475.896,0.01754694232448273,-1
1316,2024[Eu][nan]3[ASR]1,1.24064,3.85083,5.25535,3719.4,0.555,0.447351,2105.168,0.016449498325975753,-1
41,2007[Zn][srs]3[ASR]12,1.21042,6.8958,8.47518,3291.54,0.6705,0.553938,12657.888,0.016112142414357322,-1
947,2020[Tb][nan]3[ASR]2,1.27052,6.29629,7.19811,3188.06,0.5911,0.465242,2910.846,0.01556724430180978,-1
512,2018[Fe][sql]2[ASR]1,1.17018,4.26235,6.61733,3898.11,0.565,0.482833,2708.478,0.01548524406912044,-1
1247,2023[Fe][nan]3[ASR]1,1.2805,3.99379,5.63012,3383.58,0.5924,0.462633,4869.4,0.014413233188580676,-1
785,2019[Zr][scu]3[ASR]4,0.916401,5.04415,10.68249,3890.1,0.637,0.695111,4586.04,0.012679232092004611,-1
784,2019[Zr][scu]3[ASR]3,0.921084,5.00791,10.65204,3901.28,0.6332,0.687451,4586.04,0.011952680141719796,-1
316,2017[Ce][sql]2[ASR]1,1.13175,4.79885,5.35095,3679.91,0.6031,0.53289,1285.056,0.01170045827061017,-1
1319,2024[Hf][pcu]3[ASR]1,1.28757,5.82912,6.72699,3215.95,0.5776,0.448598,3096.804,0.011538341876814684,-1
315,2017[Ce][pts]3[ASR]1,1.09349,4.77068,6.4801,3418.06,0.6513,0.595616,1052.644,0.010819016680887472,-1
1120,2021[Zn][fit]3[ASR]1,1.24334,4.36134,5.78655,3797.57,0.5775,0.464476,1416.95,0.00941263330549269,-1
309,2017[Cd][pts]3[ASR]1,1.09891,5.8846,6.65178,3484.68,0.6565,0.597409,2868.608,0.009351184817543157,-1
646,2019[Cu][tbo]3[ASR]1,0.886045,6.68715,13.15744,3330.13,0.7168,0.808989,2419.488,0.00811742921149694,-1
384,2017[Mn][hxl]2[ASR]2,1.1993,3.73634,5.16711,3581.53,0.5909,0.492704,1633.94,0.003818254583091374,-1
373,2017[Eu][nan]3[ASR]2,1.37889,3.30736,5.60813,3580.53,0.5503,0.399088,1192.252,0.0014560447645894925,-1
40,2007[Zn][srs]3[ASR]11,1.22695,7.15145,8.64577,3285.13,0.6693,0.545499,12657.888,0.0011102127988422694,-1
886,2020[Cu][tbo]3[ASR]5,0.881994,6.70666,13.18109,3349.02,0.7176,0.813611,2419.488,0.0005152537915833477,-1
885,2020[Cu][tbo]3[ASR]4,0.881994,6.70666,13.18109,3342.28,0.7176,0.813611,2419.488,-0.00045935062314583774,-1
1079,2021[Eu][kgd]2[ASR]1,1.36232,5.06118,5.76606,3365.71,0.5516,0.404898,1976.716,-0.0029881903859774184,-1
648,2019[Cu][tbo]3[ASR]3,0.883033,6.76269,13.18078,3328.13,0.7177,0.812767,2419.488,-0.0034500584923602418,-1
824,2020[Co][nan]3[ASR]1,1.18335,3.93834,5.44802,3802.67,0.5619,0.47484,3016.74,-0.005550899361795203,-1
647,2019[Cu][tbo]3[ASR]2,0.886546,6.78058,13.28372,3301.42,0.7177,0.809547,2419.488,-0.005891999831572292,-1
884,2020[Cu][tbo]3[ASR]3,0.887233,6.78569,13.27585,3295.08,0.718,0.809257,2419.488,-0.010486938075331409,-1
117,2014[Cu][tbo]3[ASR]5,0.885,6.71145,13.18974,3327.91,0.7191,0.812542,9677.952,-0.01418630915883945,-1
43,2007[Zn][srs]3[ASR]14,1.23467,7.01593,8.40821,3269.63,0.6679,0.540955,12657.888,-0.015454451960710713,-1
14,0000[Cu][tbo]3[ASR]2,0.888494,6.65523,13.20142,3310.85,0.7192,0.80946,9677.952,-0.016033762680910613,-1
115,2014[Cu][tbo]3[ASR]3,0.886331,6.79616,13.28651,3295.67,0.7186,0.810758,2419.488,-0.01649595697005779,-1
1229,2023[Co][nan]3[ASR]1,1.03506,4.93859,7.05766,3913.5,0.595,0.574845,1654.726,-0.016912083948907863,-1
250,2016[Ga][nan]3[ASR]1,1.21033,7.04653,7.15937,3216.11,0.5872,0.485156,1440.92,-0.017942670907434177,-1
1187,2022[Sc][nan]3[ASR]1,1.01537,7.12073,7.26158,3785.61,0.6023,0.59318,720.46,-0.022327310770164033,-1
116,2014[Cu][tbo]3[ASR]4,0.882932,6.80767,13.2781,3311.71,0.7198,0.815238,9677.952,-0.025755520315870584,-1
147,2015[Cu][nan]3[ASR]1,1.52436,5.56851,6.5922,3552.68,0.5265,0.34539,4852.4,-0.026127231483144442,-1
808,2020[Cd][sql]2[ASR]1,1.1815,5.60849,7.72728,3919.9,0.5961,0.504527,1093.874,-0.026864056319283236,-1
978,2020[Zn][nan]3[ASR]15,1.43309,5.39065,6.72341,3250.91,0.5634,0.393138,2209.576,-0.02687843402044976,-1
887,2020[Cu][tbo]3[ASR]6,0.881994,6.70647,13.18091,3347.26,0.7208,0.817239,2419.488,-0.029948588446908175,-1
883,2020[Cu][tbo]3[ASR]2,0.878222,6.75663,13.21587,3353.72,0.7206,0.820522,2419.488,-0.03055234390780548,-1
118,2014[Cu][tbo]3[ASR]6,0.878777,6.78455,13.20057,3346.27,0.7208,0.820231,9677.952,-0.03330604436612106,-1
51,2009[Zn][pcu]3[ASR]2,1.46944,2.85127,6.3573,3487.24,0.5728,0.389809,3819.376,-0.03497986243522355,-1
514,2018[InCu][nan]3[ASR]1,1.25332,3.94822,4.87313,3720.11,0.5556,0.443303,5301.952,-0.03511140487469433,-1
122,2014[In][nan]3[ASR]1,1.05655,4.80255,7.0626,3828.2,0.6289,0.595238,11930.448,-0.035445526811741956,-1
44,2007[Zn][srs]3[ASR]15,1.22175,7.06521,8.38192,3280.19,0.6741,0.551751,12657.888,-0.045892102487961495,-1
304,2017[Cd][met]3[ASR]1,1.52446,3.92354,6.42627,3317.31,0.5737,0.37633,5964.768,-0.0470156433925375,-1
1317,2024[Eu][sql]2[ASR]1,1.49548,5.74843,7.1422,3315.47,0.5397,0.360888,1600.53,-0.04845594583287394,-1
201,2016[Cd][nan]3[ASR]30,1.32942,4.38816,5.58773,3804.28,0.525,0.394909,5529.366,-0.05237337106769502,-1
995,2020[Zn][nbo]3[ASR]1,0.901032,4.68639,10.18079,3579.94,0.6929,0.769007,1370.928,-0.05254033554502868,-1
882,2020[Cu][tbo]3[ASR]1,0.868078,6.78307,13.27801,3376.38,0.722,0.831723,2419.488,-0.05278109901965777,-1
494,2018[Cu][bcu]3[ASR]1,1.30788,3.80322,4.94642,3728.26,0.554,0.423588,829.495,-0.05480208945300191,-1
848,2020[CuGd][nan]2[ASR]1,1.14679,5.8836,6.96146,3322.34,0.668,0.582497,1113.518,-0.058519025987417095,-1
91,2013[Zn][nan]3[ASR]2,1.38751,3.54033,5.86369,3798.93,0.5262,0.37924,1964.216,-0.06012970131838635,-1
577,2019[Cd][nan]3[ASR]3,1.04515,4.3478,6.52883,3481.74,0.6589,0.630433,2680.572,-0.061805647485876136,-1
976,2020[Zn][nan]3[ASR]13,1.46035,5.38692,6.81178,3245.17,0.553,0.378677,2209.576,-0.06445928590316541,-1
112,2014[Cu][nan]3[ASR]13,1.13021,4.50633,6.86167,3934.51,0.5951,0.526539,3196.424,-0.07658785083425101,-1
251,2016[Ga][nan]3[ASR]2,1.23553,6.94469,7.05551,3171.72,0.5909,0.478257,720.46,-0.07923962753956992,-1
252,2016[Ga][nan]3[ASR]3,1.23349,6.97555,7.09041,3173.09,0.583,0.472642,1440.92,-0.08512568078525362,-1
972,2020[Zn][nan]3[ASR]1,1.11425,5.06449,8.17629,3925.05,0.6281,0.563696,2257.042,-0.09072352533413763,-1
28,0000[Zn][srs]3[ASR]1,1.22499,7.83619,8.53797,3281.84,0.6656,0.543353,12657.888,-0.09092195294600458,-1
563,2019[Cd][cem]2[ASR]1,1.21185,4.58476,8.5766,4021.83,0.5506,0.454345,3453.52,-0.0922197846634738,-1
341,2017[CrMn][qtz]3[ASR]1,1.03133,5.33957,6.2194,3500.01,0.6619,0.641791,8244.456,-0.09272315072240289,-1
342,2017[CrMn][qtz]3[ASR]2,1.03133,5.33298,6.2241,3489.42,0.6624,0.642276,8244.456,-0.09389411641260992,-1
1193,2022[Y][acs]3[ASR]1,1.40692,3.98335,6.83265,3348.62,0.5087,0.36157,1915.494,-0.09491278066565201,-1
849,2020[CuSb][sql]2[ASR]1,1.25967,8.76669,9.22397,3369.93,0.6197,0.491955,1101.632,-0.09556944931102862,-1
707,2019[Ni][nan]3[ASR]2,1.42689,3.85272,9.29282,3157.26,0.5376,0.376763,2241.312,-0.09799199551486737,-1
640,2019[Cu][rtl]3[ASR]1,1.11521,5.26074,6.26378,3305.69,0.6577,0.589757,1500.984,-0.09838130545954193,-1
657,2019[Eu][bnn]3[ASR]1,1.33728,3.82256,5.53761,3805.92,0.5093,0.380848,2625.48,-0.10135923642164713,-1
983,2020[Zn][nan]3[ASR]2,1.28971,3.98816,7.14217,3979.46,0.5503,0.426686,2275.136,-0.10409995822313434,-1
561,2019[Bi][gra]2[ASR]1,1.31024,4.15865,5.56109,3278.68,0.6033,0.46045,2258.416,-0.104449080245967,-1
346,2017[CuTi][pcu]3[ASR]1,1.26169,6.35471,7.03442,3579.64,0.4967,0.393677,1284.212,-0.10901259821848974,-1
1174,2022[Eu][pts]3[ASR]1,1.12353,5.06538,6.54792,3231.59,0.6566,0.584406,1660.5,-0.11185977894292343,-1
159,2015[Nd][nan]3[ASR]1,1.35969,3.8892,5.30162,3775.13,0.5086,0.374057,3074.556,-0.11553629453653258,-1
247,2016[Cu][nan]3[ASR]5,1.40015,6.66192,9.05479,3068.52,0.6314,0.450951,8529.528,-0.11690236604703408,-1
710,2019[Ni][pcu]3[ASR]1,1.05315,3.553,5.9155,3778.13,0.6161,0.585007,2222.864,-0.119874249319734,-1
246,2016[Cu][nan]3[ASR]4,1.39796,6.61688,9.02855,3059.44,0.6292,0.450085,8529.528,-0.12396912129658233,-1
307,2017[Cd][nan]3[ASR]5,1.43174,4.22497,5.06658,3717.23,0.515,0.359703,1470.492,-0.12524720999240913,-1
1282,2023[Zn][nan]3[ASR]11,1.08378,4.60289,6.78027,3885.71,0.6232,0.575025,2052.08,-0.12563866220918563,-1
1322,2024[La][sql]2[ASR]1,1.06969,4.77489,6.33317,3888.95,0.6133,0.573345,1004.38,-0.12797760930239832,-1
896,2020[Eu][pcu]3[ASR]1,1.19567,4.29642,6.42008,3183.68,0.6339,0.530162,1784.54,-0.12819740914437183,-1
380,2017[In][nan]3[ASR]1,1.36058,2.79917,5.1405,3713.5,0.5353,0.393434,2454.14,-0.1290368180066057,-1
281,2017[Ag][sqc]3[ASR]1,1.14094,8.15582,10.30618,3098.2,0.6714,0.58846,2017.8,-0.13022979463094586,-1
599,2019[Co][jaj]3[ASR]1,0.938994,4.76305,7.18655,3750.51,0.6537,0.696171,2680.54,-0.13025614641547634,-1
1321,2024[La][nan]3[ASR]1,1.17971,3.90156,5.34698,3903.85,0.562,0.476387,2052.932,-0.13101621032599553,-1
984,2020[Zn][nan]3[ASR]20,1.02488,6.32129,8.78178,3873.73,0.6527,0.636857,1138.25,-0.13453221070529509,-1
627,2019[Cu][mrc]3[ASR]1,1.08887,4.53634,6.3896,3921.92,0.6044,0.55507,3188.04,-0.1357090057173842,-1
932,2020[NiMn][nan]3[ASR]1,1.22323,4.36709,5.68267,3934.83,0.526,0.430008,4951.686,-0.13580655427979593,-1
322,2017[Co][nan]3[ASR]13,0.846295,6.81035,13.9685,3799.39,0.68,0.803502,9126.9,-0.13678719262774308,-1
812,2020[Ce][nan]3[ASR]1,1.41157,4.41475,5.82674,3223.11,0.5746,0.407064,1848.924,-0.13945031232047178,-1
891,2020[Eu][flu]3[ASR]1,1.02537,5.56052,7.12872,3905.03,0.6248,0.609342,1194.654,-0.140771837037855,-1
1233,2023[CuSc][flu]3[ASR]1,0.911797,5.59778,11.05323,3713.98,0.7008,0.768593,3949.176,-0.14285329012864167,-1
1009,2020[Zr][hex]3[ASR]1,1.10193,5.53626,8.89938,2956.61,0.6386,0.579527,3320.064,-0.14414409814997775,-1
156,2015[InAg][sql]2[ASR]1,1.31283,4.31858,5.08172,3869.77,0.5322,0.405382,1206.46,-0.1479496919105756,-1
564,2019[Cd][cem]2[ASR]2,1.30533,3.64645,7.34755,3992.68,0.523,0.400665,3453.52,-0.1498146952744186,-1
1042,2021[Co][nan]3[ASR]1,1.13744,4.64266,5.92374,3980.61,0.5429,0.477298,1200.54,-0.1507104273089528,-1
899,2020[Fe][nan]3[ASR]1,0.929682,7.35488,9.07325,3841.17,0.6464,0.695292,1895.76,-0.15194033318548428,-1
649,2019[Dy][bnn]3[ASR]1,1.39151,3.49113,5.37902,3734.37,0.4973,0.357382,2017.624,-0.1542072876899816,-1
1305,2024[Co][nan]3[ASR]2,0.997151,4.85825,6.22456,3881.62,0.6162,0.61796,2044.788,-0.15736799736635732,-1
562,2019[Bi][sra]3[ASR]1,1.13618,5.12255,6.09529,3966.42,0.5742,0.505377,5429.216,-0.1603974492285829,-1
1043,2021[Co][nan]3[ASR]2,1.13022,3.38644,6.08125,3975.52,0.5521,0.488489,1200.54,-0.16182939611516112,-1
667,2019[Gd][bnn]3[ASR]1,1.37105,3.55411,5.42397,3776.46,0.4953,0.361255,2017.624,-0.16335149601279397,-1
164,2015[Sm][nan]3[ASR]1,1.40562,3.82297,5.11056,3696.87,0.498,0.354292,3074.556,-0.16427432198575964,-1
1275,2023[Th][nan]3[ASR]1,1.40761,4.33411,4.98521,3329.22,0.5471,0.388674,968.76,-0.16865058763335483,-1
408,2017[Tb][nan]3[ASR]1,1.26291,5.74222,7.11031,3967.61,0.5337,0.422594,4028.106,-0.16866020020044203,-1
727,2019[V][bpq]3[ASR]4,1.39001,5.55808,6.75373,3132.25,0.5612,0.403737,1239.812,-0.17459027632152058,-1
153,2015[Eu][nan]3[ASR]1,1.41892,3.80467,5.16628,3686.04,0.4949,0.348787,4290.268,-0.17557583767132634,-1
190,2015[Zr][fcu]3[ASR]1,1.22102,4.07165,8.57883,2985.21,0.594,0.486477,1664.064,-0.17665713940103522,-1
717,2019[Tb][bnn]3[ASR]1,1.38303,3.494,5.39685,3760.81,0.4922,0.355885,2653.324,-0.17854805798549123,-1
960,2020[ZnGd][sqp]3[ASR]1,1.10693,3.7169,7.29121,4030.61,0.5764,0.520718,3580.548,-0.18627187620967867,-1
79,2013[Mn][nan]3[ASR]3,1.09749,3.80539,4.57307,3805.74,0.5871,0.534947,2096.44,-0.1863260595610523,-1
1176,2022[InCu][dia]3[ASR]1,1.17296,4.2915,7.91534,4068.96,0.5541,0.472395,11208.816,-0.18702408782024804,-1
182,2015[Zn][pcu]3[ASR]2,1.47923,3.57978,4.62741,3480.0,0.5369,0.36296,781.834,-0.1898407892592342,-1
890,2020[Eu][bnn]3[ASR]1,1.26448,2.72095,4.40099,3683.03,0.5596,0.442555,1058.534,-0.19948504087445684,-1
943,2020[SiZr][scu]3[ASR]1,0.850747,7.96273,10.19342,3433.06,0.7064,0.830329,3456.66,-0.20405386608167042,-1
906,2020[Gd][pcu]3[ASR]1,1.21247,4.29546,6.40935,3133.16,0.6342,0.523066,1176.684,-0.20525690083075965,-1
1334,2024[Tb][sql]2[ASR]2,1.54132,5.68466,6.89087,3210.5,0.5409,0.350932,1628.374,-0.20594861013612586,-1
1290,2023[Zn][pcu]3[ASR]1,0.891096,6.06437,9.40709,3497.37,0.7123,0.799353,6671.408,-0.20652178315822844,-1
21,0000[Lu][lcy]3[ASR]1,0.89958,7.28263,13.22023,3152.69,0.7283,0.8096,13758.368,-0.20719670840434645,-1
73,2013[Cd][nan]3[ASR]7,1.32744,4.15466,5.4831,3952.25,0.5248,0.395347,2608.116,-0.21248053957768143,-1
720,2019[Tb][nan]3[ASR]4,1.40117,3.23236,6.36586,3829.4,0.4802,0.342714,6955.856,-0.21730276169222762,-1
508,2018[Eu][nan]3[ASR]1,0.895347,8.15613,10.38976,3759.04,0.6741,0.752892,5087.104,-0.2174774373823194,-1
661,2019[Eu][nan]3[ASR]5,1.38038,3.10195,6.45419,3892.05,0.4891,0.354321,6872.324,-0.21993919097659642,-1
660,2019[Eu][nan]3[ASR]4,1.38038,3.10195,6.45419,3892.08,0.4891,0.354321,6872.324,-0.21996545649112775,-1
1358,2024[Zn][nan]3[ASR]1,1.19228,3.75719,5.1788,3876.06,0.5947,0.498792,1001.97,-0.2210774827815989,-1
1014,2020[Zr][sqc]3[ASR]1,0.84795,7.21012,9.30717,3320.76,0.7042,0.830473,3584.68,-0.2235797296000701,-1
15,0000[Er][lcy]3[ASR]1,0.840959,7.45164,13.4706,3315.52,0.7338,0.872575,8159.424,-0.22511667486618414,-1
992,2020[Zn][nan]3[ASR]7,1.36643,2.68446,4.8256,3788.29,0.5235,0.383115,3522.28,-0.22533936275654654,-1
406,2017[Rh][sql]2[ASR]1,1.13119,3.52965,5.38505,3722.27,0.6309,0.557733,676.544,-0.22832292515083097,-1
1296,2024[Cd][nan]3[ASR]2,1.37583,3.74929,5.33307,3919.64,0.5117,0.371922,2989.172,-0.22996817819321436,-1
1015,2020[Zr][sqc]3[ASR]2,0.852953,7.14182,9.29295,3279.54,0.7044,0.825837,3576.616,-0.2319062193949719,-1
253,2016[Gd][kgd]2[ASR]1,1.46095,3.49831,4.43995,3543.13,0.5148,0.352373,682.518,-0.23629229294915532,-1
931,2020[Nd][nan]3[ASR]1,1.52568,4.31725,5.39292,3303.97,0.5322,0.348828,1993.044,-0.23663409069676256,-1
553,2018[Zr][nan]3[ASR]6,0.753337,7.02099,12.91193,3600.32,0.7048,0.935571,4809.858,-0.23974387693244736,-1
132,2014[Zr][fcu]3[ASR]1,0.793444,6.15574,12.20585,3608.6,0.7117,0.896976,9250.56,-0.23999894281660872,-1
792,2020[Cd][fes]2[ASR]1,1.09274,4.43894,5.66875,3874.53,0.6216,0.568844,1590.5,-0.24231364883685558,-1
1240,2023[Er][nan]3[ASR]1,1.28565,3.36448,5.80583,3998.66,0.5308,0.412864,1597.512,-0.24947521335413647,-1
949,2020[Tb][pcu]3[ASR]1,1.22059,4.29203,6.40957,3105.09,0.6342,0.519586,1812.384,-0.25079499784005854,-1
588,2019[Cd][ths]3[ASR]1,1.39764,4.21863,6.15386,3994.93,0.5191,0.371411,2446.792,-0.25158147406886755,-1
386,2017[Mn][hxl]2[ASR]4,1.10132,3.42155,5.55602,3913.4,0.5976,0.54262,1456.124,-0.2534452585853195,-1
613,2019[Co][nan]3[ASR]8,1.44077,2.56388,6.62409,3381.53,0.5023,0.348634,2206.462,-0.2536001894980586,-1
280,2017[Ag][sqc]2[ASR]1,1.11653,9.25829,10.88694,3121.04,0.6651,0.595683,1008.9,-0.25517480748323074,-1
245,2016[Cu][nan]3[ASR]3,1.47307,6.46579,7.90968,3048.2,0.6068,0.411928,8529.528,-0.255741041064212,-1
372,2017[Eu][kgd]2[ASR]1,1.05574,4.9909,7.04465,4035.82,0.5986,0.566997,1174.75,-0.260163336797385,-1
154,2015[Eu][nan]3[ASR]2,1.4765,5.75162,7.46222,3184.96,0.521,0.352862,1436.556,-0.26030251732158405,-1
1286,2023[Zn][nan]3[ASR]15,1.43928,7.2751,8.20323,3773.02,0.5225,0.36303,1583.628,-0.26707678614070574,-1
1250,2023[Ho][nan]3[ASR]1,1.25996,3.60083,5.74333,4022.95,0.5381,0.427077,2257.232,-0.27205993354862734,-1
385,2017[Mn][hxl]2[ASR]3,1.08784,3.68839,5.29814,3942.24,0.5895,0.541898,1456.124,-0.27276740834126656,-1
74,2013[Cd][nan]3[ASR]8,1.40487,3.96855,5.63906,3941.08,0.4975,0.354126,5216.232,-0.27303405952871884,-1
72,2013[Cd][nan]3[ASR]6,1.37492,3.97203,5.6211,3946.32,0.4959,0.360676,2608.116,-0.2736919913928464,-1
1059,2021[Cu][nan]3[ASR]1,0.912308,7.36291,8.51364,3648.37,0.6926,0.759173,1813.232,-0.27542172895705797,-1
