name,UnitCell_MW_g_mol,Density_g_cm3,PLD_A,LCD_A,GSA_m2_g,VoidFraction,PoreVolume_cm3_g
c7dt02512b2_ion_pacman,6269.488,1.70117,1.53231,4.55677,3877.2,0.44476,0.261443
c7dt02564e2_2_FSR_pacman,784.456,1.76141,2.62079,2.96745,3718.81,0.35748,0.202952
c7dt02582c2_3_ASR_pacman,2589.472,2.27906,2.61254,4.00532,3526.76,0.2908,0.127596
c7dt02582c2_3_FSR_pacman,2589.472,2.27906,2.61254,4.00532,3526.76,0.2908,0.127596
c7dt02800h2_3_ion_pacman,8595.6,1.51855,1.30531,2.85036,4680.54,0.37134,0.244535
c7dt03119j2_ASR_pacman,2251.74,1.1665,3.33502,6.27971,5091.93,0.47948,0.41104
c7dt03119j2_FSR_pacman,2251.74,1.1665,3.33502,6.27971,5091.93,0.47948,0.41104
c7dt03338a2_ASR_pacman,3165.592,0.911258,7.03142,8.28238,4316.23,0.63374,0.695456
c7dt03338a2_FSR_pacman,3165.592,0.911258,7.03142,8.28238,4316.23,0.63374,0.695456
c7dt03363j2_1_FSR_pacman,1740.818,1.78277,3.01207,4.56925,3929.77,0.36884,0.206891
c7dt03641h2_ASR_pacman,7845.018,1.64441,3.70816,8.75639,2142.42,0.6032,0.366819
c7dt03641h2_FSR_pacman,8021.007,1.71751,3.70816,7.64763,2163.58,0.5768,0.335836
c7dt03705h2_ASR_pacman,1788.168,2.24472,2.10638,5.28402,2506.2,0.41574,0.185208
c7dt03705h2_FSR_pacman,1788.168,2.24472,2.10638,5.28402,2506.2,0.41574,0.185208
c7dt03758a2_4_ASR_pacman,2151.028,1.30802,2.44097,4.9472,4539.35,0.45546,0.348207
c7dt03758a2_4_FSR_pacman,2151.028,1.30802,2.44097,4.9472,4539.35,0.45546,0.348207
c7dt03783j2_1_ASR_pacman,2227.073,0.872214,5.27689,9.28276,3771.99,0.68434,0.784601
c7dt03783j2_1_FSR_pacman,2659.633,1.11017,4.52689,7.41415,3890.88,0.5808,0.523164
c7dt03783j2_2_FSR_pacman,2621.844,1.18086,4.51992,6.9375,3992.53,0.57196,0.48436
c7dt03783j2_3_FSR_pacman,2457.592,0.837631,7.058,8.66927,3915.82,0.69302,0.827357
c7dt03932h2_FSR_pacman,3659.068,0.970348,6.90043,8.87747,4259.46,0.63148,0.650777
c7dt04057a2_ASR_pacman,1770.772,0.888264,5.22075,7.31463,4289.21,0.66158,0.744801
c7dt04057a2_FSR_pacman,1770.772,0.888264,5.22075,7.31463,4289.21,0.66158,0.744801
c7dt04081d2_1_ion_pacman,5301.247,1.16057,4.21855,5.81977,4264.06,0.55678,0.479749
c7dt04087c2_ASR_pacman,27911.136,1.21662,6.63923,14.44218,2349.89,0.69668,0.572633
c7dt04087c2_FSR_pacman,29447.04,1.25701,5.14365,14.44218,2529.43,0.67548,0.537371
c7dt04205a2_1_ASR_pacman,1496.336,1.72112,4.16569,4.67661,2370.03,0.5081,0.295214
c7dt04205a2_1_FSR_pacman,1496.336,1.72112,4.16569,4.67661,2370.03,0.5081,0.295214
c7dt04205a2_3_ASR_pacman,1496.336,1.7601,4.03471,4.54062,2327.55,0.50474,0.286768
c7dt04205a2_3_FSR_pacman,1496.336,1.7601,4.03471,4.54062,2327.55,0.50474,0.286768
c7dt04566b2_3_FSR_pacman,4365.132,1.50984,2.81307,4.74145,4121.47,0.43962,0.291169
c7dt04566b2_4_ion_pacman,6390.216,1.90466,1.08488,2.48097,4179.53,0.2949,0.154831
c7dt04622g2_ASR_pacman,5883.948,1.23942,5.61829,15.44366,2255.99,0.69536,0.561037
c7dt04622g2_FSR_pacman,6075.936,1.26024,5.61829,11.65337,2341.69,0.6854,0.543867
c7dt04659f2_2_ASR_pacman,2255.74,1.26254,2.9345,4.66682,5016.72,0.44126,0.349501
c7dt04659f2_2_FSR_pacman,2255.74,1.26254,2.9345,4.66682,5016.72,0.44126,0.349501
c7dt04838f2_1_FSR_pacman,5913.188,1.25487,3.01403,5.92268,4621.58,0.4724,0.376454
c7fd00224f1_ASR_pacman,1976.183,1.79423,2.48132,11.10182,1897.34,0.63736,0.355228
c7fd00224f1_FSR_pacman,1976.183,1.79423,2.48132,11.10182,1897.34,0.63736,0.355228
c7nj00183e2_3_ASR_pacman,2762.012,1.71805,2.32205,4.59338,3620.04,0.43276,0.25189
c7nj00183e2_3_FSR_pacman,2826.008,1.75188,2.32205,4.59338,3628.68,0.41924,0.239309
c7nj01650f2_1_FSR_pacman,2521.448,1.66594,3.83568,4.67332,3684.28,0.4312,0.258832
c7nj01650f2_2_FSR_pacman,1821.58,1.64041,3.79191,4.61859,3758.83,0.432,0.263349
c7nj01650f2_3_ASR_pacman,3354.92,1.72686,2.88778,4.74509,3437.8,0.39994,0.2316
c7nj01650f2_3_FSR_pacman,3354.92,1.72686,2.88778,4.74509,3437.8,0.39994,0.2316
c7nj01650f2_4_ASR_pacman,4466.16,1.7088,2.91389,4.3914,3463.24,0.40422,0.236552
c7nj01650f2_4_FSR_pacman,4466.16,1.7088,2.91389,4.3914,3463.24,0.40422,0.236552
c7nj02651j2_3_ion_pacman,1798.12,1.71143,1.96953,4.06649,4259.26,0.32778,0.191524
c7nj03530f2_ASR_pacman,3433.796,1.0403,4.22541,5.94322,4488.79,0.57684,0.554492
c7nj03530f2_FSR_pacman,3433.796,1.0403,4.22541,5.94322,4488.79,0.57684,0.554492
c7nj04698g2_2_ASR_pacman,1829.78,1.56795,5.31671,6.18481,4027.06,0.41466,0.26446
c7nj04698g2_2_FSR_pacman,1829.78,1.56795,5.31671,6.18481,4027.06,0.41466,0.26446
c7nr00732a2_1_ion_pacman,22325.548,2.89072,1.02414,3.08027,2391.26,0.2973,0.102846
c7qi00063d2_ASR_pacman,1633.263,0.837755,4.17435,11.26747,3823.75,0.69908,0.834469
c7qi00063d2_FSR_pacman,1729.257,0.879278,4.17435,8.82755,4029.67,0.67756,0.770587
c7qi00218a2_1_ASR_pacman,1597.452,1.31626,2.73129,4.52356,3693.78,0.59738,0.453848
c7qi00218a2_1_FSR_pacman,1597.452,1.31626,2.73129,4.52356,3693.78,0.59738,0.453848
c7qi00218a2_3_ASR_pacman,1597.452,1.31974,2.67638,4.54005,3697.45,0.59642,0.451922
c7qi00218a2_3_FSR_pacman,1597.452,1.31974,2.67638,4.54005,3697.45,0.59642,0.451922
c7qi00218a2_4_ASR_pacman,1597.452,1.32839,2.77059,4.44711,3688.25,0.59322,0.446571
c7qi00218a2_4_FSR_pacman,1597.452,1.32839,2.77059,4.44711,3688.25,0.59322,0.446571
c7qi00218a2_5_ASR_pacman,3194.904,1.36084,2.5519,4.31316,3686.28,0.58644,0.43094
c7qi00218a2_5_FSR_pacman,3194.904,1.36084,2.5519,4.31316,3686.28,0.58644,0.43094
c7qi00218a2_7_ASR_pacman,1597.452,1.31365,2.69142,4.5892,3693.75,0.59824,0.455403
c7qi00218a2_7_FSR_pacman,1597.452,1.31365,2.69142,4.5892,3693.75,0.59824,0.455403
c7qi00218a2_9_ASR_pacman,1597.452,1.35313,2.57575,4.3245,3681.94,0.58732,0.434045
c7qi00218a2_9_FSR_pacman,1597.452,1.35313,2.57575,4.3245,3681.94,0.58732,0.434045
c7qi00350a2_ASR_pacman,1844.204,1.19459,7.32802,8.66827,2757.53,0.6619,0.554083
c7qi00350a2_FSR_pacman,1972.196,1.26958,7.31237,8.52568,2844.11,0.63368,0.499125
c7qi00615b2_1_ASR_pacman,976.182,1.15694,7.15724,7.28435,3500.37,0.5718,0.494235
c7qi00615b2_1_FSR_pacman,976.182,1.15694,7.15724,7.28435,3500.37,0.5718,0.494235
c7qi00615b2_2_ASR_pacman,988.193,1.17943,7.10527,7.22899,3464.79,0.56564,0.479586
c7qi00615b2_2_FSR_pacman,988.193,1.17943,7.10527,7.22899,3464.79,0.56564,0.479586
c7qi00615b2_3_ASR_pacman,975.222,1.17727,7.09884,7.21335,3714.55,0.56332,0.478496
c7qi00615b2_3_FSR_pacman,975.222,1.17727,7.09884,7.21335,3714.55,0.56332,0.478496
c7qi00734e2_1_FSR_pacman,13174.112,1.24683,3.14034,5.63104,4831.74,0.43764,0.351001
c7qm00302a2_ASR_pacman,3656.952,1.31532,3.77458,11.51074,2664.09,0.63906,0.48586
c7qm00302a2_FSR_pacman,3848.94,1.35626,3.65428,7.31506,2835.17,0.61904,0.456432
c7qm00414a2_1_ASR_pacman,5567.04,0.484361,6.49712,16.40624,4177.49,0.81132,1.67503
c7qm00414a2_1_FSR_pacman,5567.04,0.484361,6.49712,16.40624,4177.49,0.81132,1.67503
c7qm00414a2_2_ASR_pacman,5589.048,0.464815,6.83172,17.98172,4326.59,0.81598,1.7555
c7qm00414a2_2_FSR_pacman,5589.048,0.464815,6.83172,17.98172,4326.59,0.81598,1.7555
c7ra01125c2_ASR_pacman,2260.884,0.906323,4.38649,11.21558,4018.34,0.64684,0.713697
c7ra01125c2_FSR_pacman,2260.884,0.906323,4.38649,11.21558,4018.34,0.64684,0.713697
c7ra02122d2_ASR_pacman,3356.592,0.748615,6.64891,10.36263,3886.47,0.72718,0.971367
c7ra02122d2_FSR_pacman,3548.58,0.790313,6.16813,7.79086,4104.75,0.70558,0.892786
c7ra08977e2_ASR_pacman,8686.926,1.62018,3.614,6.97723,3288.07,0.51056,0.315125
c7ra08977e2_FSR_pacman,9294.888,1.73457,3.614,7.01395,3535.2,0.45378,0.261609
c7ra09429a2_ASR_pacman,2531.612,1.08945,5.39448,6.73458,4524.55,0.5599,0.513927
c7ra09429a2_FSR_pacman,2595.608,1.11648,5.39448,6.73458,4572,0.54652,0.489502
c7ra10207k2_FSR_pacman,3029.316,1.32661,2.55955,4.44545,4817.31,0.43076,0.324707
c7ra10682c2_ASR_pacman,2284.016,1.04511,3.75007,6.24651,4614.01,0.5579,0.533818
c7ra10682c2_FSR_pacman,2284.016,1.04511,3.75007,6.24651,4614.01,0.5579,0.533818
c7ra11221a2_ASR_pacman,2800.948,1.01694,5.64071,8.1359,3393.95,0.6821,0.670735
c7ra11221a2_FSR_pacman,3385.708,1.26499,3.29755,8.1359,3753.41,0.57752,0.45654
c7sc00267j2_1_ASR_pacman,15705.538,2.64486,5.59673,6.49028,2198.38,0.47832,0.180849
c7sc00267j2_1_FSR_pacman,15705.538,2.64486,5.59673,6.49028,2198.38,0.47832,0.180849
c7sc00267j2_2_ASR_pacman,14434.544,2.59586,5.46505,6.44525,1993.93,0.54104,0.208424
c7sc00267j2_2_FSR_pacman,14434.544,2.59586,5.46505,6.44525,1993.93,0.54104,0.208424
c7sc00267j2_3_ASR_pacman,18749.28,3.62982,3.36906,6.09424,1711.7,0.42712,0.11767
c7sc00267j2_3_FSR_pacman,18749.28,3.62982,3.36906,6.09424,1711.7,0.42712,0.11767
c7sc00449d2_1_ASR_pacman,963.902,1.39366,6.0049,8.16181,2913.12,0.54754,0.39288
c7sc00449d2_1_FSR_pacman,963.902,1.39366,6.0049,8.16181,2913.12,0.54754,0.39288
c7sc00449d2_5_ASR_pacman,935.892,1.77255,5.34213,6.06731,3275.62,0.416,0.23469
c7sc00449d2_5_FSR_pacman,935.892,1.77255,5.34213,6.06731,3275.62,0.416,0.23469
c7sc00449d2_8_ASR_pacman,1019.922,1.38713,6.01589,8.09258,2915.84,0.5469,0.394267
c7sc00449d2_8_FSR_pacman,1019.922,1.38713,6.01589,8.09258,2915.84,0.5469,0.394267
c7sc03308g2_ASR_pacman,5288.64,1.05675,4.12344,6.80315,4356.61,0.5882,0.556612
c7sc03308g2_FSR_pacman,5288.64,1.05675,4.12344,6.80315,4356.61,0.5882,0.556612
c7sc03739b2_1_ASR_pacman,8699.352,0.691676,11.50645,23.79936,2560.26,0.81418,1.17711
c7sc03739b2_1_FSR_pacman,8699.352,0.691676,11.50645,23.79936,2560.26,0.81418,1.17711
c7sc03739b2_2_ASR_pacman,8123.388,0.592191,14.61197,24.41653,2638.85,0.83806,1.41518
c7sc03739b2_2_FSR_pacman,8123.388,0.592191,14.61197,24.41653,2638.85,0.83806,1.41518
c7sc04829g2_ASR_pacman,2517.36,0.440078,23.48551,25.55038,3487.17,0.84208,1.91348
c7sc04829g2_FSR_pacman,2943.468,0.903642,10.61342,11.81418,3624.74,0.6791,0.751515
c7sc05390h2_2_FSR_pacman,2764.268,0.999814,5.55088,6.98556,4360.73,0.58178,0.581888
c7ta00437k2_ASR_pacman,2021.01,2.38466,2.63509,5.57518,1765.11,0.20892,0.08761
c7ta00437k2_FSR_pacman,2021.01,2.38466,2.63509,5.57518,1765.11,0.20892,0.08761
c7ta01179b2_2_ASR_pacman,2751.486,1.31139,4.88941,6.4629,3606.07,0.54776,0.417694
c7ta01179b2_2_FSR_pacman,2751.486,1.31139,4.88941,6.4629,3606.07,0.54776,0.417694
c7ta02852k2_ASR_pacman,2219.658,1.26234,4.06181,9.81158,3228.03,0.58314,0.461951
c7ta02852k2_FSR_pacman,2253.672,1.28286,4.06181,7.48361,3288.74,0.5724,0.446189
c7ta03849f2_4_ASR_pacman,3810.368,1.23919,4.87853,6.31878,4380.65,0.52148,0.420823
c7ta03849f2_4_FSR_pacman,3810.368,1.23919,4.87853,6.31878,4380.65,0.52148,0.420823
c7ta06118h2_ASR_pacman,2937.768,0.849386,4.68319,18.09862,3232.35,0.71104,0.837122
c7ta06118h2_FSR_pacman,2937.768,0.849386,4.68319,18.09862,3232.35,0.71104,0.837122
c7ta10123f2_ASR_pacman,3470.748,1.19564,4.40451,10.55254,2786.58,0.6401,0.535364
c7ta10123f2_FSR_pacman,3662.736,1.24034,4.29635,6.20706,2986.71,0.6182,0.498412
c7ta10148a2_1_ASR_pacman,2164.432,2.24657,4.10834,6.29071,1705.89,0.54254,0.241497
c7ta10148a2_1_FSR_pacman,2292.424,2.30679,3.8372,6.29071,1782.76,0.51894,0.224962
c7ta10148a2_2_ASR_pacman,2278.519,2.59163,3.52533,5.21768,2017.49,0.3875,0.14952
c7ta10148a2_2_FSR_pacman,2406.511,2.65208,3.52533,5.21768,2055.87,0.36472,0.137522
c7ta10558d2_2_ASR_pacman,1326.734,1.16345,3.73296,5.45954,4525.19,0.52594,0.452052
c7ta10558d2_2_FSR_pacman,1390.73,1.21065,3.73296,4.83336,4494.73,0.5125,0.423325
c7ta11158d2_ion_pacman,3975.48,1.5137,1.13026,2.2564,4833.76,0.35156,0.232253
c7ta11208d2_1_ion_pacman,4357.984,1.58559,2.58471,6.64045,3652.25,0.4915,0.30998
c7tc01844d2_1_ASR_pacman,945.536,1.85908,6.31035,6.62137,2377.61,0.54632,0.293866
c7tc01844d2_1_FSR_pacman,945.536,1.85908,6.31035,6.62137,2377.61,0.54632,0.293866
c7tc01844d2_2_ASR_pacman,1263.386,1.88113,6.3128,6.63503,2342.86,0.53944,0.286764
c7tc01844d2_2_FSR_pacman,1263.386,1.88113,6.3128,6.63503,2342.86,0.53944,0.286764
c7tc01844d2_3_ASR_pacman,945.536,1.83238,6.37575,6.68523,2420.69,0.5459,0.297919
c7tc01844d2_3_FSR_pacman,945.536,1.83238,6.37575,6.68523,2420.69,0.5459,0.297919
c7tc01844d2_4_ASR_pacman,1249.464,1.85372,6.23531,6.50672,2407.45,0.53416,0.288156
c7tc01844d2_4_FSR_pacman,1249.464,1.85372,6.23531,6.50672,2407.45,0.53416,0.288156
c7tc01844d2_5_ASR_pacman,945.536,1.77448,6.43337,6.72786,2493,0.55026,0.310097
c7tc01844d2_5_FSR_pacman,945.536,1.77448,6.43337,6.72786,2493,0.55026,0.310097
c7tc05535h2_ASR_pacman,9113.101,1.24718,5.81447,11.61769,3223.5,0.59288,0.475377
c7tc05535h2_FSR_pacman,9113.101,1.24718,5.81447,11.61769,3223.5,0.59288,0.475377
c8cc00678d2_5_ASR_pacman,3746.768,0.922579,3.02305,5.55473,5322.29,0.5442,0.589868
c8cc00678d2_5_FSR_pacman,3746.768,0.922579,3.02305,5.55473,5322.29,0.5442,0.589868
c8cc01225c2_1_ion_pacman,5566.956,1.17239,9.10834,14.44318,2464.32,0.6909,0.589311
c8cc01225c2_4_ASR_pacman,4726.914,0.982375,10.46879,15.0548,2216.8,0.75364,0.767161
c8cc01225c2_4_FSR_pacman,4822.908,0.993868,10.46879,15.0548,2264.08,0.74828,0.752896
c8cc01225c2_5_ion_pacman,5566.956,1.08255,10.09035,14.90917,2649.14,0.7051,0.651331
c8cc01559g2_1_ASR_pacman,6443.887,1.7965,7.22719,9.61865,1846.02,0.6076,0.338212
c8cc01559g2_1_FSR_pacman,6443.887,1.7965,7.22719,9.61865,1846.02,0.6076,0.338212
c8cc01559g2_2_ASR_pacman,2142.378,2.98921,2.27748,4.64546,1782.43,0.31832,0.10649
c8cc01559g2_2_FSR_pacman,2142.378,2.98921,2.27748,4.64546,1782.43,0.31832,0.10649
c8cc01559g2_3_ASR_pacman,4332.612,2.60739,3.76705,5.81185,1864.46,0.41492,0.159133
c8cc01559g2_3_FSR_pacman,4332.612,2.60739,3.76705,5.81185,1864.46,0.41492,0.159133
c8cc01559g2_4_ASR_pacman,2142.378,2.92405,2.30602,4.82753,1827.28,0.32218,0.110183
c8cc01559g2_4_FSR_pacman,2142.378,2.92405,2.30602,4.82753,1827.28,0.32218,0.110183
c8cc01561a2_ASR_pacman,7288.548,1.7628,3.7571,5.1931,3590.85,0.38506,0.218436
c8cc01561a2_FSR_pacman,7288.548,1.7628,3.7571,5.1931,3590.85,0.38506,0.218436
c8cc01837e2_1_ASR_pacman,5824.892,1.45262,4.28444,6.26947,3612.57,0.5237,0.36052
c8cc01837e2_1_FSR_pacman,6249.038,1.54934,3.17855,4.89936,3836.98,0.47012,0.303432
c8cc01837e2_2_ASR_pacman,6542.372,1.4828,3.08425,6.19287,3936.83,0.47808,0.322417
c8cc01837e2_2_FSR_pacman,6858.496,1.55444,2.926,4.3801,4090.19,0.43976,0.282906
c8cc02235f2_ASR_pacman,1723.944,1.71935,5.68214,6.44413,2847.33,0.54936,0.319516
c8cc02235f2_FSR_pacman,1723.944,1.71935,5.68214,6.44413,2847.33,0.54936,0.319516
c8cc03121e2_1_ASR_pacman,1520.892,1.33384,6.02849,13.94745,1984.21,0.69832,0.523543
c8cc03121e2_1_FSR_pacman,1616.886,1.36415,6.02849,13.82615,2040.01,0.68474,0.501954
c8cc03121e2_3_ASR_pacman,1520.892,1.27071,6.0757,14.25491,2029.33,0.70274,0.55303
c8cc03121e2_3_FSR_pacman,1568.889,1.29979,6.0757,13.97661,2101.9,0.68938,0.530377
c8cc03121e2_4_ASR_pacman,1520.892,1.26959,6.02885,14.36377,2058.9,0.699,0.55057
c8cc03121e2_4_FSR_pacman,1568.889,1.29865,6.02885,13.9648,2130.97,0.68558,0.527917
c8cc03121e2_5_ASR_pacman,1665.024,0.653575,8.29782,17.89897,2909.72,0.80406,1.23025
c8cc03121e2_5_FSR_pacman,1761.018,0.670701,8.29782,17.89897,2981.03,0.79556,1.18616
c8cc03121e2_6_ASR_pacman,1520.892,1.159,6.26485,14.12501,2205.52,0.7151,0.616999
c8cc03121e2_6_FSR_pacman,1568.889,1.1895,6.26485,13.87922,2256.79,0.7018,0.589996
c8cc03544j2_1_ion_pacman,6243.628,1.12583,4.9705,6.87879,4598.06,0.55472,0.492719
c8cc03544j2_2_ion_pacman,6119.62,1.12557,5.09181,6.831,4509.1,0.55912,0.496745
c8cc04482a2_ASR_pacman,9685.72,1.05169,20.81208,21.13316,3460.64,0.6702,0.63726
c8cc04482a2_FSR_pacman,10453.672,1.1689,16.22319,18.61938,3738.33,0.6145,0.525709
c8cc05402a2_ASR_pacman,2721.752,1.12243,5.90479,8.09655,4578.16,0.51598,0.459697
c8cc05402a2_FSR_pacman,2785.748,1.14883,5.90479,8.09655,4553.78,0.50616,0.440589
c8cc05459b2_ASR_pacman,1955.112,0.939463,3.549,8.8916,4317.96,0.6061,0.645156
c8cc05459b2_FSR_pacman,1955.112,0.939463,3.549,8.8916,4317.96,0.6061,0.645156
c8cc05650a5_1_ASR_pacman,10238.706,1.20719,3.9129,8.91344,3999.62,0.5369,0.44475
c8cc05650a5_1_FSR_pacman,11443.695,1.3333,3.0597,8.91344,3995.35,0.4869,0.365184
c8cc06683c2_ion_pacman,6461.82,2.26324,1.17052,9.15486,3055.43,0.39674,0.175298
c8cc07064d2_ASR_pacman,1569.516,1.71347,3.27245,6.31135,2640.27,0.57044,0.332915
c8cc07064d2_FSR_pacman,1569.516,1.71347,3.27245,6.31135,2640.27,0.57044,0.332915
c8cc07098a2_ASR_pacman,4256.968,1.04382,6.15163,10.65663,4505.36,0.56982,0.545899
c8cc07098a2_FSR_pacman,4256.968,1.04382,6.15163,10.65663,4505.36,0.56982,0.545899
c8cc07369d2_ASR_pacman,10301.712,1.12519,3.59344,6.34747,4053.82,0.5831,0.518225
c8cc07369d2_FSR_pacman,10878.192,1.18815,3.48391,6.26978,4086.09,0.55624,0.468155
c8cc07441k2_1_ASR_pacman,4852.684,1.15438,10.60331,11.44539,2886.62,0.64392,0.557806
c8cc07441k2_1_FSR_pacman,4980.676,1.17839,10.60331,11.44539,2919.75,0.6344,0.53836
c8cc07441k2_2_ASR_pacman,4952.804,1.25172,10.41441,11.40488,2977.88,0.6121,0.489007
c8cc07441k2_2_FSR_pacman,5080.796,1.27576,10.41441,11.40488,3014.24,0.60192,0.471814
c8cc07756h2_ASR_pacman,2791.776,0.948283,4.66991,9.29886,3817.41,0.67238,0.70905
c8cc07756h2_FSR_pacman,2791.776,0.948283,4.66991,9.29886,3817.41,0.67238,0.70905
c8cc09474h2_1_ASR_pacman,6316.81,2.42854,4.00759,12.01288,1750.59,0.54174,0.223073
c8cc09474h2_1_FSR_pacman,6980.742,2.68388,3.37518,12.01288,1874.02,0.45848,0.170827
c8cc09474h2_2_ASR_pacman,3277.53,2.479,4.0248,12.05985,1714.43,0.54222,0.218725
c8cc09474h2_2_FSR_pacman,3789.498,2.73592,3.39719,12.05985,1825.22,0.45812,0.167446
c8cc09474h2_3_ASR_pacman,3085.542,1.94985,3.93437,11.82972,2135.57,0.5697,0.292176
c8cc09474h2_3_FSR_pacman,3805.497,2.35438,3.3241,11.82972,2124.09,0.45868,0.19482
c8cc09474h2_4_ASR_pacman,6384.142,1.96481,3.9583,11.82563,2118.95,0.57,0.290105
c8cc09474h2_4_FSR_pacman,7269.027,2.5451,3.34554,11.82563,1984.66,0.46066,0.180999
c8cc09474h2_5_ASR_pacman,6316.81,2.42854,4.01686,12.01577,1749.5,0.54138,0.222924
c8cc09474h2_5_FSR_pacman,7012.74,2.68388,3.38569,12.01577,1871.21,0.45768,0.170529
c8cc10116g2_2_ASR_pacman,4224.216,1.1494,4.72956,10.16923,3264.04,0.62946,0.547644
c8cc10116g2_2_FSR_pacman,4352.208,1.18028,3.61701,8.43788,3320.08,0.61836,0.52391
c8ce00008e2_12_FSR_pacman,1665.36,1.43233,2.87104,5.31748,3945.98,0.48222,0.336669
c8ce00149a2_1_ASR_pacman,2375.884,1.36169,3.71026,4.96585,4118.63,0.5069,0.372258
c8ce00149a2_1_FSR_pacman,2503.876,1.42596,3.71026,4.86792,4082.16,0.49026,0.343811
c8ce00149a2_2_ASR_pacman,2640.124,1.79052,3.51628,5.72857,3801.49,0.39178,0.218808
c8ce00149a2_2_FSR_pacman,2640.124,1.79052,3.51628,5.72857,3801.49,0.39178,0.218808
c8ce00204e2_1_ASR_pacman,27319.575,0.943211,4.63847,9.1703,4161.49,0.59762,0.633602
c8ce00204e2_1_FSR_pacman,27463.566,0.947183,4.63847,9.1703,4159.48,0.59616,0.629403
c8ce00204e2_2_ASR_pacman,33249.765,1.46504,4.13428,8.14421,2811.08,0.5425,0.370296
c8ce00204e2_2_FSR_pacman,33393.756,1.46904,4.13428,8.14421,2813.05,0.54104,0.368296
c8ce00213d2_2_FSR_pacman,3329.008,0.966991,4.70604,6.79525,4348.03,0.62692,0.64832
c8ce00213d2_3_ASR_pacman,5411.776,1.15455,5.81381,7.4681,3821.73,0.59106,0.51194
c8ce00213d2_3_FSR_pacman,6060.532,1.25299,5.63852,7.24463,4077.92,0.53646,0.428144
c8ce00450a2_1_ASR_pacman,2128.304,3.27507,4.98441,6.13244,1608.33,0.4533,0.138409
c8ce00450a2_1_FSR_pacman,2768.264,3.61045,2.80598,4.96403,1911.2,0.32324,0.0895289
c8ce00476e2_2_FSR_pacman,7248.236,1.47218,3.23236,6.36586,3942.65,0.44942,0.305276
c8ce00574e2_2_ASR_pacman,9413.901,1.16294,4.61232,8.92755,4025.27,0.55944,0.481058
c8ce00574e2_2_FSR_pacman,9413.901,1.16294,4.61232,8.92755,4025.27,0.55944,0.481058
c8ce00653a2_1_ASR_pacman,7216.059,0.940409,5.81099,8.40468,3898.64,0.66662,0.708862
c8ce00653a2_1_FSR_pacman,10495.423,1.60238,5.81099,7.88534,3247.03,0.52104,0.325166
c8ce00653a2_2_ASR_pacman,6752.936,1.08741,4.9593,7.63609,3237.07,0.60988,0.560855
c8ce00653a2_2_FSR_pacman,10463.487,1.49166,4.9593,6.30509,3195.07,0.48908,0.327877
c8ce00653a2_3_ASR_pacman,18461.425,1.25729,11.16476,12.34458,3217.84,0.64092,0.509764
c8ce00653a2_3_FSR_pacman,19436.096,1.35654,6.1123,11.2908,3294.22,0.60798,0.448184
c8ce00653a2_4_ASR_pacman,13970.438,1.01898,9.46297,13.37839,3352.22,0.67678,0.664172
c8ce00653a2_4_FSR_pacman,17468.961,1.33508,6.10829,8.13327,3175.52,0.60104,0.450189
c8ce00653a2_5_ASR_pacman,5936.954,0.674724,5.54361,9.24197,4534.63,0.7277,1.07852
c8ce00653a2_5_FSR_pacman,10479.486,1.5426,5.54361,7.47492,3355,0.53028,0.343756
c8ce00661j2_1_ASR_pacman,2309.092,1.22681,3.9077,6.92781,3446.91,0.5907,0.481493
c8ce00661j2_1_FSR_pacman,2309.092,1.22681,3.9077,6.92781,3446.91,0.5907,0.481493
c8ce00661j2_2_ASR_pacman,1629.176,1.13961,4.1155,7.08912,3586.52,0.61518,0.539818
c8ce00661j2_2_FSR_pacman,1701.236,1.17514,4.1155,7.08912,3627.43,0.59902,0.509744
c8ce00662h2_3_ASR_pacman,4151.576,1.13378,4.28843,8.72696,4247.83,0.55356,0.488241
c8ce00662h2_3_FSR_pacman,4151.576,1.13378,4.28843,8.72696,4247.83,0.55356,0.488241
c8ce00692j2_7_ASR_pacman,15206.392,1.21743,4.19899,8.74731,3974.23,0.5522,0.453577
c8ce00692j2_7_FSR_pacman,16215.232,1.2982,3.72974,8.16427,4059.08,0.5148,0.396548
c8ce00779a2_2_ASR_pacman,3110.76,0.549092,9.04149,11.81022,4592.74,0.77262,1.40709
c8ce00779a2_2_FSR_pacman,3254.88,0.574531,9.04149,11.81022,4767.78,0.75954,1.32202
c8ce00860d2_ASR_pacman,695.549,1.77832,3.684,5.15283,3032.74,0.3653,0.205419
c8ce00860d2_FSR_pacman,695.549,1.77832,3.684,5.15283,3032.74,0.3653,0.205419
c8ce00877a2_3_ASR_pacman,4724.626,1.33082,3.69186,5.39606,4075.97,0.46068,0.346163
c8ce00877a2_3_FSR_pacman,4724.626,1.33082,3.69186,5.39606,4075.97,0.46068,0.346163
c8ce00891d2_2_ASR_pacman,1985.536,2.52609,3.89067,4.68338,2152.29,0.41182,0.163026
c8ce00891d2_2_FSR_pacman,1985.536,2.52609,3.89067,4.68338,2152.29,0.41182,0.163026
c8ce00891d2_3_ASR_pacman,3694.048,1.66598,3.87307,4.64934,3382.08,0.4322,0.259427
c8ce00891d2_3_FSR_pacman,3694.048,1.66598,3.87307,4.64934,3382.08,0.4322,0.259427
c8ce00949j2_ASR_pacman,8157.588,1.47747,7.86006,10.59846,2200.14,0.65426,0.442824
