name,UnitCell_MW_g_mol,Density_g_cm3,PLD_A,LCD_A,GSA_m2_g,VoidFraction,PoreVolume_cm3_g
d0dt00866d2_2_ASR_pacman,1034.731,4.02052,2.56206,3.38821,1654.58,0.3037,0.0755375
d0dt00866d2_2_FSR_pacman,1034.731,4.02052,2.56206,3.38821,1654.58,0.3037,0.0755375
d0dt00866d2_3_ASR_pacman,1020.724,3.84748,2.63441,3.45842,1742.43,0.31478,0.0818145
d0dt00866d2_3_FSR_pacman,1020.724,3.84748,2.63441,3.45842,1742.43,0.31478,0.0818145
d0dt00866d2_4_ASR_pacman,2018.414,3.59908,3.18652,3.96563,1816.64,0.34322,0.0953632
d0dt00866d2_4_FSR_pacman,2018.414,3.59908,3.18652,3.96563,1816.64,0.34322,0.0953632
d0dt00866d2_5_ASR_pacman,2057.431,3.62142,3.02771,3.64561,1790.61,0.3083,0.0851323
d0dt00866d2_5_FSR_pacman,2057.431,3.62142,3.02771,3.64561,1790.61,0.3083,0.0851323
d0dt00866d2_6_ASR_pacman,2071.438,3.80258,3.09157,3.84066,1705.17,0.31012,0.0815551
d0dt00866d2_6_FSR_pacman,2071.438,3.80258,3.09157,3.84066,1705.17,0.31012,0.0815551
d0dt00943a2_ASR_pacman,1321.273,1.06748,2.43969,7.26762,4024.15,0.5624,0.526846
d0dt00943a2_FSR_pacman,1321.273,1.06748,2.43969,7.26762,4024.15,0.5624,0.526846
d0dt01081b2_1_ASR_pacman,5160.951,1.12025,4.54534,11.23602,2947.23,0.66954,0.597669
d0dt01081b2_1_FSR_pacman,5448.933,1.16185,4.54534,8.35568,3130.72,0.64842,0.558094
d0dt01081b2_2_ASR_pacman,5043.78,1.08661,4.21179,11.25457,2931.13,0.68294,0.628505
d0dt01081b2_2_FSR_pacman,5331.762,1.12832,4.21179,8.74087,3122.99,0.66172,0.586467
d0dt01081b2_3_ASR_pacman,4899.789,1.0647,4.15327,11.26398,3158.97,0.67498,0.633961
d0dt01081b2_3_FSR_pacman,5187.771,1.10636,4.15327,8.10421,3346.39,0.65372,0.590873
d0dt01666g2_FSR_pacman,3431.007,1.07195,10.25467,16.0974,3417.98,0.60908,0.5682
d0dt01875a2_1_ASR_pacman,2917.328,1.51713,3.74779,4.62307,4215.73,0.4274,0.281716
d0dt01875a2_1_FSR_pacman,2917.328,1.51713,3.74779,4.62307,4215.73,0.4274,0.281716
d0dt01875a2_2_ASR_pacman,2921.36,1.50676,3.81004,4.92289,4254.03,0.42774,0.283881
d0dt01875a2_2_FSR_pacman,2921.36,1.50676,3.81004,4.92289,4254.03,0.42774,0.283881
d0dt01875a2_3_ASR_pacman,2909.264,1.52301,3.70579,4.68529,4185.48,0.42696,0.28034
d0dt01875a2_3_FSR_pacman,2909.264,1.52301,3.70579,4.68529,4185.48,0.42696,0.28034
d0dt02017f2_ASR_pacman,6564.544,1.26726,6.11854,7.17225,3952.16,0.53478,0.421998
d0dt02017f2_FSR_pacman,6564.544,1.26726,6.11854,7.17225,3952.16,0.53478,0.421998
d0dt02233k2_2_ASR_pacman,1169,0.75354,9.23952,12.45517,3775.45,0.7439,0.987207
d0dt02233k2_2_FSR_pacman,1232.996,0.780495,9.23952,11.30885,3851.36,0.73308,0.93925
d0dt02233k2_5_ion_pacman,3210.392,1.63264,4.31181,6.01983,3565.85,0.49608,0.303852
d0dt02233k2_6_ion_pacman,2368.67,1.4118,4.39775,7.9787,3714.28,0.5402,0.382632
d0dt02411b2_4_ASR_pacman,1487.604,1.61475,4.14472,6.10482,3204.2,0.4868,0.301472
d0dt02411b2_4_FSR_pacman,1735.62,1.80579,3.79965,4.99975,3322.5,0.41902,0.232043
d0dt02437f2_10_ASR_pacman,12484.304,0.804135,15.29375,16.62821,4772.58,0.6147,0.764424
d0dt02437f2_10_FSR_pacman,14084.988,0.900723,10.87261,11.9626,4943.8,0.56714,0.62965
d0dt02437f2_5_ASR_pacman,3122.336,0.835278,16.17562,16.35717,4548.1,0.61126,0.731804
d0dt02437f2_5_FSR_pacman,3314.324,0.880491,13.94396,14.73772,4571.56,0.59378,0.674374
d0dt02437f2_9_ASR_pacman,7838.044,0.81838,14.21323,16.35729,4773.43,0.61608,0.752804
d0dt02437f2_9_FSR_pacman,8598.412,0.891495,10.94785,16.08338,4885.56,0.57846,0.648865
d0dt02450c2_4_ASR_pacman,1476.352,1.48531,3.62812,4.85415,3939.66,0.45188,0.304233
d0dt02450c2_4_FSR_pacman,1476.352,1.48531,3.62812,4.85415,3939.66,0.45188,0.304233
d0dt02455d2_ASR_pacman,704.332,1.7802,3.27113,4.42958,2792.33,0.48982,0.275148
d0dt02455d2_FSR_pacman,704.332,1.7802,3.27113,4.42958,2792.33,0.48982,0.275148
d0dt02606a2_2_ASR_pacman,1680.774,1.43586,3.31803,5.13106,3739.72,0.49698,0.346119
d0dt02606a2_2_FSR_pacman,1680.774,1.43586,3.31803,5.13106,3739.72,0.49698,0.346119
d0dt02642e2_2_ASR_pacman,3809.916,0.987383,4.33456,6.53606,4728.86,0.58608,0.593569
d0dt02642e2_2_FSR_pacman,3809.916,0.987383,4.33456,6.53606,4728.86,0.58608,0.593569
d0dt02730h2_ASR_pacman,13837.338,0.981337,10.78111,14.25693,3340.7,0.68218,0.695153
d0dt02730h2_FSR_pacman,14125.32,0.999304,10.55243,12.20629,3393.18,0.67448,0.67495
d0dt02856h2_ASR_pacman,2730.912,0.94876,3.53391,11.91034,4814.51,0.63312,0.667313
d0dt02856h2_FSR_pacman,2730.912,0.94876,3.53391,11.91034,4814.51,0.63312,0.667313
d0dt03012k2_2_ASR_pacman,15251.529,1.19648,4.69213,7.20867,2743.89,0.68036,0.568632
d0dt03012k2_2_FSR_pacman,15251.529,1.19648,4.69213,7.20867,2743.89,0.68036,0.568632
d0dt03012k2_3_ASR_pacman,1731.74,0.417379,9.72151,17.9589,3940.67,0.8528,2.04323
d0dt03012k2_3_FSR_pacman,1731.74,0.417379,9.72151,17.9589,3940.67,0.8528,2.04323
d0dt03012k2_4_ASR_pacman,18128.844,1.10514,4.62697,7.25474,2906.68,0.68694,0.621585
d0dt03012k2_4_FSR_pacman,18128.844,1.10514,4.62697,7.25474,2906.68,0.68694,0.621585
d0dt03048a2_ASR_pacman,5286.32,1.5852,5.00934,6.56839,2973.8,0.49256,0.310723
d0dt03048a2_FSR_pacman,5574.56,1.66287,3.71173,5.82346,3092.4,0.45726,0.274982
d0dt03264f2_1_FSR_pacman,2733.672,1.60482,4.34039,6.34873,3886.82,0.42436,0.264428
d0dt03264f2_3_FSR_pacman,4251.632,1.48651,4.57153,5.92266,4073.32,0.45656,0.307136
d0dt03747h2_ASR_pacman,1325.478,0.995909,3.8326,6.40259,5051.9,0.5294,0.531575
d0dt03747h2_FSR_pacman,1535.752,1.26078,3.8326,5.85237,4825.64,0.4324,0.342963
d0dt03952g2_2_ASR_pacman,710.664,1.06434,4.1981,5.305,3833.28,0.5708,0.536297
d0dt03952g2_2_FSR_pacman,746.694,1.11428,3.7738,5.305,4087.75,0.54198,0.486393
d0dt04363j2_1_ASR_pacman,959.956,1.47031,4.48968,6.95977,2965.55,0.54472,0.370479
d0dt04363j2_1_FSR_pacman,1106.146,1.72077,4.23258,5.7083,3182.18,0.44612,0.259256
d0ma00450b2_ASR_pacman,2499.272,0.96395,4.29511,6.15318,4643.96,0.57808,0.599699
d0ma00450b2_FSR_pacman,2787.62,1.07516,3.8481,5.11878,4807.01,0.5203,0.483927
d0ma00503g2_1_ASR_pacman,2811.744,1.24953,4.30044,5.48688,3070.7,0.61912,0.495484
d0ma00503g2_1_FSR_pacman,2811.744,1.24953,4.30044,5.48688,3070.7,0.61912,0.495484
d0ma00503g2_2_ASR_pacman,2811.744,1.37534,4.3113,5.55922,2710.56,0.56768,0.412757
d0ma00503g2_2_FSR_pacman,2811.744,1.37534,4.3113,5.55922,2710.56,0.56768,0.412757
d0nj00207k2_2_ASR_pacman,3375.76,1.3081,3.28544,5.00081,4798.6,0.44416,0.339545
d0nj00207k2_2_FSR_pacman,3375.76,1.3081,3.28544,5.00081,4798.6,0.44416,0.339545
d0nj01448f2_1_ASR_pacman,1008.387,1.42261,4.47442,5.46744,3371.84,0.52694,0.370403
d0nj01448f2_1_FSR_pacman,1040.385,1.46776,3.68454,5.46744,3419.37,0.5084,0.346379
d0nj01448f2_3_ASR_pacman,994.465,1.37782,4.57596,5.48435,3452.7,0.53204,0.386146
d0nj01448f2_3_FSR_pacman,1026.463,1.42215,3.70669,5.48435,3504.92,0.512,0.360017
d0nj02617d2_1_ASR_pacman,1711.852,1.57297,2.53832,6.51171,3688.87,0.51106,0.324902
d0nj02617d2_1_FSR_pacman,1711.852,1.57297,2.53832,6.51171,3688.87,0.51106,0.324902
d0nj02617d2_2_ASR_pacman,1094.072,0.899914,5.6557,7.59895,3711.31,0.72386,0.804366
d0nj02617d2_2_FSR_pacman,1094.072,0.899914,5.6557,7.59895,3711.31,0.72386,0.804366
d0nj02753g2_1_FSR_pacman,1817.058,1.28581,2.75788,4.4369,4685.05,0.45206,0.351577
d0nj02753g2_2_ASR_pacman,2858,1.00704,6.50578,9.689,4558.17,0.5794,0.57535
d0nj02753g2_2_FSR_pacman,2858,1.00704,6.50578,9.689,4558.17,0.5794,0.57535
d0nr02007a2_ASR_pacman,10103.136,1.23492,5.96841,18.40839,2939.92,0.63532,0.514464
d0nr02007a2_FSR_pacman,10103.136,1.23492,5.96841,18.40839,2939.92,0.63532,0.514464
d0qi00068j2_ASR_pacman,1825.328,1.09283,4.43603,5.96567,4150.19,0.5994,0.548485
d0qi00068j2_FSR_pacman,1825.328,1.09283,4.43603,5.96567,4150.19,0.5994,0.548485
d0qi00231c2_ASR_pacman,6699.798,0.867497,6.8307,17.02445,3281.11,0.71328,0.822228
d0qi00231c2_FSR_pacman,7132.158,0.911672,4.42072,17.02445,3514.07,0.691,0.757948
d0qi00518e2_1_ASR_pacman,1056.796,0.954932,4.48513,5.95981,4250.59,0.63548,0.665471
d0qi00518e2_1_FSR_pacman,1128.856,1.01992,3.75055,6.11898,4496.57,0.60216,0.590398
d0qi00518e2_3_ASR_pacman,1666.332,3.04552,3.76942,5.95126,1891.46,0.38488,0.126376
d0qi00518e2_3_FSR_pacman,1774.422,3.13621,3.34442,4.34256,2049.21,0.33828,0.107863
d0qi00641f2_1_ASR_pacman,3229.88,0.643379,14.18198,16.50533,3258.85,0.79888,1.2417
d0qi00641f2_1_FSR_pacman,3229.88,0.643379,14.18198,16.50533,3258.85,0.79888,1.2417
d0qi00812e2_ASR_pacman,1490.898,0.954695,4.31661,6.56761,3884.41,0.60662,0.635407
d0qi00812e2_FSR_pacman,1490.898,0.954695,4.31661,6.56761,3884.41,0.60662,0.635407
d0qi00947d2_1_ASR_pacman,1902.988,1.58323,2.98517,3.81223,4054.72,0.43744,0.276296
d0qi00947d2_1_FSR_pacman,1902.988,1.58323,2.98517,3.81223,4054.72,0.43744,0.276296
d0qi00947d2_2_ASR_pacman,1842.928,1.58546,2.53155,3.85975,4092.13,0.43498,0.274355
d0qi00947d2_2_FSR_pacman,1842.928,1.58546,2.53155,3.85975,4092.13,0.43498,0.274355
d0qi01080d2_ASR_pacman,1026.09,1.42472,5.32196,9.68088,2305.6,0.6432,0.451456
d0qi01080d2_FSR_pacman,1090.086,1.48278,3.38313,9.68088,2493.13,0.61274,0.413237
d0qi01182g2_ASR_pacman,1372.872,1.78142,5.0508,9.40686,1907.3,0.61468,0.34505
d0qi01182g2_FSR_pacman,1480.962,1.84196,5.0508,9.40686,1849.94,0.59138,0.32106
d0qi01257b2_ASR_pacman,3055.906,0.718647,9.6803,15.14441,3882.67,0.73674,1.02518
d0qi01257b2_FSR_pacman,3151.9,0.741221,8.48398,15.14441,4030,0.72454,0.977495
d0qm01097a2_1_ASR_pacman,8102.908,1.18678,6.30593,13.66811,3751.38,0.58248,0.490805
d0qm01097a2_1_FSR_pacman,8102.908,1.18678,6.30593,13.66811,3751.38,0.58248,0.490805
d0qm01097a2_2_ASR_pacman,8579.356,1.58127,6.61547,11.32808,3001.85,0.50002,0.316215
d0qm01097a2_2_FSR_pacman,8579.356,1.58127,6.61547,11.32808,3001.85,0.50002,0.316215
d0ra05131d2_2_ASR_pacman,1756.632,1.39239,2.52366,4.76905,4028.35,0.50524,0.362858
d0ra05131d2_2_FSR_pacman,1756.632,1.39239,2.52366,4.76905,4028.35,0.50524,0.362858
d0ra05145d2_1_ASR_pacman,1177.188,0.981309,2.96937,9.68251,3830.4,0.60766,0.619234
d0ra05145d2_1_FSR_pacman,1177.188,0.981309,2.96937,9.68251,3830.4,0.60766,0.619234
d0ra05926a2_1_ASR_pacman,3991.26,1.46618,3.74946,6.65446,3744.77,0.44182,0.30134
d0ra05926a2_1_FSR_pacman,3991.26,1.46618,3.74946,6.65446,3744.77,0.44182,0.30134
d0ra06529c2_4_ASR_pacman,2764.952,1.42453,2.71646,4.47461,4081.59,0.46316,0.325132
d0ra06529c2_4_FSR_pacman,2764.952,1.42453,2.71646,4.47461,4081.59,0.46316,0.325132
d0ra09305j2_ASR_pacman,1627.376,1.10924,4.46953,5.26823,4406.09,0.55258,0.498159
d0ra09305j2_FSR_pacman,1919.756,1.30853,4.46953,5.26823,4720.75,0.4449,0.339999
d0sc01796e2_1_ASR_pacman,8838.936,0.621117,11.7107,19.66752,3297.15,0.78718,1.26736
d0sc01796e2_1_FSR_pacman,8838.936,0.621117,11.7107,19.66752,3297.15,0.78718,1.26736
d0sc01796e2_2_ASR_pacman,18767.364,0.691298,10.14054,18.89974,3093.77,0.77394,1.11955
d0sc01796e2_2_FSR_pacman,18767.364,0.691298,10.14054,18.89974,3093.77,0.77394,1.11955
d0sc02123g2_1_ASR_pacman,1135.03,1.22668,3.73586,4.61754,4633.03,0.47762,0.389359
d0sc02123g2_1_FSR_pacman,1135.03,1.22668,3.73586,4.61754,4633.03,0.47762,0.389359
d0sc02123g2_2_ASR_pacman,2590.26,0.949402,5.974,8.82143,4157.48,0.63264,0.666356
d0sc02123g2_2_FSR_pacman,2590.26,0.949402,5.974,8.82143,4157.48,0.63264,0.666356
d0sc02123g2_4_ASR_pacman,5180.52,1.04571,6.99188,7.87487,4191.22,0.59312,0.567196
d0sc02123g2_4_FSR_pacman,5180.52,1.04571,6.99188,7.87487,4191.22,0.59312,0.567196
d0sc02856h2_1_FSR_pacman,4608.684,1.7046,4.73381,5.88473,2737.75,0.52832,0.309938
d0sc02856h2_2_ASR_pacman,1524.217,2.2134,4.73832,5.90274,2125.77,0.47772,0.215831
d0sc02856h2_2_FSR_pacman,1524.217,2.2134,4.73832,5.90274,2125.77,0.47772,0.215831
d0sc02856h2_3_FSR_pacman,4608.684,1.74457,4.67707,5.77572,2695.8,0.51912,0.297563
d0sc02856h2_4_ASR_pacman,1536.228,2.06235,4.77814,6.07426,2267.15,0.48692,0.2361
d0sc02856h2_4_FSR_pacman,1536.228,2.06235,4.77814,6.07426,2267.15,0.48692,0.2361
d0sc03053h2_1_ASR_pacman,2611.476,1.02544,5.21397,11.04228,3509.15,0.67768,0.660871
d0sc03053h2_1_FSR_pacman,2611.476,1.02544,5.21397,11.04228,3509.15,0.67768,0.660871
d0sc03053h2_4_ASR_pacman,2611.476,1.02623,5.20656,11.04708,3505.35,0.67792,0.660593
d0sc03053h2_4_FSR_pacman,2611.476,1.02623,5.20656,11.04708,3505.35,0.67792,0.660593
d0sc03191g2_1_ion_pacman,16290.816,1.12565,3.54368,8.30258,5214.53,0.4872,0.432818
d0sc03191g2_2_ion_pacman,87057.664,0.911796,3.80627,9.14712,5502.28,0.56924,0.624306
d0sc03383a2_1_ASR_pacman,1472.724,1.40403,3.42517,3.924,3503.98,0.46808,0.333382
d0sc03383a2_1_FSR_pacman,1472.724,1.40403,3.42517,3.924,3503.98,0.46808,0.333382
d0sc03383a2_5_ion_pacman,1500.484,1.41992,1.8263,3.48499,3928.35,0.42814,0.301524
d0sc03727c2_1_ASR_pacman,4990.452,0.391265,10.32119,24.46911,3897.33,0.84506,2.15981
d0sc03727c2_1_FSR_pacman,5182.44,0.403989,10.32119,19.87378,4037.7,0.83848,2.0755
d0sc03727c2_2_ASR_pacman,4858.416,0.320873,14.67688,28.17125,3730.36,0.8847,2.75717
d0sc03727c2_2_FSR_pacman,5050.404,0.331223,14.67688,23.18947,3875.04,0.87976,2.6561
d0sc03727c2_4_ASR_pacman,19482.048,0.326818,14.48327,28.05026,3736.52,0.87768,2.68553
d0sc03727c2_4_FSR_pacman,20250,0.337275,14.48327,23.03244,3878.87,0.87262,2.58726
d0sc03727c2_5_ASR_pacman,4858.416,0.395377,10.41968,25.09744,3927.74,0.84364,2.13376
d0sc03727c2_5_FSR_pacman,5050.404,0.408028,10.41968,19.96655,4064.66,0.8371,2.05158
d0sc03727c2_6_ASR_pacman,4846.32,0.288816,15.01662,28.52016,4020.87,0.88904,3.07822
d0sc03727c2_6_FSR_pacman,5038.308,0.298951,15.01662,23.54434,4166.24,0.88388,2.9566
d0sc04691d2_1_ASR_pacman,2811.744,1.24953,4.30044,5.48688,3070.7,0.61912,0.495484
d0sc04691d2_1_FSR_pacman,2811.744,1.24953,4.30044,5.48688,3070.7,0.61912,0.495484
d0sc04691d2_2_ASR_pacman,2811.744,1.37534,4.3113,5.55922,2710.56,0.56768,0.412757
d0sc04691d2_2_FSR_pacman,2811.744,1.37534,4.3113,5.55922,2710.56,0.56768,0.412757
d0sc04979d2_2_ASR_pacman,13021.596,1.31102,4.51857,15.90588,2838.33,0.66358,0.506156
d0sc04979d2_2_FSR_pacman,14775.876,1.463,4.51857,14.2966,3209.4,0.58524,0.400028
d0sc04979d2_3_ASR_pacman,14664.144,1.2158,4.54214,14.27855,3552.77,0.6255,0.514478
d0sc04979d2_3_FSR_pacman,15744.552,1.30537,4.54214,14.27855,3735.54,0.58472,0.447935
d0sc05002d2_1_ASR_pacman,12180.592,1.30776,3.87857,6.5562,3898.12,0.4784,0.365817
d0sc05002d2_1_FSR_pacman,13140.532,1.40507,2.90209,5.35629,3947.52,0.4379,0.311658
d0sc05002d2_2_ASR_pacman,23594.376,1.05956,4.02331,10.74407,4037.53,0.57006,0.538017
d0sc05002d2_2_FSR_pacman,26410.2,1.1839,3.47197,7.45189,4137.97,0.5194,0.43872
d0ta03151h2_ASR_pacman,1740.998,1.26954,6.39471,7.92825,2555.46,0.6699,0.52767
d0ta03151h2_FSR_pacman,1849.088,1.30978,5.66759,7.92825,2656.77,0.6519,0.497719
d0ta04778c2_ASR_pacman,2573.208,1.22254,5.50754,6.68259,3450.59,0.56224,0.459895
d0ta04778c2_FSR_pacman,2573.208,1.22254,5.50754,6.68259,3450.59,0.56224,0.459895
d0ta06830f2_10_ASR_pacman,4702.188,0.345415,13.14308,25.25624,3963.04,0.86576,2.50643
d0ta06830f2_10_FSR_pacman,4894.176,0.357864,13.14308,20.12103,4115.68,0.85934,2.4013
d0ta06830f2_11_ASR_pacman,4702.188,0.345857,13.15425,25.23716,3958.17,0.866,2.50392
d0ta06830f2_11_FSR_pacman,4894.176,0.358322,13.15425,20.11864,4111.28,0.8596,2.39896
d0ta06830f2_12_ASR_pacman,4702.188,0.34831,13.09525,25.151,3960.64,0.86538,2.48451
d0ta06830f2_12_FSR_pacman,4894.176,0.360863,13.09525,20.0483,4114.14,0.85892,2.38018
d0ta06830f2_13_ASR_pacman,4702.188,0.347639,13.22697,25.19173,3950.97,0.86622,2.49172
d0ta06830f2_13_FSR_pacman,4894.176,0.360168,13.22697,20.07154,4104.17,0.85974,2.38705
d0ta06830f2_15_ASR_pacman,4702.188,0.346523,13.13748,25.21514,3958.7,0.86584,2.49865
d0ta06830f2_15_FSR_pacman,4894.176,0.359012,13.13748,20.10286,4111.6,0.85936,2.39368
d0ta06830f2_16_ASR_pacman,4702.188,0.34608,13.15022,25.23771,3956.95,0.86572,2.5015
d0ta06830f2_16_FSR_pacman,4894.176,0.358553,13.15022,20.11274,4110.27,0.85926,2.39647
d0ta06830f2_17_ASR_pacman,4702.188,0.347191,13.11329,25.19294,3963.78,0.86574,2.49355
d0ta06830f2_17_FSR_pacman,4894.176,0.359704,13.11329,20.10577,4116.13,0.85938,2.38913
d0ta06830f2_18_ASR_pacman,4702.188,0.346747,13.12115,25.18899,3973.76,0.86596,2.49738
d0ta06830f2_18_FSR_pacman,4894.176,0.359244,13.12115,20.10817,4125.7,0.85958,2.39275
d0ta06830f2_19_ASR_pacman,4702.188,0.347639,13.09776,25.12651,3974.66,0.86544,2.48948
d0ta06830f2_19_FSR_pacman,4894.176,0.360168,13.09776,20.06033,4126.79,0.85902,2.38505
d0ta06830f2_1_ASR_pacman,4702.188,0.348982,13.12476,25.06777,3929.11,0.8665,2.48294
d0ta06830f2_1_FSR_pacman,4894.176,0.361559,13.12476,20.05118,4080.27,0.86004,2.3787
d0ta06830f2_20_ASR_pacman,4702.188,0.347639,13.10208,25.17914,3955.76,0.86584,2.49063
d0ta06830f2_20_FSR_pacman,4894.176,0.360168,13.10208,20.07901,4108.46,0.85942,2.38616
d0ta06830f2_24_ASR_pacman,4702.188,0.351464,13.09789,25.06756,3912.5,0.8663,2.46483
d0ta06830f2_24_FSR_pacman,4734.186,0.357798,13.09789,25.06756,4002.11,0.86276,2.41131
d0ta06830f2_2_ASR_pacman,4702.188,0.348085,13.11165,25.13378,3956.82,0.86516,2.48548
d0ta06830f2_2_FSR_pacman,4894.176,0.36063,13.11165,20.07847,4110.34,0.85868,2.38106
d0ta06830f2_30_FSR_pacman,21922.368,0.370837,10.69685,20.97389,4108.19,0.86024,2.31972
d0ta06830f2_3_ASR_pacman,4702.188,0.349208,13.1467,25.1265,3955.99,0.86544,2.4783
d0ta06830f2_3_FSR_pacman,4894.176,0.361793,13.1467,20.05274,4109.28,0.85892,2.37406
d0ta06830f2_4_ASR_pacman,4702.188,0.348757,13.11708,25.13917,3956.11,0.8652,2.48081
d0ta06830f2_4_FSR_pacman,4894.176,0.361326,13.11708,20.05616,4109.49,0.8587,2.37652
d0ta06830f2_5_ASR_pacman,4702.188,0.348085,13.09732,25.1262,3956.14,0.8653,2.48589
d0ta06830f2_5_FSR_pacman,4894.176,0.36063,13.09732,20.0822,4109.24,0.85884,2.3815
d0ta06830f2_6_ASR_pacman,4702.188,0.349882,12.84967,25.03702,3943.84,0.8614,2.46197
d0ta06830f2_6_FSR_pacman,4894.176,0.362492,12.84967,19.82637,4096.6,0.85488,2.35834
d0ta06830f2_7_ASR_pacman,4702.188,0.349882,13.07501,25.0286,3935.61,0.86534,2.47323
d0ta06830f2_7_FSR_pacman,4894.176,0.362492,13.07501,20.02205,4088.44,0.85886,2.36932
d0ta06830f2_9_ASR_pacman,4702.188,0.34697,13.07243,25.19168,3950.24,0.86494,2.49283
d0ta06830f2_9_FSR_pacman,4894.176,0.359475,13.07243,20.07703,4103.19,0.8585,2.3882
d0ta06830f3_ASR_pacman,4702.188,0.380632,13.12426,17.75978,4098.14,0.8545,2.24495
d0ta06830f3_FSR_pacman,4702.188,0.380632,13.12426,17.75978,4098.14,0.8545,2.24495
d0ta07959f2_ASR_pacman,5359.64,1.09312,3.61829,5.15585,5031.92,0.52164,0.477202
d0ta07959f2_FSR_pacman,5359.64,1.09312,3.61829,5.15585,5031.92,0.52164,0.477202
d0ta10004h2_FSR_pacman,6940.162,1.42237,4.2042,7.33292,3152.88,0.58774,0.413212
d1ay01977e2_ASR_pacman,2676.833,1.39168,5.30107,6.76416,3473.54,0.51814,0.372312
d1ay01977e2_FSR_pacman,2676.833,1.39168,5.30107,6.76416,3473.54,0.51814,0.372312
d1cc03870b2_1_ASR_pacman,2606.46,1.34337,6.20509,6.77633,4525.44,0.4463,0.332224
d1cc03870b2_1_FSR_pacman,2606.46,1.34337,6.20509,6.77633,4525.44,0.4463,0.332224
d1cc03870b2_3_ASR_pacman,2606.46,1.34535,6.16102,6.80425,4524.38,0.44328,0.32949
d1cc03870b2_3_FSR_pacman,2606.46,1.34535,6.16102,6.80425,4524.38,0.44328,0.32949
d1cc05893b2_1_ASR_pacman,29181.418,1.48806,4.56341,8.01896,3544.85,0.48836,0.328185
d1cc05893b2_1_FSR_pacman,29181.418,1.48806,4.56341,8.01896,3544.85,0.48836,0.328185
d1cc05893b2_2_ASR_pacman,29181.418,1.89187,2.43477,5.9715,3293.59,0.35752,0.188977
d1cc05893b2_2_FSR_pacman,29181.418,1.89187,2.43477,5.9715,3293.59,0.35752,0.188977
d1cc06440a2_ASR_pacman,3610.026,1.26104,13.92052,16.04634,2353.77,0.65594,0.520158
d1cc06440a2_FSR_pacman,3802.014,1.32099,11.77418,14.7309,2532.11,0.62808,0.475462
d1ce00251a2_ASR_pacman,5404.768,1.60331,4.26058,5.66842,3269.7,0.49986,0.311768
d1ce00251a2_FSR_pacman,5404.768,1.60331,4.26058,5.66842,3269.7,0.49986,0.311768
d1ce00899d2_1_ASR_pacman,3002.859,1.15442,4.83662,9.82047,3554.62,0.61042,0.528766
d1ce00899d2_1_FSR_pacman,3002.859,1.15442,4.83662,9.82047,3554.62,0.61042,0.528766
d1ce00899d2_2_ASR_pacman,6949.085,1.28449,4.23412,10.02419,3863.35,0.52596,0.409471
d1ce00899d2_2_FSR_pacman,6949.085,1.28449,4.23412,10.02419,3863.35,0.52596,0.409471
d1ce00899d2_3_ASR_pacman,6127.889,1.05376,5.11129,10.64686,4027.27,0.5978,0.567302
d1ce00899d2_3_FSR_pacman,6127.889,1.05376,5.11129,10.64686,4027.27,0.5978,0.567302
d1ce01115d2_ASR_pacman,2387.796,1.30727,3.49605,5.23193,4013.71,0.50876,0.389178
d1ce01115d2_FSR_pacman,2523.94,1.37583,3.34631,4.91292,4192.21,0.47168,0.342834
d1ce01274f2_ASR_pacman,2293.66,0.979461,5.30078,7.12744,3455.74,0.65472,0.668449
d1ce01274f2_FSR_pacman,2437.78,1.01922,5.30078,7.12744,3649.18,0.63488,0.622911
d1dt00518a2_1_ASR_pacman,6939.948,0.515372,27.56489,31.94565,3199.6,0.82814,1.60688
d1dt00518a2_1_FSR_pacman,7323.924,0.53969,27.56489,31.38943,3271.2,0.81892,1.51739
d1dt00518a2_3_ASR_pacman,4186.213,1.39989,7.97218,16.34628,1568.87,0.72488,0.517813
d1dt00518a2_3_FSR_pacman,4186.213,1.39989,7.97218,16.34628,1568.87,0.72488,0.517813
d1dt00947h2_ion_pacman,2892.348,1.04566,7.23567,9.24448,3952.06,0.62956,0.602072
d1dt01937f2_ASR_pacman,3320.54,1.16953,8.71394,9.79653,4428.72,0.51766,0.442622
d1dt01937f2_FSR_pacman,3320.54,1.16953,8.71394,9.79653,4428.72,0.51766,0.442622
d1dt01953h2_FSR_pacman,2354.064,1.64514,3.61218,4.99314,3770.79,0.38144,0.231859
d1dt02515e2_1_ASR_pacman,2389.576,1.10934,6.62749,9.91169,2781.58,0.70092,0.631833
d1dt02515e2_1_FSR_pacman,2453.572,1.13211,6.42748,9.60663,2838.88,0.69104,0.610402
d1dt02515e2_2_ASR_pacman,2053.938,2.39893,5.59333,7.58541,2255.37,0.44708,0.186366
d1dt02515e2_2_FSR_pacman,2053.938,2.39893,5.59333,7.58541,2255.37,0.44708,0.186366
d1dt02515e2_3_ASR_pacman,2052.93,2.29583,5.06592,7.40555,2355.2,0.45334,0.197462
d1dt02515e2_3_FSR_pacman,2052.93,2.29583,5.06592,7.40555,2355.2,0.45334,0.197462
d1dt02515e2_4_ASR_pacman,3103.74,2.37694,5.71087,7.74067,2289.98,0.45328,0.190699
d1dt02515e2_4_FSR_pacman,3103.74,2.37694,5.71087,7.74067,2289.98,0.45328,0.190699
d1dt02515e2_5_ASR_pacman,2053.938,2.37809,5.31747,7.60077,2290.41,0.45304,0.190506
