name,UnitCell_MW_g_mol,Density_g_cm3,PLD_A,LCD_A,GSA_m2_g,VoidFraction,PoreVolume_cm3_g
2019[Cu][lcv]3[FSR]2,6143.352,1.25373,5.17766,8.21851,4776.47,0.47998,0.382841
2019[Cu][nan]3[FSR]2,1434.192,1.4695,5.0332,5.76302,4091.69,0.45948,0.312679
2019[Cu][nan]3[FSR]3,3476.778,0.758419,6.28037,8.36537,4213.67,0.71258,0.939559
2019[Cu][nan]3[FSR]4,3681.216,1.11923,6.15041,9.0116,4265.06,0.57288,0.511852
2019[Cu][nan]3[FSR]5,3014.136,0.888953,5.0345,9.26771,4075.77,0.67016,0.753876
2019[Cu][nbo]3[FSR]1,3765.24,0.800735,5.52861,9.79161,3960.66,0.71144,0.888484
2019[Cu][pcu]3[FSR]1,4832.568,1.26602,3.34018,4.9727,4999.7,0.46864,0.370169
2019[Cu][pcu]3[FSR]2,2188.104,1.16809,3.53471,4.2937,4888.33,0.49188,0.421097
2019[Cu][pcu]3[FSR]3,5199.252,1.62879,2.75437,4.62631,4133.39,0.38442,0.236016
2019[Cu][pts]3[FSR]1,7031.128,2.49229,4.56069,6.22554,2028.42,0.57558,0.230944
2019[Cu][pts]3[FSR]2,4123.94,0.752636,5.3814,8.7204,4840.06,0.67254,0.89358
2019[Cu][rtl]3[FSR]1,1849.472,1.37413,3.0068,5.02511,3976.87,0.5112,0.372018
2019[Cu][rtl]3[FSR]2,1290.952,1.31546,2.66662,4.33454,4044.68,0.50976,0.387515
2019[Cu][rtl]3[FSR]3,1290.952,1.34725,2.54328,4.23173,4027.5,0.50116,0.371987
2019[Cu][sql]2[FSR]2,1252.08,1.35179,2.72311,4.90648,4692.21,0.4229,0.312844
2019[Cu][sql]2[FSR]3,919.852,1.232,2.09808,4.4802,5009.04,0.50736,0.411817
2019[Cu][ssa]3[FSR]1,3578.724,0.843761,4.74984,6.50562,4161.56,0.69108,0.819047
2019[Cu][tbo]3[FSR]1,2635.668,0.965212,4.02591,11.05076,3814.83,0.68088,0.70542
2019[Dy][pcu]3[FSR]1,1352.832,1.84481,3.40308,4.11984,3128.59,0.42412,0.229899
2019[Dy][sql]2[FSR]1,1098.928,1.18334,3.89261,5.66974,4140.23,0.55564,0.469552
2019[Er][hcb]2[FSR]1,728.976,1.8874,2.65854,3.87901,2988.96,0.46018,0.243817
2019[Er][hcb]2[FSR]2,1782.264,1.72807,2.86032,5.2199,3413.52,0.45798,0.265023
2019[Eu][hcb]2[FSR]1,7666.664,1.89909,3.07396,4.4865,3696.97,0.3888,0.204729
2019[Eu][nan]2[FSR]1,1872.836,2.04542,2.30309,3.00234,3369.73,0.31752,0.155235
2019[Eu][nan]3[FSR]4,2155.174,1.48696,2.55062,4.80626,3722.04,0.4681,0.314802
2019[Eu][sql]2[FSR]1,3585.32,1.8383,3.01899,3.82924,3312.85,0.4074,0.221618
2019[In][acs]3[FSR]1,3327.588,0.942871,4.79889,7.48246,4340.8,0.6195,0.657036
2019[In][bpq]3[FSR]1,1190.586,1.14337,5.51296,6.1189,4405.75,0.53278,0.465972
2019[In][bpq]3[FSR]2,2615.448,1.41086,6.08989,6.68867,3045.02,0.57962,0.410827
2019[In][kgd]2[FSR]1,2883.746,1.01928,4.1424,8.54135,4476.49,0.5728,0.561963
2019[In][mcm]2[FSR]1,6465.696,1.13415,4.58056,8.59967,4262.93,0.5654,0.498524
2019[In][mmt]3[FSR]1,6588,0.546774,9.5265,11.56372,4527.8,0.76688,1.40255
2019[In][nan]3[FSR]1,1769.598,0.975636,14.53396,14.79531,3131.1,0.7024,0.719941
2019[In][nan]3[FSR]2,3683.532,1.04616,6.51322,6.75073,4220.81,0.5878,0.561864
2019[In][sql]2[FSR]2,2332.824,1.05675,3.87702,6.45976,4139.41,0.6115,0.578661
2019[La][pcu]3[FSR]1,1908.452,1.63094,3.68397,4.22205,3595.44,0.4522,0.277263
2019[La][pcu]3[FSR]2,1908.452,1.65025,3.53365,4.15852,3616.58,0.44284,0.268348
2019[La][scu]3[FSR]1,1428.828,1.48238,2.93319,4.54141,4091.25,0.42042,0.283611
2019[La][sql]2[FSR]1,3673.272,1.62617,3.04239,4.0329,3612.5,0.42916,0.263909
2019[Lu][pcu]3[FSR]1,2052.7,1.83876,3.65639,4.41362,3001.3,0.4422,0.240489
2019[Lu][pcu]3[FSR]2,2052.7,1.90166,3.40898,4.12942,3014.5,0.42372,0.222816
2019[Mg][nan]2[FSR]1,1498.247,1.01539,5.11652,6.1478,4851.86,0.52732,0.519327
2019[Mg][nan]2[FSR]2,1498.247,0.986673,5.48781,5.831,4910.55,0.54168,0.548997
2019[Mg][nan]3[FSR]1,920.376,1.17522,5.47465,7.50245,4178.04,0.51594,0.439016
2019[Mg][sql]2[FSR]1,3677.61,1.02107,3.89189,6.04654,5427.85,0.50016,0.489841
2019[Mn][bpq]3[FSR]1,408.142,1.18954,5.02932,5.3412,3639.56,0.55752,0.468685
2019[Mn][fsc]3[FSR]1,856.572,1.29793,3.12646,4.44247,4563.85,0.4417,0.34031
2019[Mn][nan]3[FSR]1,3441.096,0.988654,2.20659,9.90635,5285.66,0.54362,0.549859
2019[Mn][srs]3[FSR]1,3602.496,1.08115,4.00185,5.49175,4496.86,0.53082,0.490976
2019[Nd][flu]3[FSR]1,1123.182,1.13778,4.43429,5.91504,4424.07,0.53556,0.470706
2019[Nd][pcu]3[FSR]1,1352.832,1.65695,3.68205,4.40133,3451.53,0.45412,0.274069
2019[Nd][pcu]3[FSR]2,1352.832,1.7168,3.49506,4.13076,3431.56,0.43214,0.251713
2019[Nd][sql]2[FSR]1,2562.032,1.6509,2.99228,4.06046,3497.97,0.4312,0.26119
2019[Ni][fcu]3[FSR]1,1814.882,0.740836,5.29046,14.72219,3816.65,0.72312,0.976087
2019[Ni][gra]3[FSR]1,3960.904,1.30537,3.29005,5.3404,4556.22,0.45956,0.352053
2019[Ni][hcb]2[FSR]1,1220.512,1.14212,4.42664,5.85281,5143.98,0.48772,0.427032
2019[Ni][nan]3[FSR]1,2613.72,1.66398,2.48565,5.05829,3554.04,0.42222,0.253741
2019[Ni][nan]3[FSR]2,1126.704,1.4562,5.52001,7.753,3405.43,0.50924,0.349705
2019[Ni][nan]3[FSR]3,2590.066,1.28102,3.7016,5.39072,4415.28,0.47254,0.368878
2019[Ni][nan]3[FSR]4,3463.626,1.05682,2.20734,9.03942,5169.06,0.52178,0.493724
2019[Ni][pcu]3[FSR]1,2222.864,1.05315,3.553,5.9155,3779.39,0.61544,0.58438
2019[Np][shp]3[FSR]1,2641.464,1.65342,5.47517,10.08641,2137.44,0.66518,0.402306
2019[Pb][nan]2[FSR]1,1112.972,1.93177,3.68968,4.91422,2935,0.42326,0.219104
2019[Pr][nan]3[FSR]1,1098.714,1.70951,3.11847,4.33521,3354.36,0.4486,0.262414
2019[Sm][sqc]3[FSR]1,414.228,1.76829,4.01112,4.70679,3022.31,0.48804,0.275996
2019[TbNi][hcb]2[FSR]1,1796.727,1.55307,2.18686,6.65936,3761.16,0.47854,0.308125
2019[Tb][sqc]3[FSR]1,732.078,1.81638,4.00359,4.75219,2897.89,0.49164,0.27067
2019[Tb][urx]3[FSR]1,11132.316,0.817791,10.47616,15.9169,2803.41,0.76068,0.930164
2019[Th][bcu]3[FSR]1,2722.108,0.959666,13.55357,14.49648,2808.85,0.74486,0.776166
2019[U][nan]3[FSR]1,1336.264,3.47805,2.70431,4.13745,2028.55,0.34958,0.10051
2019[V][bpq]3[FSR]1,619.906,1.82841,3.16519,3.4251,3116.12,0.41894,0.229127
2019[V][bpq]3[FSR]2,1196.216,1.2417,4.68637,6.54051,3657.02,0.5553,0.447209
2019[V][bpq]3[FSR]3,598.108,1.75338,2.40278,3.15426,3387.09,0.38128,0.217454
2019[V][bpq]3[FSR]4,1239.812,1.39001,5.55808,6.75373,3129.64,0.55884,0.402039
2019[Yb][nan]2[FSR]1,2462.484,1.32706,3.83418,4.69516,4035.85,0.48202,0.363223
2019[Yb][nan]2[FSR]2,2522.544,1.33415,3.61543,4.74117,4058.63,0.478,0.358281
2019[ZnSi][pcu]3[FSR]1,1358.192,1.62116,2.92499,3.85884,3829.8,0.43384,0.267611
2019[Zn][bbf]3[FSR]1,1194.172,0.920894,3.99424,5.51098,4188.21,0.67252,0.730291
2019[Zn][bcg]3[FSR]1,1705.208,0.967943,4.88122,6.92066,4182.71,0.6442,0.665535
2019[Zn][cag]3[FSR]1,3192.352,1.21021,2.42053,4.50991,4638.95,0.5502,0.454633
2019[Zn][cag]3[FSR]2,3192.352,1.24583,2.35878,4.4092,4605.87,0.54062,0.433944
2019[Zn][dia]3[FSR]1,1864.968,1.9285,3.5379,4.62065,3243.54,0.45454,0.235696
2019[Zn][dia]3[FSR]2,921.508,1.37884,2.93609,4.07211,4597.35,0.42584,0.30884
2019[Zn][fsc]3[FSR]1,1255.748,1.30104,4.07929,5.40554,4654.14,0.4433,0.340729
2019[Zn][hcb]2[FSR]1,1230.268,1.25044,3.80351,4.17002,4455.1,0.53062,0.424346
2019[Zn][hcb]2[FSR]2,2835.888,1.26621,2.89927,5.58511,5004.65,0.44938,0.354903
2019[Zn][hcb]2[FSR]3,943.596,1.14357,3.34143,4.82272,4960.26,0.50736,0.443663
2019[Zn][lvt]3[FSR]1,7549.088,0.977105,3.60732,4.75652,5241.59,0.5666,0.579876
2019[Zn][mog]3[FSR]1,3101.792,1.12986,3.54831,4.78136,4954.55,0.52312,0.462997
2019[Zn][mog]3[FSR]2,6203.584,1.17803,3.87036,5.55265,4959.23,0.50492,0.428616
2019[Zn][mog]3[FSR]3,3101.792,1.20302,3.48633,4.95199,4961.7,0.4928,0.409635
2019[Zn][mog]3[FSR]4,6203.584,1.21861,3.71503,5.05403,4951.91,0.48418,0.39732
2019[Zn][nan]3[FSR]2,4931.368,2.0105,2.57302,4.71141,3334.58,0.38922,0.193593
2019[Zn][nan]3[FSR]3,12280.44,0.886402,3.81766,9.7373,4038.19,0.67824,0.765161
2019[Zn][nan]3[FSR]4,12280.44,0.887986,3.80357,9.74379,4021.37,0.6765,0.761836
2019[Zn][nan]3[FSR]9,3223.776,0.956305,9.7296,11.76139,3591.85,0.68064,0.711739
2019[Zn][pcu]3[FSR]1,2022.408,1.50833,3.81051,4.71283,3944.68,0.46906,0.310979
2019[Zn][pcu]3[FSR]2,2723.076,1.46672,4.01863,5.16294,4150.11,0.49798,0.339519
2019[Zn][pcu]3[FSR]3,3117.36,1.10163,3.79239,6.29302,4604.67,0.5573,0.505886
2019[Zn][pcu]3[FSR]4,1867.112,1.17237,5.89259,6.99406,4876.88,0.49672,0.423688
2019[Zn][pcu]3[FSR]5,1967.232,1.17359,5.88543,6.8872,4930.68,0.49472,0.421545
2019[Zn][pcu]3[FSR]6,2973.416,1.28945,3.27614,4.24148,4477.62,0.46712,0.362262
2019[Zn][pts]3[FSR]1,727.196,0.978504,3.97201,5.52196,4147.33,0.6391,0.65314
2019[Zn][pts]3[FSR]2,2796.664,0.904611,5.65115,6.59247,4297.37,0.65686,0.726124
2019[Zn][pts]3[FSR]3,2244.352,1.54267,3.19677,4.93021,3893.55,0.44238,0.286762
2019[Zn][snz]3[FSR]1,2091.978,0.693667,13.75598,15.60093,4542.44,0.71886,1.03632
2019[Zn][sql]2[FSR]1,2447.976,1.23878,3.52897,5.28574,5094.1,0.4519,0.364794
2019[Zn][sql]2[FSR]10,1947.328,0.837466,3.73826,6.36001,5116.87,0.62436,0.745535
2019[Zn][sql]2[FSR]7,1867.203,1.04677,4.46537,8.93406,4280.23,0.57992,0.554011
2019[Zn][sql]2[FSR]8,1779.179,1.00105,4.17886,7.90809,4425.9,0.59208,0.591459
2019[Zn][sql]2[FSR]9,973.664,1.12778,2.17974,4.82279,5054.42,0.49832,0.441858
2019[Zn][sqp]3[FSR]1,2353.052,1.20725,3.31256,5.38302,4560.02,0.51748,0.428643
2019[Zn][tfz]3[FSR]1,2528.668,1.27922,3.89874,6.8271,4200.03,0.51132,0.399712
2019[Zr][bcu]3[FSR]1,2615.192,2.18918,2.46068,4.2846,2359.28,0.39026,0.178267
2019[Zr][bey]2[FSR]1,3204.118,1.47843,3.48398,7.06987,3286.26,0.50828,0.343798
2019[Zr][pts]3[FSR]1,1287.452,1.53864,4.5909,5.1747,3816.78,0.3761,0.244437
2020[Ag][pts]3[FSR]1,684.732,1.21648,3.21819,5.40456,4320.68,0.53482,0.439646
2020[Bi][rtl]3[FSR]1,1877.796,1.43842,2.65158,4.46319,3884.92,0.49684,0.345407
2020[Cd][apo]3[FSR]1,2556.248,1.22093,5.78235,6.54851,3304.83,0.63086,0.516704
2020[Cd][fes]2[FSR]1,1882.88,1.29362,3.58496,4.39708,4422.21,0.50926,0.39367
2020[Cd][hcb]2[FSR]1,1602.344,1.25706,2.65279,4.71211,5255.17,0.44572,0.354572
2020[Cd][hcb]2[FSR]2,865.342,1.57221,3.36011,4.17764,4222.79,0.42914,0.272953
2020[Cd][kgd]2[FSR]1,1748.728,0.863613,7.03636,8.71332,4690.74,0.63742,0.738085
2020[Cd][kgd]2[FSR]2,1664.478,1.14101,3.97395,6.17283,4262.8,0.5568,0.487989
2020[Cd][kgd]2[FSR]3,2796.548,1.31121,4.01438,6.74587,4241.94,0.50014,0.381433
2020[Cd][nan]3[FSR]2,3718.24,1.23015,4.29073,6.47768,4398.61,0.51902,0.421914
2020[Cd][nan]3[FSR]3,4030.536,1.43358,4.68099,6.31819,4443.59,0.43086,0.300549
2020[Cd][nan]3[FSR]5,1862.848,1.34974,2.35076,4.48119,4155.3,0.50728,0.375835
2020[Cd][nan]3[FSR]6,2122.448,1.54301,2.73032,4.49111,3573.95,0.5194,0.336615
2020[Cd][pcu]3[FSR]1,5095.324,1.17602,7.44381,8.04641,4283.81,0.54706,0.465177
2020[Cd][pcu]3[FSR]2,1650.428,1.26932,3.58233,5.23604,4938.63,0.47042,0.370608
2020[Cd][pcu]3[FSR]3,1650.428,1.2824,3.91049,5.18268,4887.14,0.46604,0.363413
2020[Cd][rtl]3[FSR]1,1570.612,1.3512,2.44305,4.2692,3851.33,0.52968,0.392006
2020[Cd][sod]3[FSR]1,2716.542,0.869375,7.06601,9.5716,4468.85,0.66748,0.76777
2020[Cd][sql]2[FSR]1,1240.064,1.3394,5.60849,7.73789,4289.34,0.50716,0.378646
2020[Cd][sql]2[FSR]2,1434.08,1.23174,2.39609,5.06314,4755.62,0.48498,0.393737
2020[Cd][sql]2[FSR]3,2130.796,1.06706,3.78773,5.62241,5057.33,0.53022,0.496899
2020[Ce][pts]3[FSR]1,1016.568,1.70401,5.3979,5.64885,2589.66,0.50728,0.297697
2020[CoSi][nan]3[FSR]1,3462.172,1.27507,3.76402,5.3228,4532.62,0.45752,0.35882
2020[Co][cds]3[FSR]1,4739.608,0.993824,5.50673,7.89703,4510.58,0.5846,0.588233
2020[Co][fsc]3[FSR]1,2629.54,1.18268,3.8908,5.8676,4271.33,0.52062,0.440203
2020[Co][fsc]3[FSR]2,2189.824,1.17078,3.02712,6.23989,4768.47,0.47718,0.407574
2020[Co][hex]3[FSR]1,1746.045,1.29389,3.73957,5.52498,4396.36,0.45838,0.354265
2020[Co][hxl]2[FSR]1,1930.954,1.33738,2.96153,4.3442,4239.61,0.45942,0.343523
2020[Co][llz]3[FSR]1,10368.528,0.92686,4.50365,10.77177,3886.76,0.63256,0.682476
2020[Co][mab]3[FSR]1,3794.512,1.01495,5.27665,7.50262,4566.98,0.56632,0.557978
2020[Co][nan]2[FSR]2,2245.932,1.18543,3.20688,5.42155,4862.36,0.46186,0.389613
2020[Co][nan]2[FSR]3,1887.65,1.1714,3.28319,4.94435,4503.73,0.49526,0.422794
2020[Co][nan]2[FSR]4,3582.772,1.22563,2.44085,7.30168,4791.4,0.45032,0.367419
2020[Co][nan]2[FSR]5,1351.242,1.07248,3.39533,5.3689,4704.9,0.50894,0.474544
2020[Co][nan]3[FSR]1,3016.74,1.18335,3.93834,5.44802,3806.8,0.55842,0.4719
2020[Co][nan]3[FSR]10,1062.074,1.48421,4.87145,6.08066,2967.46,0.50392,0.339522
2020[Co][nan]3[FSR]11,1062.074,1.39318,5.51288,6.79448,2959.57,0.5346,0.383726
2020[Co][nan]3[FSR]12,1062.074,1.37675,5.54203,6.76639,2955.58,0.53956,0.391908
2020[Co][nan]3[FSR]17,2020.935,1.15589,5.06226,6.56429,4759.04,0.46554,0.402755
2020[Co][nan]3[FSR]18,2032.911,1.19044,4.96028,6.53077,4665.04,0.45694,0.38384
2020[Co][nan]3[FSR]19,2026.863,1.17021,5.10639,7.0044,4678.71,0.46952,0.401227
2020[Co][nan]3[FSR]2,3528.106,1.31767,3.29588,4.94181,4368.42,0.45034,0.341771
2020[Co][nan]3[FSR]20,2026.863,1.18172,4.92736,6.98788,4661.99,0.46388,0.392548
2020[Co][nan]3[FSR]21,2026.863,1.19411,4.79465,6.87655,4647.19,0.4596,0.384888
2020[Co][nan]3[FSR]22,2026.863,1.17214,4.9258,7.03832,4671.81,0.46722,0.398604
2020[Co][nan]3[FSR]23,2026.863,1.17907,4.885,6.95063,4675.61,0.46486,0.39426
2020[Co][nan]3[FSR]24,4053.726,1.17401,4.89728,7.26419,4675.87,0.46548,0.396486
2020[Co][nan]3[FSR]25,2043.333,1.6623,2.24189,3.17397,3174.59,0.41772,0.251291
2020[Co][nan]3[FSR]26,2043.333,1.6268,2.37365,3.2637,3188.08,0.42678,0.262343
2020[Co][nan]3[FSR]3,4582.602,0.964058,9.68236,10.62807,4251.39,0.60226,0.624714
2020[Co][nan]3[FSR]4,7189.248,1.09146,3.56652,5.79247,4610.09,0.52334,0.479486
2020[Co][nan]3[FSR]5,3698.612,1.06876,7.43378,9.22018,4516.24,0.53306,0.498764
2020[Co][nan]3[FSR]6,1084.342,1.03447,6.11171,8.05301,3691.29,0.6131,0.592668
2020[Co][nan]3[FSR]7,1084.342,1.00593,6.65179,8.44237,3684.91,0.62358,0.619901
2020[Co][nan]3[FSR]8,1938.938,1.28942,3.54214,5.09434,4065.61,0.48276,0.3744
2020[Co][nan]3[FSR]9,3217.984,0.700823,5.11667,6.53405,4761.14,0.70034,0.99931
2020[Co][nbo]3[FSR]1,1366.005,0.908128,10.48012,11.21785,4686.31,0.60096,0.661757
2020[Co][nia]3[FSR]1,1994.964,0.898639,4.51307,8.68123,3967.81,0.6424,0.714859
2020[Co][nia]3[FSR]2,1994.964,0.897519,4.51054,8.64781,3966.77,0.64638,0.720185
2020[Co][pts]3[FSR]1,1540.596,0.75059,5.94895,6.95463,4141.38,0.70672,0.941552
2020[Co][rob]3[FSR]1,2165.54,1.18713,3.38724,5.62438,4710.69,0.47962,0.404015
2020[Co][sql]2[FSR]1,1327.118,1.18114,2.41092,4.8313,4930.32,0.46596,0.394499
2020[Co][sql]2[FSR]2,1266.964,1.11271,4.26436,5.54258,4765.74,0.5056,0.454387
2020[Co][sql]2[FSR]3,1266.964,1.12404,4.23874,5.38325,4763.78,0.49948,0.44436
2020[Co][tfz]3[FSR]1,2513.312,0.8825,6.83273,8.29384,4150.55,0.63916,0.724261
2020[CuCe][nan]2[FSR]1,10770.352,2.12579,2.42979,4.33594,3293.77,0.40684,0.191383
2020[CuSb][sql]2[FSR]1,1101.632,1.25967,8.76669,9.22397,3366.62,0.61918,0.491542
2020[CuSi][pcu]2[FSR]1,2392.056,1.13663,5.80628,6.60595,4621.84,0.53658,0.472078
2020[CuSi][pcu]2[FSR]2,1196.028,1.40902,2.27821,3.71461,4543.96,0.42484,0.301515
2020[CuSi][pcu]3[FSR]1,1196.028,1.37362,2.77656,3.76701,4568.32,0.43798,0.31885
2020[Cu][ant]2[FSR]1,975.876,1.42679,3.82441,4.6449,4469.97,0.41616,0.291675
2020[Cu][bcs]3[FSR]1,7870.08,0.965779,5.74455,6.39943,3529.55,0.70198,0.726853
2020[Cu][dia]3[FSR]3,1808.628,0.821251,9.85928,11.14562,4775.19,0.64836,0.789478
2020[Cu][eea]3[FSR]1,1467.894,1.17921,5.0948,7.83209,3461.72,0.60824,0.515801
2020[Cu][hbt]2[FSR]1,5336.904,1.47054,3.60346,5.05011,4121.25,0.48846,0.332163
2020[Cu][kgm]2[FSR]1,1732.476,1.42992,6.20824,6.78992,4435.06,0.44546,0.311529
2020[Cu][lil]3[FSR]1,4654.2,0.651512,9.95065,10.5152,4543.37,0.73356,1.12593
2020[Cu][nan]2[FSR]1,12197.408,1.62361,3.76448,5.3167,3810.5,0.47546,0.292841
2020[Cu][nan]2[FSR]2,12197.408,1.62361,3.75448,5.31593,3811.17,0.47522,0.292694
2020[Cu][nan]2[FSR]3,1695.864,0.783586,3.71343,6.17681,5181.28,0.64502,0.823164
2020[Cu][nbo]3[FSR]1,1379.844,0.979363,10.00815,10.63307,4825.08,0.57518,0.5873
2020[Cu][pcu]3[FSR]1,3876.936,2.08225,3.76458,5.35053,3229.5,0.42696,0.205048
2020[Cu][pcu]3[FSR]2,11630.808,2.16703,3.83901,5.25034,3149.09,0.40374,0.186311
2020[Cu][rob]3[FSR]1,1086.956,1.50997,3.74703,4.7834,4402.94,0.4151,0.274905
2020[Cu][rob]3[FSR]2,1139.032,1.33688,5.75806,6.02392,4563.41,0.4671,0.349395
2020[Cu][sql]2[FSR]10,2800.652,0.720191,4.22333,7.03077,5027.25,0.68318,0.948609
2020[Cu][sql]2[FSR]2,1663.648,1.12755,2.28365,5.84288,4873.21,0.5166,0.458161
2020[Cu][sql]2[FSR]3,3547.616,0.882092,5.23757,6.43409,4999.72,0.61562,0.697909
2020[Cu][sql]2[FSR]4,4740.624,1.31298,3.01258,3.91646,4895.68,0.45602,0.347318
2020[Cu][sql]2[FSR]5,2159.964,1.25759,2.41698,4.77779,4937.44,0.46282,0.36802
2020[Cu][sql]2[FSR]6,1695.864,0.766394,3.55294,6.3821,5150.88,0.6543,0.853739
2020[Cu][tbo]3[FSR]1,2419.488,0.887233,6.78569,13.27585,3299.78,0.72202,0.813788
2020[Dy][nan]3[FSR]1,3370.92,1.73262,2.61462,3.36442,3909.12,0.37888,0.218675
2020[Er][nan]3[FSR]1,3370.92,1.73582,2.78999,3.57562,3892.44,0.38128,0.219654
2020[Eu][bnn]3[FSR]1,1130.594,1.35056,2.72095,4.40099,3772.65,0.52358,0.387678
2020[Eu][flu]3[FSR]1,1266.714,1.08722,4.82418,6.83823,3911.77,0.6009,0.552696
2020[Eu][nan]3[FSR]1,4586.632,1.70098,2.85484,3.53482,4003.54,0.37638,0.221272
2020[Eu][nan]3[FSR]2,2869.08,1.25383,6.29607,7.18562,3229.34,0.59294,0.472902
2020[Eu][nan]3[FSR]3,1996.97,1.58487,3.6575,4.49663,3463.08,0.45788,0.288908
2020[Eu][pcu]3[FSR]1,1928.66,1.29224,3.16277,6.22542,3420.49,0.58702,0.454267
2020[Eu][sql]2[FSR]1,3065.14,1.79086,4.02158,4.81421,3383.36,0.44208,0.246854
2020[FeAl][rna]3[FSR]1,559.944,1.516,3.37899,4.01296,3604.66,0.4265,0.281333
2020[Fe][hcb]2[FSR]1,3922.132,1.26567,6.59237,7.94542,3304.51,0.59634,0.471167
2020[Fe][hcb]2[FSR]2,792.207,0.175207,15.58313,22.94791,4284.26,0.92854,5.29967
2020[Fe][nan]3[FSR]1,2260.2,1.1084,5.39566,7.07184,4193.48,0.5603,0.505502
2020[Fe][tbo]3[FSR]1,2764.416,0.450439,8.92157,21.24709,3992.44,0.82582,1.83337
2020[Fe][tbo]3[FSR]2,2764.416,0.449851,8.90867,21.31123,4001.02,0.82758,1.83968
2020[GdCu][nan]2[FSR]1,1405.898,1.38159,3.62347,5.7887,3880.4,0.5425,0.392665
2020[GdZn][sqp]3[FSR]1,3580.548,1.10693,3.7169,7.29121,4034.79,0.57348,0.51808
2020[Gd][nan]2[FSR]1,1184.1,2.49094,2.31287,2.984,2682.14,0.34264,0.137554
2020[Gd][nan]3[FSR]1,3370.92,1.71457,2.8511,3.55249,3959.55,0.3746,0.21848
2020[Gd][pcu]3[FSR]1,1320.804,1.30924,3.16503,6.22737,3367.23,0.58688,0.44826
2020[Gd][sql]2[FSR]1,1849.428,1.80765,4.05726,4.874,3365.59,0.44318,0.245169
2020[Ho][nan]3[FSR]1,4690.36,1.73595,2.88228,3.52481,3900.21,0.38062,0.219257
2020[In][hcb]2[FSR]1,850.522,1.03046,7.14786,8.42452,3113.28,0.6995,0.678822
2020[In][nan]3[FSR]1,1914.758,2.00459,3.05497,5.03534,2565.08,0.50434,0.251592
2020[La][pts]3[FSR]1,1572.188,1.68393,5.40146,5.66023,2592.57,0.51526,0.305986
2020[Mg][nan]3[FSR]1,836.214,1.04802,7.3878,8.72563,3856.71,0.58446,0.557682
2020[Mg][nan]3[FSR]2,2357.332,0.813906,8.81354,10.09972,4368.57,0.64658,0.794416
2020[Mg][nan]3[FSR]3,1178.666,0.827764,8.43917,9.8991,4407.09,0.6445,0.778604
2020[Mg][nan]3[FSR]4,2357.332,0.834085,8.2007,9.67582,4402.75,0.63688,0.763567
2020[Mg][nan]3[FSR]5,1178.666,0.841078,8.21561,9.78294,4365.81,0.63748,0.757932
2020[Mg][nia]3[FSR]1,1781.268,0.791044,4.31377,8.53784,4679.89,0.64684,0.817704
2020[Mg][nia]3[FSR]2,1787.196,0.797815,4.46326,8.64653,4638.55,0.64536,0.808909
2020[Mg][nia]3[FSR]3,1787.196,0.809765,4.37801,8.55274,4600.68,0.64132,0.791983
2020[Mg][rtl]3[FSR]1,1074.044,1.32281,2.17537,4.11995,4823.57,0.40592,0.306862
2020[Mn][ant]3[FSR]1,2196.832,1.10182,3.97603,6.75372,3962.28,0.56208,0.510137
2020[Mn][kgd]2[FSR]1,2277.408,0.970864,5.10877,7.62045,4867.74,0.56782,0.58486
2020[Mn][nan]3[FSR]1,2821.744,1.23935,3.22066,4.93668,4428.07,0.46392,0.374326
2020[Mn][nan]3[FSR]3,1572.33,1.55795,4.00141,4.84348,3561.7,0.42092,0.270175
2020[Mn][sql]2[FSR]1,1067.636,1.16763,5.15864,7.6639,4673,0.49728,0.425887
2020[Nd][nan]3[FSR]1,2137.164,1.59555,4.31725,5.39292,3314.33,0.50356,0.315603
2020[NiMn][nan]3[FSR]1,5167.866,1.27664,4.29329,6.02347,3958.88,0.50094,0.392391
2020[Ni][dia]3[FSR]1,2120.94,0.805392,7.05303,8.26266,5087.19,0.63216,0.784909
2020[Ni][kgd]2[FSR]1,1067.887,0.77079,4.78496,8.72752,5149.08,0.63324,0.821547
2020[Ni][nan]2[FSR]1,2057.985,1.1547,3.20144,5.04664,5015.89,0.4812,0.416731
2020[Ni][nan]3[FSR]3,4740.612,0.676112,4.60513,18.13404,4436.08,0.72102,1.06642
2020[Ni][sql]2[FSR]1,1300.452,1.43003,2.17768,4.49488,4905.19,0.37896,0.265001
2020[Pr][nan]3[FSR]1,4370.904,1.51667,4.38599,7.70802,3726.02,0.4765,0.314176
2020[Pr][pts]3[FSR]1,1016.568,1.72802,5.32784,5.58764,2553.85,0.50838,0.294199
2020[Sm][nan]3[FSR]1,3370.92,1.67107,2.81988,3.56066,4047.38,0.3851,0.230451
2020[TbIn][nan]3[FSR]1,3130.976,1.14162,6.29302,8.80596,3373.19,0.614,0.537832
2020[Tb][hcb]2[FSR]1,4699.848,1.3838,4.07019,5.71864,4623.78,0.43576,0.314902
2020[Tb][nan]3[FSR]1,4642.32,1.71949,2.77635,3.54391,3941.22,0.38238,0.222379
2020[Tb][nan]3[FSR]2,2910.846,1.27052,6.29629,7.19811,3191.09,0.59678,0.469713
2020[Tb][pcu]3[FSR]1,1956.504,1.31765,3.17683,6.25139,3333.76,0.58718,0.445628
2020[Ti][srs]3[FSR]1,3194.544,0.641889,4.1592,9.47492,4312.21,0.7369,1.14802
