Serial,Name,Density,PLD,LCD,GSA,Void_Fraction,Pore_Volume,UnitCell_MW_g_mol,score_svm,label_svm
1083,2021[Eu][pts]3[ASR]1,1.62579,3.83347,4.62651,2895.59,0.5271,0.324212,3088.876,1.0462908403931535,1
702,2019[Ni][fcu]3[ASR]1,0.740836,5.29046,14.72219,3807.17,0.7293,0.984429,1814.882,1.044791068118508,1
356,2017[Cu][nan]3[ASR]8,0.979009,4.96481,9.41088,3574.2,0.6815,0.696112,2481.62,1.0441277688791262,1
952,2020[U][hcb]2[ASR]3,1.5717,4.02165,5.5795,2045.95,0.7255,0.461601,528.108,1.0426695054224049,1
855,2020[Cu][bcs]3[ASR]1,0.965779,5.74455,6.39943,3525.95,0.6994,0.724182,7870.08,1.0425966890632952,1
371,2017[Er][nan]3[ASR]1,0.816123,8.63528,10.20219,3751.68,0.7086,0.868252,2130.016,1.0416502619191221,1
1059,2021[Cu][nan]3[ASR]1,0.912308,7.36291,8.51364,3648.37,0.6926,0.759173,1813.232,1.0366206270708915,1
1319,2024[Hf][pcu]3[ASR]1,1.28757,5.82912,6.72699,3215.95,0.5776,0.448598,3096.804,1.0359339232060427,1
1233,2023[CuSc][flu]3[ASR]1,0.911797,5.59778,11.05323,3713.98,0.7008,0.768593,3949.176,1.0311425611122087,1
938,2020[Pr][nan]3[ASR]1,1.45065,4.33824,5.71107,3114.65,0.5698,0.392789,1848.924,1.0282402444914545,1
464,2018[Ag][sql]2[ASR]6,1.23333,5.58913,7.14563,3435.57,0.6479,0.525328,1073.46,1.0272653536285883,1
650,2019[Dy][nan]3[ASR]1,1.14845,4.73691,6.69524,3344.32,0.6276,0.546477,2505.928,1.0242168630672244,1
322,2017[Co][nan]3[ASR]13,0.846295,6.81035,13.9685,3799.39,0.68,0.803502,9126.9,1.0236904726010476,1
347,2017[Cu][fjh]3[ASR]1,0.606791,8.3726,11.29001,3673.84,0.8002,1.31874,10051.976,1.0236006810024691,1
780,2019[Zr][flu]3[ASR]1,0.647932,9.04013,11.25719,3786.36,0.7476,1.15383,2337.032,1.0231478827254556,1
1135,2021[Zn][nan]3[ASR]6,1.08756,8.90649,9.23943,3672.1,0.6746,0.620289,3686.848,1.0210235529406326,1
84,2013[ZnCr][lon]3[ASR]2,0.648977,10.13849,15.04954,3870.2,0.7699,1.18633,4442.694,1.0165547400179937,1
463,2018[Ag][sql]2[ASR]5,1.24315,5.52972,7.05962,3439.58,0.6449,0.518765,1073.46,1.0110315792926192,1
315,2017[Ce][pts]3[ASR]1,1.09349,4.77068,6.4801,3418.06,0.6513,0.595616,1052.644,1.0097798544343477,1
458,2017[Zr][fcu]3[ASR]1,0.692178,13.01406,19.182,3988.92,0.7433,1.07386,6586.464,1.009756271946316,1
1133,2021[Zn][nan]3[ASR]4,0.813435,7.6745,9.88194,3791.73,0.7222,0.887839,3454.56,1.0092555395109821,1
711,2019[Np][shp]3[ASR]1,1.56151,6.17137,11.80821,1916.33,0.7029,0.450142,2257.488,1.0082799977225787,1
1288,2023[Zn][nan]3[ASR]17,1.85614,6.36678,7.38612,3005.45,0.5005,0.269646,2132.352,1.008273801982568,1
782,2019[Zr][scu]3[ASR]1,0.888944,8.87746,9.23797,3675.96,0.6678,0.751228,3953.064,1.0070057012643343,1
825,2020[Co][nan]3[ASR]10,1.48421,4.87145,6.08066,2962.37,0.5027,0.3387,1062.074,1.0035537346911891,1
309,2017[Cd][pts]3[ASR]1,1.09891,5.8846,6.65178,3484.68,0.6565,0.597409,2868.608,1.0002209809642313,1
1007,2020[Zr][flu]3[ASR]2,0.626397,9.42998,11.84332,3811.61,0.7611,1.21504,2465.024,0.9990324913073256,1
325,2017[Co][nan]3[ASR]2,1.51985,4.766,5.99534,2947.57,0.4968,0.326873,1066.106,0.9941252591497574,1
462,2018[Ag][sql]2[ASR]4,1.25216,5.43218,6.98692,3438.62,0.6401,0.511197,1073.46,0.9938970555558844,1
865,2020[Cu][nan]3[ASR]2,0.69055,6.56588,12.20765,3855.85,0.7465,1.08102,3176.436,0.9928972792787458,1
493,2018[CuZr][she]3[ASR]1,0.455109,14.45381,25.91254,3289.3,0.8464,1.85977,7791.06,0.9890190721154355,1
461,2018[Ag][sql]2[ASR]3,1.25975,5.36051,6.95497,3436.09,0.6371,0.505736,1073.46,0.9848331988553698,1
93,2013[Zn][nan]3[ASR]8,1.12902,6.07675,7.43364,3501.21,0.6428,0.569343,3726.24,0.9818710907658617,1
342,2017[CrMn][qtz]3[ASR]2,1.03133,5.33298,6.2241,3489.42,0.6624,0.642276,8244.456,0.9815796011776368,1
707,2019[Ni][nan]3[ASR]2,1.42689,3.85272,9.29282,3157.26,0.5376,0.376763,2241.312,0.9809475369123462,1
114,2014[Cu][tbo]3[ASR]2,0.51525,9.8929,20.37685,3545.21,0.8276,1.60621,15061.824,0.9784264552967601,1
508,2018[Eu][nan]3[ASR]1,0.895347,8.15613,10.38976,3759.04,0.6741,0.752892,5087.104,0.977605672689617,1
713,2019[Pr][nan]3[ASR]1,1.11647,4.77676,6.90143,3411.95,0.6304,0.564635,1252.964,0.9773157180606009,1
460,2018[Ag][sql]2[ASR]2,1.26516,5.30391,6.92442,3438.7,0.6354,0.502229,1073.46,0.9747231751626291,1
550,2018[Zr][nan]3[ASR]3,0.565002,7.63799,15.54455,3803.5,0.7811,1.38247,2561.112,0.9738460982341672,1
1169,2022[Eu][cco]3[ASR]1,1.83907,3.60867,5.56527,2784.11,0.4579,0.248984,2779.21,0.97173623903825,1
341,2017[CrMn][qtz]3[ASR]1,1.03133,5.33957,6.2194,3500.01,0.6619,0.641791,8244.456,0.97071281804499,1
787,2020[Ag][nbo]3[ASR]1,0.978977,14.18871,14.60252,3926.65,0.6835,0.698178,1081.374,0.9664449827914792,1
577,2019[Cd][nan]3[ASR]3,1.04515,4.3478,6.52883,3481.74,0.6589,0.630433,2680.572,0.9581412556265498,1
561,2019[Bi][gra]2[ASR]1,1.31024,4.15865,5.56109,3278.68,0.6033,0.46045,2258.416,0.957533770514019,1
715,2019[Sm][nan]3[ASR]2,1.08613,4.96448,7.0252,3467.21,0.6367,0.586209,1252.964,0.9524730241302957,1
812,2020[Ce][nan]3[ASR]1,1.41157,4.41475,5.82674,3223.11,0.5746,0.407064,1848.924,0.9471291369711037,1
414,2017[V][nan]3[ASR]1,1.11073,7.07801,7.27667,3408.76,0.5912,0.532264,924.228,0.9441871331898799,1
978,2020[Zn][nan]3[ASR]15,1.43309,5.39065,6.72341,3250.91,0.5634,0.393138,2209.576,0.9436271976322086,1
587,2019[Cd][tfz]3[ASR]3,0.720926,8.89371,10.95547,3935.45,0.7462,1.03506,5000.056,0.9413398217343205,1
75,2013[Cd][rtl]3[ASR]2,0.695322,8.64512,9.94107,3899.25,0.7505,1.07936,1582.516,0.9357988429664659,1
121,2014[FeZr][soc]3[ASR]1,0.50204,14.39603,17.09766,3439.59,0.822,1.63732,17154.636,0.9322256635007347,1
775,2019[Zr][bcu]3[ASR]3,2.18918,2.46068,4.2846,2358.67,0.3862,0.176413,2615.192,0.9305067904635089,1
1008,2020[Zr][flu]3[ASR]3,0.507379,7.65839,17.32074,3590.06,0.8218,1.6197,5530.668,0.9299841997382865,1
533,2018[Zn][bcu]3[ASR]1,0.676953,8.1967,16.5233,4061.34,0.7546,1.1147,2800.728,0.9270703362389745,1
1334,2024[Tb][sql]2[ASR]2,1.54132,5.68466,6.89087,3210.5,0.5409,0.350932,1628.374,0.9245082108178759,1
941,2020[Sc][ceq]3[ASR]1,0.70807,9.57472,12.54203,3982.56,0.7202,1.01713,2089.383,0.9226568964220205,1
207,2016[Co][pts]3[ASR]3,0.781607,9.55684,9.75298,3874.63,0.7009,0.896742,1212.548,0.9222669874654699,1
976,2020[Zn][nan]3[ASR]13,1.46035,5.38692,6.81178,3245.17,0.553,0.378677,2209.576,0.9193603559941352,1
1077,2021[Er][nan]3[ASR]2,2.33605,2.62307,3.83433,2466.13,0.3928,0.168147,444.21,0.9154574689079173,1
1332,2024[Sm][sql]2[ASR]1,1.40987,5.78192,7.19965,3318.33,0.5681,0.402946,920.614,0.9153138782458636,1
1110,2021[Tb][nan]3[ASR]1,2.34369,2.61117,3.79984,2459.22,0.3921,0.1673,444.21,0.9150056702575224,1
113,2014[Cu][nan]3[ASR]2,0.786824,6.54569,8.0218,3805.76,0.7185,0.913165,2209.68,0.914867671401141,1
954,2020[V][nan]3[ASR]2,1.11183,6.98626,7.09203,3441.43,0.5946,0.534793,924.228,0.9129972134450226,1
1089,2021[Ho][nan]3[ASR]2,2.30192,2.63913,3.85114,2508.9,0.3961,0.172074,774.07,0.910085518378311,1
154,2015[Eu][nan]3[ASR]2,1.4765,5.75162,7.46222,3184.96,0.521,0.352862,1436.556,0.9090138260679033,1
1114,2021[Tm][nan]3[ASR]1,2.344,2.61541,3.53346,2467.6,0.3927,0.167534,444.21,0.9088119916818882,1
1361,2024[Zn][pcu]3[ASR]2,0.648133,9.45871,14.54859,4027.88,0.7617,1.17522,12506.322,0.9077552230340451,1
1074,2021[Dy][nan]3[ASR]1,2.30749,2.65099,3.84744,2508.27,0.3945,0.170965,444.21,0.9071536239221993,1
698,2019[Nd][nan]3[ASR]1,1.09106,4.79,6.72656,3489.57,0.6345,0.581545,2505.928,0.9070563922155712,1
953,2020[V][nan]3[ASR]1,1.11033,6.96931,7.09076,3445.48,0.5939,0.534887,924.228,0.9062899238458766,1
88,2013[ZnCr][lon]3[ASR]6,0.688549,9.14708,11.82924,3998.8,0.7469,1.08474,4767.246,0.9034769090825421,1
718,2019[Tb][nan]3[ASR]2,1.16947,4.32422,6.15169,3382.73,0.6094,0.52109,3777.328,0.903310365688407,1
631,2019[Cu][nan]3[ASR]4,0.846448,6.92729,10.29616,3859.07,0.692,0.817534,2870.016,0.9030957923312919,1
1075,2021[Dy][nan]3[ASR]2,2.2759,2.69144,3.86725,2539.26,0.3971,0.174481,444.21,0.9029059261065229,1
659,2019[Eu][nan]3[ASR]3,1.11531,4.66962,6.54031,3460.23,0.6257,0.561008,3721.64,0.8995292978008251,1
348,2017[Cu][fog]3[ASR]1,0.663423,8.56719,15.78565,4079.0,0.7559,1.13939,6377.064,0.8991391611272666,1
283,2017[Al][nan]3[ASR]4,1.06466,6.4311,8.33017,3482.01,0.5935,0.557457,2901.378,0.8987775364219541,1
857,2020[Cu][eea]3[ASR]1,1.17921,5.0948,7.83209,3450.96,0.6026,0.511018,1467.894,0.8954900252014404,1
1102,2021[NiW][hcb]2[ASR]1,1.68701,10.53464,14.72844,1873.61,0.6827,0.40468,11345.86,0.8933299942054931,1
603,2019[Co][nan]3[ASR]12,2.1984,3.36229,3.79823,2229.37,0.3603,0.163892,434.893,0.8916708422113717,1
1111,2021[Tb][nan]3[ASR]2,2.24501,2.68255,3.88711,2585.37,0.3999,0.178129,762.06,0.8904915812493608,1
629,2019[Cu][nan]3[ASR]2,0.711262,6.24215,11.00178,3948.59,0.7317,1.02873,3260.598,0.8864845123424916,1
1088,2021[Ho][nan]3[ASR]1,2.24294,2.67901,3.8789,2591.47,0.3991,0.177936,762.06,0.8858888459673155,1
1047,2021[Co][nan]3[ASR]6,1.59196,4.53798,5.18904,2952.56,0.4684,0.294229,1082.042,0.8853543596636877,1
1139,2021[Zn][scu]3[ASR]1,0.658118,6.27339,13.72333,4017.22,0.7494,1.1387,2484.732,0.8852035113075349,1
1310,2024[Cu][nan]3[ASR]1,1.03168,5.95029,7.23539,3612.84,0.6488,0.628878,2888.092,0.8835898631142203,1
87,2013[ZnCr][lon]3[ASR]5,0.735801,8.48352,11.00598,4010.93,0.7316,0.994291,5103.126,0.8774809860496602,1
645,2019[Cu][ssa]3[ASR]1,0.792792,4.74984,10.54897,3881.87,0.7148,0.901624,3362.544,0.8732870151915642,1
511,2018[Fe][hcb]2[ASR]1,0.772429,5.82939,7.7129,3836.0,0.7243,0.937691,704.28,0.8721406116011516,1
1315,2024[Cu][tfz]3[ASR]1,1.65828,7.89447,8.13006,3054.94,0.4567,0.275405,1317.834,0.8708331665284634,1
86,2013[ZnCr][lon]3[ASR]4,0.687816,7.06185,12.36549,4037.1,0.7455,1.08387,4743.342,0.8702258684146555,1
357,2017[Cu][nbo]3[ASR]1,0.730864,5.29469,11.59061,3948.54,0.7225,0.988556,1738.398,0.869268993213353,1
1207,2022[Zn][pts]3[ASR]3,1.14276,5.61007,6.66672,3570.78,0.6403,0.56031,2785.504,0.8631245876234288,1
264,2016[Ti][srs]3[ASR]1,0.748874,4.43359,6.24453,3747.6,0.7271,0.970924,4658.352,0.8583496367236263,1
128,2014[Zn][nan]3[ASR]2,0.77094,6.45391,8.02521,3873.73,0.7196,0.933406,2224.352,0.8580254820181032,1
275,2016[Zn][nan]3[ASR]15,0.908716,5.03657,12.11623,3934.65,0.6987,0.768887,9702.528,0.853090673281834,1
1115,2021[Tm][nan]3[ASR]2,2.40909,2.60886,3.7014,2498.43,0.3677,0.15263,462.225,0.8523066878432746,1
304,2017[Cd][met]3[ASR]1,1.52446,3.92354,6.42627,3317.31,0.5737,0.37633,5964.768,0.8433511570028818,1
98,2014[Co][ant]3[ASR]1,0.930114,5.28624,7.47916,3656.9,0.6507,0.699592,3004.852,0.8377670621292654,1
1076,2021[Er][nan]3[ASR]1,2.38678,2.65263,4.24082,2532.74,0.3615,0.151459,792.085,0.8373752770410652,1
52,2010[Cr][bpq]3[ASR]1,1.02131,7.08769,7.24753,3618.12,0.6219,0.608923,464.222,0.8294163836986421,1
1206,2022[Zn][pts]3[ASR]2,1.14329,5.59193,6.67531,3572.42,0.6294,0.550516,2785.504,0.827803176276404,1
1209,2022[Zn][pts]3[ASR]5,1.13981,5.63155,6.67811,3576.85,0.6303,0.552987,2785.504,0.8275494596495896,1
1210,2022[Zn][pts]3[ASR]6,1.14226,5.60544,6.66919,3575.76,0.6298,0.551365,2785.504,0.825786030970254,1
479,2018[Ce][nan]3[ASR]3,2.16361,2.52943,3.53741,2753.4,0.418,0.193196,1008.3,0.8248177986004825,1
1208,2022[Zn][pts]3[ASR]4,1.14153,5.61956,6.67456,3580.34,0.6299,0.551804,2785.504,0.8219390755485041,1
378,2017[Gd][mog]3[ASR]1,2.03205,2.58561,4.66458,2799.89,0.4181,0.205753,504.262,0.8192394091385586,1
1317,2024[Eu][sql]2[ASR]1,1.49548,5.74843,7.1422,3315.47,0.5397,0.360888,1600.53,0.8191071656217472,1
1205,2022[Zn][pts]3[ASR]1,1.13491,5.63995,6.69644,3591.04,0.6315,0.556431,2785.504,0.8175164395896939,1
901,2020[Fe][pts]3[ASR]1,1.20742,3.89191,7.09034,3368.85,0.5722,0.473904,5361.384,0.8170265487792989,1
439,2017[Zn][nan]3[ASR]3,0.622394,8.99335,12.11113,4079.45,0.7632,1.22623,2800.728,0.8152992271833674,1
1247,2023[Fe][nan]3[ASR]1,1.2805,3.99379,5.63012,3383.58,0.5924,0.462633,4869.4,0.8143935865938321,1
966,2020[Zn][fgl]3[ASR]2,1.00528,7.98061,8.61802,3843.33,0.6652,0.661706,1395.024,0.812899064758912,1
141,2015[CoTm][hcb]2[ASR]1,1.39476,6.03424,6.79596,3354.73,0.55,0.394333,554.245,0.8106385831154979,1
719,2019[Tb][nan]3[ASR]3,1.1567,4.44398,5.90587,3476.94,0.613,0.529958,3777.328,0.8094138569650595,1
376,2017[Fe][kag]3[ASR]1,0.799776,13.61044,15.13602,4155.09,0.674,0.842736,1800.306,0.8041718499637562,1
853,2020[CuYb][stp]3[ASR]1,2.03966,5.08852,6.99405,2933.68,0.4176,0.20474,1954.32,0.8024179422986513,1
835,2020[Co][nan]3[ASR]7,1.00593,6.65179,8.44237,3692.87,0.6271,0.623401,1084.342,0.8012428314083595,1
519,2018[Ni][fmz]3[ASR]2,0.590083,5.38751,14.03896,4063.67,0.7723,1.3088,5680.104,0.7966127819574353,1
749,2019[Zn][nan]3[ASR]2,1.11124,5.56812,7.57136,3638.48,0.6306,0.567472,3596.112,0.795850864170317,1
184,2015[Zn][pcu]3[ASR]7,0.663582,9.14814,10.96002,4117.56,0.7614,1.14741,1998.338,0.7929396328573635,1
1285,2023[Zn][nan]3[ASR]14,1.65953,6.85005,7.78674,3313.37,0.5174,0.311774,1850.352,0.7869033202057356,1
1011,2020[Zr][nan]3[ASR]2,0.907894,6.11302,8.22493,3742.86,0.6437,0.709004,3733.701,0.7849623462494879,1
665,2019[Fe][fmz]3[ASR]1,0.564564,5.39377,13.97976,4046.4,0.776,1.37451,5412.96,0.7815076731660116,1
375,2017[Fe][fmz]3[ASR]1,0.561601,5.45549,14.65302,4062.02,0.7696,1.37037,5412.96,0.7782141681123984,1
752,2019[Zn][nan]3[ASR]5,0.796242,6.83067,9.5711,4037.97,0.7142,0.896963,4804.636,0.7736775737891972,1
370,2017[Er][bey]2[ASR]1,0.888995,8.23795,9.79409,3967.72,0.673,0.757035,826.722,0.7732096207867167,1
89,2013[ZnCr][lon]3[ASR]7,0.708658,6.19792,11.54376,4119.42,0.7329,1.03421,4923.474,0.7709777751866131,1
1105,2021[Pb][nan]3[ASR]1,3.13877,2.82581,3.14223,2184.66,0.3018,0.0961524,1484.772,0.7687802119522946,1
152,2015[ErCo][hcb]2[ASR]1,1.38678,6.09613,6.8217,3389.77,0.5485,0.39552,554.245,0.7682185878775258,1
913,2020[In][nuc]3[ASR]1,0.471215,8.09761,14.76213,3681.71,0.8316,1.7648,5309.172,0.7672709659081538,1
198,2016[Cd][nan]2[ASR]1,2.53681,2.30192,4.01372,2631.35,0.354,0.139545,1903.922,0.7655361316536262,1
183,2015[Zn][pcu]3[ASR]6,0.665684,8.93222,10.17492,4134.47,0.758,1.13868,3992.644,0.7651193292259331,1
340,2017[Co][tfz]3[ASR]2,0.75846,8.88161,9.49114,4030.89,0.692,0.912375,3345.72,0.7626084826948614,1
899,2020[Fe][nan]3[ASR]1,0.929682,7.35488,9.07325,3841.17,0.6464,0.695292,1895.76,0.7625509490350493,1
85,2013[ZnCr][lon]3[ASR]3,0.677748,7.62193,11.66654,4174.72,0.7423,1.09524,4731.486,0.7564960191940251,1
712,2019[Pb][nan]2[ASR]1,1.93177,3.68968,4.91422,2937.33,0.4253,0.22016,1112.972,0.7519537591272387,1
210,2016[Co][pts]3[ASR]6,0.846693,8.06979,9.28335,3974.88,0.6748,0.796983,606.274,0.7507827946797851,1
1104,2021[Pb][llj]2[ASR]1,2.29138,2.51314,3.52066,2759.21,0.3865,0.168676,920.716,0.7494900711729333,1
663,2019[Eu][sql]2[ASR]1,1.63918,3.57624,5.03152,3150.24,0.5001,0.305092,3196.96,0.7450896220840988,1
1146,2022[Cd][crb]3[ASR]1,1.64853,3.52969,4.59063,3186.21,0.5182,0.31434,2204.176,0.7429801448571343,1
656,2019[Er][nan]3[ASR]1,1.08763,4.49388,6.28799,3603.18,0.6288,0.57814,2505.928,0.7416282223678721,1
1079,2021[Eu][kgd]2[ASR]1,1.36232,5.06118,5.76606,3365.71,0.5516,0.404898,1976.716,0.7401645333182507,1
155,2015[HoCo][hcb]2[ASR]1,1.37876,6.07565,7.11092,3421.75,0.5484,0.397749,719.175,0.7399082095049949,1
518,2018[Ni][fmz]3[ASR]1,0.56951,5.40588,14.45825,4129.38,0.7747,1.36029,5464.224,0.7370471852054841,1
834,2020[Co][nan]3[ASR]6,1.03447,6.11171,8.05301,3697.05,0.6192,0.598565,1084.342,0.7354462500179164,1
686,2019[Lu][pcu]3[ASR]1,1.83876,3.65639,4.41362,3001.16,0.4469,0.243045,2052.7,0.7352161094250669,1
1159,2022[Co][nan]3[ASR]1,0.733345,6.91851,8.59564,4010.47,0.7019,0.957122,5807.316,0.7350539932669842,1
454,2017[Zr][csq]3[ASR]1,0.46979,29.28279,30.94298,3423.09,0.8329,1.77292,6277.812,0.7332716746159553,1
352,2017[Cu][nan]3[ASR]4,1.02953,9.30306,11.01739,4032.58,0.6578,0.638934,2890.716,0.7332490925363289,1
1301,2024[Cd][nia]3[ASR]1,0.920364,4.97016,9.37488,3915.35,0.6808,0.739707,2321.848,0.7331418613786722,1
396,2017[Ni][nan]3[ASR]1,0.798725,5.40255,11.72238,4102.18,0.706,0.883909,15114.888,0.7320372803611284,1
589,2019[Ce][nan]3[ASR]1,1.08396,4.51188,6.31211,3615.84,0.629,0.580281,2505.928,0.7301727166436409,1
779,2019[Zr][csq]3[ASR]3,0.459784,28.66113,30.4579,3454.3,0.8347,1.81542,6097.92,0.727434347472534,1
777,2019[Zr][csq]3[ASR]1,0.457711,28.66711,30.5063,3456.66,0.8351,1.82451,6097.92,0.7233310762448886,1
392,2017[Nd][nan]3[ASR]1,1.96606,3.35073,4.57962,2968.61,0.432,0.219729,1416.456,0.7230968727886902,1
447,2017[Zn][sql]2[ASR]1,0.652027,6.02132,10.34037,4143.47,0.7481,1.14735,2892.944,0.7226860297169138,1
599,2019[Co][jaj]3[ASR]1,0.938994,4.76305,7.18655,3750.51,0.6537,0.696171,2680.54,0.7205593827758836,1
1211,2022[Zn][rtl]3[ASR]1,0.537621,9.88295,12.00114,4012.02,0.8064,1.49994,4104.7,0.7204229537684135,1
583,2019[Cd][pts]3[ASR]1,0.984578,6.02273,6.70051,3799.28,0.6618,0.672166,3172.936,0.7198710814398659,1
151,2015[DyCo][hcb]2[ASR]1,1.35485,6.24338,7.122,3454.83,0.5514,0.406984,554.245,0.7180391261923567,1
770,2019[Zn][sra]3[ASR]1,0.797028,6.83006,7.70839,4012.95,0.7073,0.887422,2800.728,0.7177513022724107,1
137,2015[Cd][nan]3[ASR]3,1.99798,2.94653,4.60502,3040.37,0.4611,0.230783,1635.0,0.715940167486923,1
1275,2023[Th][nan]3[ASR]1,1.40761,4.33411,4.98521,3329.22,0.5471,0.388674,968.76,0.7150153627201321,1
633,2019[Cu][nan]3[ASR]8,0.613806,11.18376,12.56126,4203.31,0.7686,1.25219,4232.952,0.7104555632385929,1
339,2017[Co][tfz]3[ASR]1,0.688299,8.12371,10.12414,4154.68,0.7165,1.04097,4358.284,0.7096970719087539,1
1090,2021[In][nan]3[ASR]2,0.851114,5.60775,10.07495,4000.57,0.682,0.801303,5401.836,0.7085512535120091,1
457,2017[Zr][csq]3[ASR]4,0.458643,29.56547,31.30998,3422.38,0.8364,1.82364,5989.548,0.7070899213110744,1
931,2020[Nd][nan]3[ASR]1,1.52568,4.31725,5.39292,3303.97,0.5322,0.348828,1993.044,0.704732838046858,1
778,2019[Zr][csq]3[ASR]2,0.456762,28.92149,30.78209,3484.21,0.8354,1.82896,6097.92,0.7040993903165134,1
403,2017[PrCu][nan]3[ASR]1,2.15211,4.39895,5.34172,2993.95,0.4201,0.195204,6720.268,0.7040210549237107,1
127,2014[Zn][nan]3[ASR]1,0.878608,5.25809,6.54685,3834.0,0.676,0.769399,2224.352,0.7039557056314691,1
984,2020[Zn][nan]3[ASR]20,1.02488,6.32129,8.78178,3873.73,0.6527,0.636857,1138.25,0.7030542714472177,1
904,2020[Gd][nan]2[ASR]1,2.49094,2.31287,2.984,2684.84,0.3469,0.139265,1184.1,0.7021944955907231,1
208,2016[Co][pts]3[ASR]4,0.70214,9.56631,10.27952,4192.03,0.7132,1.01575,1068.628,0.6977391094285603,1
1109,2021[Sm][kgd]2[ASR]1,1.35032,5.05079,5.79661,3408.55,0.5536,0.409975,1368.86,0.6967633436064233,1
555,2018[Zr][scu]3[ASR]2,0.459317,12.22532,15.5599,3688.6,0.8312,1.80964,2032.64,0.6957377275001331,1
168,2015[V][bpq]3[ASR]1,1.03024,6.38971,6.69555,3689.98,0.6178,0.599667,1856.52,0.6955888904132552,1
1333,2024[Tb][sql]2[ASR]1,1.10199,4.52606,6.15996,3648.16,0.6309,0.57251,3729.36,0.6941389728548035,1
1046,2021[Co][nan]3[ASR]5,1.8299,3.05608,3.77911,2890.76,0.3988,0.217936,1082.042,0.6916191897845156,1
632,2019[Cu][nan]3[ASR]7,0.600777,11.06282,12.29824,4207.87,0.772,1.285,4101.336,0.6915742827437754,1
1356,2024[Zn][lig]3[ASR]1,1.13029,3.9554,7.58763,3715.75,0.643,0.568881,1475.896,0.6906763414985988,1
456,2017[Zr][csq]3[ASR]3,0.463974,29.15594,30.53451,3519.87,0.8354,1.80053,5989.836,0.6894166229075376,1
1197,2022[Zn][nan]3[ASR]4,0.867138,9.15483,10.21089,4103.54,0.6726,0.775655,2885.576,0.6883894574134466,1
670,2019[Ho][nan]3[ASR]1,1.07981,4.54715,6.29131,3653.49,0.6284,0.581952,3617.168,0.6871088554096425,1
807,2020[Cd][sod]3[ASR]1,0.834782,10.12509,14.17223,4303.62,0.6791,0.813505,2608.452,0.6865381273297757,1
405,2017[Pr][nan]3[ASR]1,1.93637,3.37191,4.62788,3008.15,0.4313,0.222736,1416.456,0.683088958534074,1
714,2019[Pr][nan]3[ASR]2,1.59835,3.70647,4.8705,3199.77,0.4977,0.311383,990.624,0.6807561166385885,1
133,2014[Zr][fcu]3[ASR]2,0.493165,8.97273,17.52745,4002.05,0.8067,1.63576,10308.96,0.680535058467759,1
180,2015[Zn][nan]3[ASR]6,0.681965,14.81673,16.80153,4346.61,0.7239,1.06149,6341.832,0.678676008669413,1
1138,2021[Zn][nan]3[ASR]9,0.934417,5.61011,9.08794,3988.18,0.6792,0.72687,1709.224,0.6736488540383538,1
166,2015[Th][nan]3[ASR]2,2.12456,2.34591,3.02154,2881.72,0.4013,0.188887,656.464,0.6696725023225962,1
687,2019[Lu][pcu]3[ASR]2,1.90166,3.40898,4.12942,3007.35,0.4282,0.225172,2052.7,0.6651052169487202,1
785,2019[Zr][scu]3[ASR]4,0.916401,5.04415,10.68249,3890.1,0.637,0.695111,4586.04,0.6616066260742561,1
731,2019[Zn][ant]3[ASR]1,0.575121,11.56311,13.76018,4222.53,0.7776,1.35206,5418.62,0.6596084689640795,1
977,2020[Zn][nan]3[ASR]14,1.75109,4.14032,4.693,3148.28,0.4686,0.267605,1104.788,0.6569171724153675,1
382,2017[La][nan]2[ASR]1,1.68325,4.00003,5.99004,3242.37,0.4931,0.292946,1893.842,0.65475301643665,1
119,2014[Eu][esg]3[ASR]1,0.925759,4.49916,6.06564,3811.97,0.6654,0.718762,2373.452,0.6434765405664162,1
626,2019[Cu][lvt]3[ASR]1,0.831356,4.88835,6.93702,3920.25,0.6813,0.819504,1435.008,0.6423869923439689,1
662,2019[Eu][nan]3[ASR]7,1.33916,4.93989,7.02054,3448.64,0.5412,0.404133,1940.956,0.6417024840907584,1
162,2015[PrCo][nan]3[ASR]1,1.04456,5.01053,7.73894,3708.49,0.6107,0.584648,3142.012,0.6373933060740236,1
776,2019[Zr][bey]2[ASR]1,1.47843,3.48398,7.06987,3278.91,0.495,0.334815,3204.118,0.6362279759917762,1
381,2017[In][sea]3[ASR]1,0.873391,5.50836,8.21487,3959.09,0.6693,0.766324,1050.406,0.635588519996175,1
784,2019[Zr][scu]3[ASR]3,0.921084,5.00791,10.65204,3901.28,0.6332,0.687451,4586.04,0.6334991913954011,1
455,2017[Zr][csq]3[ASR]2,0.444258,29.4358,30.98177,3552.73,0.8419,1.89507,6001.644,0.6305366950785308,1
29,2001[Cu][nan]3[ASR]3,0.720658,5.14847,17.01761,4414.67,0.7063,0.980076,4245.84,0.6278698320047916,1
936,2020[Ni][nan]3[ASR]3,0.676112,4.60513,18.13404,4431.84,0.7196,1.06432,4740.612,0.6272534430460921,1
1019,2021[Al][nan]3[ASR]23,1.04921,6.82522,6.9967,3664.58,0.5837,0.556322,720.46,0.6230337655895835,1
421,2017[Zn][crb]3[ASR]1,0.87931,8.24234,9.00373,4088.27,0.6664,0.757867,2452.64,0.6208593014349632,1
1143,2021[Zn][srs]3[ASR]1,0.837968,4.88047,5.89453,4021.65,0.7177,0.856477,921.936,0.6191517464556942,1
