Serial,Name,Density,PLD,LCD,GSA,Void_Fraction,Pore_Volume,UnitCell_MW_g_mol,score_core,label_core
525,2018[Ni][nan]3[ASR]1,1.25713,3.49043,4.97379,4197.03,0.5052,0.401869,1865.438,0.16608280403969045,-1
815,2020[Co][fsc]3[ASR]1,1.18268,3.8908,5.8676,4270.35,0.5209,0.44044,2629.54,0.1659679458719847,-1
177,2015[Zn][nan]2[ASR]1,1.69475,4.13385,4.81229,3982.0,0.3988,0.235315,1677.396,0.1659553684609607,-1
809,2020[Cd][sql]2[ASR]2,1.23174,2.39609,5.06314,4768.19,0.4898,0.39765,1434.08,0.16576520905143521,-1
754,2019[Zn][pcu]3[ASR]2,1.46672,4.01863,5.16294,4148.25,0.4911,0.334828,2723.076,0.16543397754463673,-1
1222,2023[Cd][nan]3[ASR]1,1.24351,2.6058,5.28539,4221.07,0.5148,0.413991,1987.14,0.16522880139762663,-1
1353,2024[Zn][fes]2[ASR]1,1.26663,4.42765,5.60433,4635.63,0.4806,0.379433,1750.88,0.16513950839086888,-1
528,2018[Ni][nan]3[ASR]4,1.25721,3.49278,4.95721,4209.86,0.5071,0.403354,1865.438,0.16487143580363872,-1
2,0000[Co][nan]3[ASR]10,1.17907,4.885,6.95063,4670.75,0.458,0.388442,2026.863,0.16482275292897763,-1
776,2019[Zr][bey]2[ASR]1,1.47843,3.48398,7.06987,3278.91,0.495,0.334815,3204.118,0.16474593771449153,-1
74,2013[Cd][nan]3[ASR]8,1.40487,3.96855,5.63906,3941.08,0.4975,0.354126,5216.232,0.16468566152647934,-1
1323,2024[Mn][nan]3[ASR]1,1.26355,4.95141,5.62283,4130.67,0.478,0.3783,2361.056,0.16465649813630678,-1
7,0000[Co][nan]3[ASR]7,1.18172,4.92736,6.98788,4662.36,0.4566,0.386387,2026.863,0.16459564637044566,-1
1134,2021[Zn][nan]3[ASR]5,1.23569,4.16511,6.36088,4335.97,0.5251,0.424945,8780.456,0.16458895544769092,-1
337,2017[Co][sql]2[ASR]2,1.20567,3.33407,4.49037,4542.57,0.5005,0.415123,988.448,0.16422159848612705,-1
753,2019[Zn][pcu]3[ASR]1,1.50833,3.81051,4.71283,3936.5,0.4682,0.310409,2022.408,0.1641899043214996,-1
3,0000[Co][nan]3[ASR]11,1.17401,4.89728,7.26419,4675.95,0.4615,0.393096,4053.726,0.16394752234238674,-1
445,2017[Zn][pcu]3[ASR]5,1.19856,3.25271,6.30323,4741.62,0.5086,0.424341,2387.53,0.16379536685982043,-1
1122,2021[Zn][fsc]3[ASR]2,1.19759,2.91463,6.40262,4898.33,0.4721,0.394207,1103.774,0.16359832946750164,-1
563,2019[Cd][cem]2[ASR]1,1.21185,4.58476,8.5766,4021.83,0.5506,0.454345,3453.52,0.163515999751203,-1
5,0000[Co][nan]3[ASR]5,1.19044,4.96028,6.53077,4661.17,0.4483,0.376582,2032.911,0.16349891662614513,-1
431,2017[Zn][lon]3[ASR]1,1.19694,2.15382,4.94333,4775.63,0.4901,0.409462,2211.404,0.16344080280831408,-1
1220,2023[Cd][fsc]3[ASR]1,1.25117,2.79847,4.33662,4785.08,0.4762,0.380602,1422.066,0.1634183425620923,-1
1129,2021[Zn][nan]3[ASR]13,1.26612,3.83987,5.00517,4353.48,0.5086,0.4017,1214.424,0.1630759630286296,-1
16,0000[Er][pcu]3[ASR]1,1.50732,4.42994,5.73881,3698.77,0.4445,0.294895,1172.946,0.16306865778318658,-1
9,0000[Co][nan]3[ASR]9,1.17214,4.9258,7.03832,4677.82,0.4602,0.392615,2026.863,0.163033304866109,-1
300,2017[Cd][kgd]2[ASR]2,1.75271,3.10375,4.17984,3862.41,0.377,0.215096,823.304,0.1629872890613162,-1
769,2019[Zn][sqp]3[ASR]1,1.20725,3.31256,5.38302,4564.32,0.5171,0.428329,2353.052,0.1626567136241528,-1
1170,2022[Eu][hcb]2[ASR]1,1.32329,3.8275,5.37546,4850.83,0.4392,0.331899,4595.708,0.16202169032921065,-1
1193,2022[Y][acs]3[ASR]1,1.40692,3.98335,6.83265,3348.62,0.5087,0.36157,1915.494,0.16196514909788262,-1
271,2016[Zn][kgd]2[ASR]1,1.18629,2.68384,5.23122,4547.83,0.5194,0.437834,2709.18,0.1615727398391964,-1
862,2020[Cu][nan]2[ASR]1,1.62361,3.76448,5.3167,3811.89,0.4748,0.292435,12197.408,0.1614998272903625,-1
1230,2023[Co][nan]3[ASR]2,1.11602,4.19206,5.72074,4573.3,0.5099,0.456892,2495.822,0.16147285366365738,-1
717,2019[Tb][bnn]3[ASR]1,1.38303,3.494,5.39685,3760.81,0.4922,0.355885,2653.324,0.16139992670844827,-1
863,2020[Cu][nan]2[ASR]2,1.62361,3.75448,5.31593,3811.87,0.4754,0.292805,12197.408,0.16135072335402056,-1
628,2019[Cu][nan]3[ASR]1,1.4695,5.0332,5.76302,4090.65,0.4636,0.315482,1434.192,0.16128534880213108,-1
730,2019[ZnSi][pcu]3[ASR]1,1.62116,2.92499,3.85884,3832.66,0.4328,0.266969,1358.192,0.16126519069721934,-1
1293,2024[Cd][nan]2[ASR]2,1.65278,3.43816,4.75221,3778.54,0.4544,0.27493,4655.16,0.16123602489128475,-1
558,2019[Al][bpq]3[ASR]4,1.46151,2.23649,2.73344,3936.44,0.4049,0.277042,1448.984,0.1612073949602968,-1
973,2020[Zn][nan]3[ASR]10,1.49695,5.23684,7.25206,4334.86,0.4214,0.281506,1791.618,0.1611484349305694,-1
667,2019[Gd][bnn]3[ASR]1,1.37105,3.55411,5.42397,3776.46,0.4953,0.361255,2017.624,0.16092441051694384,-1
1024,2021[Cd][nan]2[ASR]2,1.19222,3.4667,4.92385,4591.97,0.5092,0.427102,1217.848,0.16063306108279773,-1
1,0000[Co][nan]2[ASR]1,1.07248,3.39533,5.3689,4709.77,0.5046,0.470498,1351.242,0.16033220817801697,-1
13,0000[Cu][hex]3[ASR]1,1.24166,4.98552,6.74324,4257.86,0.5169,0.416296,3841.236,0.16015924407638948,-1
693,2019[Mg][sql]2[ASR]1,1.13852,3.96455,5.32403,4778.59,0.4797,0.421336,5289.224,0.16004626694224977,-1
1176,2022[InCu][dia]3[ASR]1,1.17296,4.2915,7.91534,4068.96,0.5541,0.472395,11208.816,0.1596527792201079,-1
1362,2024[Zn][pcu]3[ASR]3,1.2079,4.69219,8.10628,4192.07,0.5481,0.453764,8088.124,0.15948999877722914,-1
1327,2024[Ni][fes]2[ASR]1,1.21444,4.10654,5.38432,4771.64,0.4773,0.393022,1792.256,0.1592528375307145,-1
296,2017[Cd][dia]3[ASR]2,1.2809,5.25252,6.19416,4435.35,0.481,0.375518,5415.392,0.15900444115927947,-1
123,2014[Mn][nan]3[ASR]6,1.38601,2.31075,4.54087,3842.77,0.4769,0.344081,3561.384,0.15898459545099253,-1
1371,2024[Zn][ths]3[ASR]1,1.23899,3.55129,4.49807,4761.47,0.4807,0.387977,906.406,0.15874198994047584,-1
588,2019[Cd][ths]3[ASR]1,1.39764,4.21863,6.15386,3994.93,0.5191,0.371411,2446.792,0.15808427385219437,-1
1041,2021[Co][flu]3[ASR]1,1.3602,3.57765,4.47548,3808.27,0.4736,0.348183,2324.784,0.15804929307957272,-1
618,2019[Co][sql]2[ASR]1,1.23778,3.29481,4.90154,4908.4,0.4505,0.363958,1569.308,0.1577925301078298,-1
1161,2022[Cu][bnn]3[ASR]1,1.71659,3.53651,4.45053,3841.19,0.3716,0.216476,3174.784,0.1577202647292808,-1
6,0000[Co][nan]3[ASR]6,1.17021,5.10639,7.0044,4677.15,0.4636,0.396168,2026.863,0.1576616840555869,-1
1365,2024[Zn][sql]2[ASR]2,1.26246,3.75144,4.5346,4815.74,0.4626,0.366426,2407.84,0.15757248210526043,-1
400,2017[Ni][sql]2[ASR]2,1.17221,3.33074,4.70193,4461.75,0.5165,0.440621,1246.278,0.15753909303955216,-1
200,2016[Cd][nan]2[ASR]3,1.23484,4.7304,6.80101,4712.18,0.484,0.391954,2319.666,0.15753802712752174,-1
579,2019[Cd][nan]3[ASR]5,1.60118,3.22965,4.98587,3695.53,0.4702,0.293658,4375.152,0.15752834861338427,-1
649,2019[Dy][bnn]3[ASR]1,1.39151,3.49113,5.37902,3734.37,0.4973,0.357382,2017.624,0.1574706400304391,-1
801,2020[Cd][nan]3[ASR]6,1.34974,2.35076,4.48119,4158.14,0.5043,0.373628,1862.848,0.15741123684107405,-1
1066,2021[Cu][sql]2[ASR]1,1.23582,3.48311,4.69915,4858.21,0.4641,0.375541,3679.584,0.1571553422897325,-1
641,2019[Cu][rtl]3[ASR]2,1.31546,2.66662,4.33454,4052.62,0.4978,0.378423,1290.952,0.15697225287087946,-1
475,2018[Cd][sod]3[ASR]2,1.38339,2.82859,4.50069,4119.98,0.5043,0.364539,4160.112,0.1568890703568242,-1
101,2014[Co][nan]3[ASR]14,1.4088,2.20537,4.52036,3784.36,0.4716,0.334752,3593.344,0.15675280899648691,-1
844,2020[Co][sql]2[ASR]2,1.18114,2.41092,4.8313,4929.72,0.4613,0.390554,1327.118,0.15672190348685966,-1
959,2020[Yb][nan]3[ASR]1,1.75432,2.63681,3.77892,3778.63,0.3843,0.219059,3242.928,0.156477843736069,-1
19,0000[Ho][bey]2[ASR]1,1.19108,3.53205,5.61617,4377.55,0.5333,0.447747,2793.768,0.15617878248148087,-1
233,2016[Co][sql]2[ASR]3,1.26453,4.22634,4.57651,4774.81,0.456,0.360608,2413.9,0.1560561274873684,-1
985,2020[Zn][nan]3[ASR]21,1.48338,4.624,5.20335,4129.51,0.4894,0.329923,1110.004,0.15602133528610285,-1
798,2020[Cd][nan]3[ASR]2,1.56842,2.97548,5.16376,3676.19,0.4804,0.306295,6533.956,0.1559234616698415,-1
176,2015[Zn][kgd]2[ASR]1,1.19117,3.68797,5.66795,4471.39,0.5313,0.446033,1566.824,0.15577875864987,-1
1294,2024[Cd][nan]2[ASR]3,1.26922,3.02217,4.23261,4694.56,0.4977,0.39213,10275.192,0.15577698332880363,-1
206,2016[Co][nan]3[ASR]24,1.17377,4.1796,5.91368,4088.79,0.5294,0.451027,4791.6,0.15575813228806257,-1
788,2020[Ag][pts]3[ASR]1,1.21648,3.21819,5.40456,4327.36,0.5317,0.437081,684.732,0.155758095963771,-1
657,2019[Eu][bnn]3[ASR]1,1.33728,3.82256,5.53761,3805.92,0.5093,0.380848,2625.48,0.1556920129609367,-1
473,2018[Cd][pcu]3[ASR]1,1.35951,3.56404,4.68347,4039.39,0.5033,0.370206,2416.05,0.1556747393414628,-1
1026,2021[Cd][pcu]3[ASR]1,1.18926,2.31026,5.61702,4681.49,0.5218,0.438762,2327.468,0.15540221184513725,-1
1141,2021[Zn][sql]2[ASR]2,1.17555,4.33636,6.17587,4693.95,0.5073,0.431544,1794.972,0.15530589925511085,-1
1314,2024[Cu][srs]3[ASR]1,1.24497,4.50637,5.05871,4704.09,0.4761,0.38242,1811.668,0.15518462090270457,-1
674,2019[In][mcm]2[ASR]1,1.13415,4.58056,8.59967,4263.05,0.5624,0.495879,6465.696,0.15476508398148914,-1
420,2017[Zn][apo]3[ASR]1,1.12099,3.38465,6.74432,4434.43,0.5497,0.49037,3789.456,0.15470931093282836,-1
1296,2024[Cd][nan]3[ASR]2,1.37583,3.74929,5.33307,3919.64,0.5117,0.371922,2989.172,0.15436353683315462,-1
585,2019[Cd][tfz]3[ASR]1,1.18064,3.82169,6.08521,4293.96,0.5418,0.458902,1584.56,0.1536742472832453,-1
1218,2023[Cd][dmp]3[ASR]1,1.15375,2.17298,5.41278,4770.48,0.5109,0.442818,2555.864,0.15364023746466327,-1
613,2019[Co][nan]3[ASR]8,1.44077,2.56388,6.62409,3381.53,0.5023,0.348634,2206.462,0.15359289427936473,-1
1240,2023[Er][nan]3[ASR]1,1.28565,3.36448,5.80583,3998.66,0.5308,0.412864,1597.512,0.15348461482704123,-1
532,2018[Zn][acs]3[ASR]1,1.35647,5.34202,6.61919,4126.11,0.5052,0.372437,1744.346,0.15324164378232097,-1
832,2020[Co][nan]3[ASR]4,1.09146,3.56652,5.79247,4610.91,0.5295,0.485129,7189.248,0.15319981269681127,-1
983,2020[Zn][nan]3[ASR]2,1.28971,3.98816,7.14217,3979.46,0.5503,0.426686,2275.136,0.15312940060850067,-1
642,2019[Cu][rtl]3[ASR]3,1.34725,2.54328,4.23173,4024.17,0.4977,0.369419,1290.952,0.1531226895299478,-1
467,2018[Cd][dia]3[ASR]6,1.19718,4.65207,6.19232,4535.71,0.5207,0.434937,2059.296,0.15288558008940423,-1
994,2020[Zn][nan]3[ASR]9,1.36836,5.60275,7.08404,4320.57,0.4864,0.355463,3282.588,0.15277823307706462,-1
794,2020[Cd][hcb]2[ASR]2,1.44129,3.39718,4.17764,4033.85,0.4935,0.342402,793.282,0.1527284238579616,-1
379,2017[In][nan]2[ASR]1,1.62926,4.49731,4.79099,3798.61,0.4351,0.267055,820.09,0.15261073041545914,-1
1067,2021[Cu][sql]2[ASR]2,1.27691,3.65245,4.32549,4735.23,0.4902,0.383894,1255.84,0.15208683244524335,-1
696,2019[Mn][srs]3[ASR]1,1.08115,4.00185,5.49175,4500.48,0.5277,0.48809,3602.496,0.15204093704176724,-1
153,2015[Eu][nan]3[ASR]1,1.41892,3.80467,5.16628,3686.04,0.4949,0.348787,4290.268,0.151900421496997,-1
962,2020[Zn][bey]2[ASR]1,1.2193,4.14554,5.02744,4750.2,0.4906,0.402363,997.464,0.15144864065540986,-1
625,2019[Cu][lcv]3[ASR]2,1.1655,5.17766,8.43006,4522.27,0.5291,0.45397,5710.992,0.15135993278054571,-1
203,2016[Cd][nan]3[ASR]8,1.32728,2.56721,3.94565,4915.58,0.4551,0.342882,4230.968,0.1512812275763924,-1
154,2015[Eu][nan]3[ASR]2,1.4765,5.75162,7.46222,3184.96,0.521,0.352862,1436.556,0.1511737128136419,-1
529,2018[Ni][nan]3[ASR]5,1.14401,3.82086,5.82343,4289.47,0.5413,0.473161,1969.59,0.15090359253129315,-1
1053,2021[CuMn][tfz]3[ASR]1,1.09022,3.69565,6.15938,4709.13,0.5256,0.482103,3182.47,0.15088979088898968,-1
1196,2022[Zn][nan]3[ASR]3,1.12818,3.29127,7.41769,4499.66,0.558,0.494601,2366.1,0.15088857671113853,-1
928,2020[Mn][nan]3[ASR]3,1.55795,4.00141,4.84348,3567.52,0.4222,0.270997,1572.33,0.15075777364151155,-1
159,2015[Nd][nan]3[ASR]1,1.35969,3.8892,5.30162,3775.13,0.5086,0.374057,3074.556,0.15071447657373427,-1
1237,2023[Cu][nan]3[ASR]3,1.30013,5.73813,7.28525,4069.46,0.5066,0.389653,4379.816,0.15061161307758142,-1
4,0000[Co][nan]3[ASR]4,1.15589,5.06226,6.56429,4757.67,0.4539,0.392685,2020.935,0.1505872052219288,-1
466,2018[Cd][dia]3[ASR]5,1.19499,4.62248,6.27815,4557.99,0.5247,0.439083,2059.296,0.15051904571943098,-1
1248,2023[Gd][nan]3[ASR]1,1.24666,3.36495,5.5188,4106.48,0.5345,0.428747,1597.512,0.15034808429676572,-1
1150,2022[Cd][nan]3[ASR]1,1.2959,5.29154,6.52646,4124.47,0.5177,0.39949,3553.72,0.150194898327485,-1
164,2015[Sm][nan]3[ASR]1,1.40562,3.82297,5.11056,3696.87,0.498,0.354292,3074.556,0.15011043500687093,-1
77,2013[Cu][sqc]2[ASR]1,1.76952,3.30833,5.08033,3509.39,0.4521,0.255493,4695.424,0.15004818554240984,-1
359,2017[Cu][rob]3[ASR]2,1.3759,5.31106,5.60617,4587.1,0.4485,0.325968,2286.128,0.14999606409793764,-1
299,2017[Cd][kgd]2[ASR]1,1.58081,3.91236,4.89423,3732.63,0.4828,0.305414,3918.892,0.14962172924350914,-1
612,2019[Co][nan]3[ASR]7,1.4611,2.49377,6.32984,3339.11,0.4973,0.340361,2206.462,0.14940664750332888,-1
614,2019[Co][nan]3[ASR]9,1.07976,5.5954,8.53611,4178.8,0.5504,0.509743,4146.108,0.1493764485184108,-1
91,2013[Zn][nan]3[ASR]2,1.38751,3.54033,5.86369,3798.93,0.5262,0.37924,1964.216,0.1492195930870075,-1
932,2020[NiMn][nan]3[ASR]1,1.22323,4.36709,5.68267,3934.83,0.526,0.430008,4951.686,0.14914785570319777,-1
623,2019[Cu][kgd]2[ASR]1,1.23935,3.20296,5.39437,4099.41,0.5338,0.43071,1459.024,0.1490954821591708,-1
662,2019[Eu][nan]3[ASR]7,1.33916,4.93989,7.02054,3448.64,0.5412,0.404133,1940.956,0.1489986718141021,-1
685,2019[La][sql]2[ASR]1,1.62617,3.04239,4.0329,3612.98,0.4261,0.262027,3673.272,0.14895467674220986,-1
986,2020[Zn][nan]3[ASR]3,1.48054,4.73698,5.14688,4686.02,0.3816,0.257744,1943.012,0.14886228156097925,-1
267,2016[Zn][acs]3[ASR]1,1.66069,3.13994,3.44023,4007.79,0.47,0.283014,801.724,0.1487145262198868,-1
1232,2023[Co][sql]2[ASR]2,1.13099,2.57739,4.29532,4537.59,0.5194,0.459245,702.448,0.1486408012569178,-1
765,2019[Zn][sql]2[ASR]6,1.04677,4.46537,8.93406,4276.16,0.5753,0.549598,1867.203,0.148400775370235,-1
805,2020[Cd][pcu]3[ASR]3,1.2824,3.91049,5.18268,4888.33,0.4662,0.363538,1650.428,0.14819444143788663,-1
312,2017[Cd][sql]2[ASR]3,1.23008,3.08674,5.24595,4876.83,0.495,0.402413,2267.584,0.1481375757449006,-1
366,2017[Cu][sql]2[ASR]3,1.17524,4.7768,5.86525,4675.52,0.5028,0.427827,2736.936,0.14786539494750506,-1
1250,2023[Ho][nan]3[ASR]1,1.25996,3.60083,5.74333,4022.95,0.5381,0.427077,2257.232,0.14776509251480086,-1
789,2020[AlFe][rna]3[ASR]1,1.516,3.37899,4.01296,3591.31,0.4264,0.281267,559.944,0.14756905864709302,-1
73,2013[Cd][nan]3[ASR]7,1.32744,4.15466,5.4831,3952.25,0.5248,0.395347,2608.116,0.14725207493178205,-1
740,2019[Zn][hcb]2[ASR]2,1.26621,2.89927,5.58511,5001.14,0.4522,0.35713,2835.888,0.14721921688116635,-1
149,2015[Cu][pcu]2[ASR]1,1.27215,3.12754,3.74076,4675.03,0.5007,0.393586,555.942,0.1472044417320546,-1
1261,2023[Sc][nan]3[ASR]1,1.24223,2.84087,3.68909,4091.56,0.5,0.402502,984.696,0.1469458457401811,-1
1267,2023[Sc][nan]3[ASR]3,1.24179,2.84027,3.69657,4091.71,0.5002,0.402806,984.696,0.14694399998218666,-1
1272,2023[Sc][nan]3[ASR]8,1.24295,2.85364,3.69083,4088.39,0.5,0.40227,984.696,0.14682511296469936,-1
1271,2023[Sc][nan]3[ASR]7,1.24332,2.86683,3.69089,4088.36,0.5,0.402149,984.696,0.14682494124525025,-1
1262,2023[Sc][nan]3[ASR]10,1.24359,2.8413,3.69075,4086.92,0.4999,0.401982,984.696,0.14682206781914098,-1
483,2018[Co][nan]3[ASR]1,1.03176,5.21011,9.602,4392.13,0.5606,0.543341,7060.54,0.146799221505181,-1
1268,2023[Sc][nan]3[ASR]4,1.24158,2.84095,3.69677,4090.96,0.5005,0.403116,984.696,0.14668752461552748,-1
1264,2023[Sc][nan]3[ASR]12,1.24458,2.83821,3.68508,4083.13,0.4999,0.401662,984.696,0.14652680536320006,-1
1292,2024[Cd][dia]3[ASR]1,1.20139,3.92412,5.78772,4896.37,0.4811,0.400452,1438.192,0.14642021673366235,-1
1273,2023[Sc][nan]3[ASR]9,1.24491,2.82312,3.68045,4086.23,0.5002,0.401795,984.696,0.14636119712432794,-1
1147,2022[Cd][dia]3[ASR]1,1.19099,2.88381,3.91481,4756.26,0.4991,0.419063,1229.968,0.1462770378067486,-1
1266,2023[Sc][nan]3[ASR]2,1.24405,2.85238,3.68505,4084.79,0.5004,0.402236,984.696,0.1462398077746092,-1
336,2017[Co][sql]2[ASR]1,1.21542,3.24192,5.25609,4983.54,0.4542,0.373697,4859.52,0.14623519625774972,-1
1269,2023[Sc][nan]3[ASR]5,1.24421,2.85713,3.68528,4083.06,0.5003,0.402104,984.696,0.14623470909010972,-1
354,2017[Cu][nan]3[ASR]6,1.13364,3.94723,7.48031,4246.96,0.5687,0.501659,3477.132,0.14620366066620405,-1
1308,2024[Co][sql]2[ASR]2,1.23449,3.9773,4.47376,4883.13,0.4556,0.36906,2229.696,0.14614000919281578,-1
1265,2023[Sc][nan]3[ASR]13,1.24544,2.85339,3.69099,4077.91,0.5003,0.401707,984.696,0.14608433597277792,-1
374,2017[FeCr][hcb]2[ASR]1,1.23299,4.21491,6.58186,3856.07,0.5491,0.44534,2644.994,0.14607332327411693,-1
1242,2023[Eu][nan]2[ASR]1,1.20574,4.49012,5.95997,4141.06,0.5401,0.44794,1414.964,0.14584992578846,-1
1263,2023[Sc][nan]3[ASR]11,1.2451,2.86039,3.67957,4080.28,0.5006,0.402057,984.696,0.14576523781512507,-1
517,2018[Mn][nan]3[ASR]1,1.07797,3.67382,5.46663,4510.09,0.5386,0.499644,3634.432,0.1455406048148331,-1
1270,2023[Sc][nan]3[ASR]6,1.24511,2.86917,3.68742,4077.12,0.5009,0.402294,984.696,0.14553431567869946,-1
683,2019[La][pcu]3[ASR]2,1.65025,3.53365,4.15852,3604.76,0.4406,0.266991,1908.452,0.14547141586303525,-1
1045,2021[Co][nan]3[ASR]4,1.62772,3.30001,5.43308,3311.79,0.4201,0.258092,4180.812,0.14543527770940012,-1
610,2019[Co][nan]3[ASR]5,1.1763,3.93981,6.72981,3701.87,0.5521,0.469352,3757.22,0.1450936869077215,-1
382,2017[La][nan]2[ASR]1,1.68325,4.00003,5.99004,3242.37,0.4931,0.292946,1893.842,0.14490989197506754,-1
1005,2020[Zn][tfz]3[ASR]3,1.58147,3.64813,5.46469,3407.27,0.4936,0.312115,1623.744,0.14476883566145937,-1
526,2018[Ni][nan]3[ASR]2,1.12276,3.9441,5.64685,4354.75,0.5447,0.485143,3939.18,0.14448481588003514,-1
1289,2023[Zn][nan]3[ASR]18,1.1164,3.87214,6.02667,4516.2,0.5467,0.489701,7520.448,0.14436454593435166,-1
450,2017[Zn][sql]2[ASR]4,1.23333,3.43895,4.38161,4921.79,0.4659,0.377758,887.528,0.14408950915570373,-1
387,2017[Mn][kgm]2[ASR]1,1.46462,5.99852,7.37921,3747.3,0.4679,0.319468,1280.874,0.14394143412817018,-1
682,2019[La][pcu]3[ASR]1,1.63094,3.68397,4.22205,3601.05,0.4503,0.276098,1908.452,0.1438938519491011,-1
804,2020[Cd][pcu]3[ASR]2,1.26932,3.58233,5.23604,4944.89,0.4679,0.368623,1650.428,0.14388538195823952,-1
1094,2021[Mn][nan]2[ASR]1,1.50368,3.82825,4.58815,3491.83,0.4626,0.307645,724.036,0.1438461546805636,-1
71,2012[Zn][sql]2[ASR]1,1.15045,5.14355,5.74177,4355.61,0.5222,0.453911,809.412,0.14351399723157598,-1
505,2018[Cu][sql]2[ASR]1,1.10967,3.1183,6.09567,4799.08,0.5275,0.475365,9215.272,0.14331134090891728,-1
781,2019[Zr][pts]3[ASR]1,1.53864,4.5909,5.1747,3813.24,0.3692,0.239953,1287.452,0.14323889319080552,-1
201,2016[Cd][nan]3[ASR]30,1.32942,4.38816,5.58773,3804.28,0.525,0.394909,5529.366,0.14320434264494808,-1
1039,2021[Co][ant]3[ASR]1,1.30423,2.77295,4.33288,3801.03,0.4997,0.383139,3005.028,0.1430545955915703,-1
981,2020[Zn][nan]3[ASR]18,1.81941,2.7368,3.70129,3630.65,0.4174,0.229415,897.796,0.14273618881024452,-1
328,2017[Co][nan]3[ASR]5,1.38138,5.76311,7.69686,2945.36,0.5597,0.405175,1103.976,0.14270647827384964,-1
846,2020[Co][sql]2[ASR]4,1.12404,4.23874,5.38325,4765.54,0.5075,0.451495,1266.964,0.14269744579819976,-1
575,2019[Cd][nan]2[ASR]1,1.17917,4.37375,5.43492,4716.17,0.513,0.435053,2708.352,0.1423888629941943,-1
1035,2021[Cd][tfz]3[ASR]3,1.12421,4.87187,7.4322,4306.11,0.5616,0.499552,2780.58,0.14212576133704657,-1
335,2017[Co][qtz]3[ASR]1,1.17603,4.04962,4.89409,4294.16,0.533,0.453221,2677.491,0.14192860922395778,-1
879,2020[Cu][sql]2[ASR]5,1.27306,3.01258,3.91646,4885.73,0.4795,0.376651,4596.504,0.1418484296960123,-1
105,2014[CuNd][nan]3[ASR]1,1.51042,5.73185,6.32079,3790.26,0.4521,0.299321,8258.448,0.14165166279184893,-1
139,2015[Cd][sql]2[ASR]2,1.19781,3.92289,5.91589,4683.9,0.5345,0.446232,1867.12,0.1416158972658954,-1
353,2017[Cu][nan]3[ASR]5,1.12272,4.157,8.60345,4287.45,0.5831,0.519366,3477.132,0.14124587414009349,-1
591,2019[Ce][sql]2[ASR]1,1.5675,3.00698,4.06192,3599.95,0.4658,0.297161,2417.912,0.1409421744761279,-1
1287,2023[Zn][nan]3[ASR]16,1.4371,3.73177,4.41773,3919.84,0.5076,0.353211,1835.968,0.1409284620191238,-1
360,2017[Cu][rob]3[ASR]3,1.37519,5.20273,5.45221,4734.23,0.4339,0.315519,1143.064,0.1409207367065135,-1
65,2012[Zn][acs]3[ASR]3,1.76481,2.40897,2.9024,3800.27,0.4342,0.246032,400.862,0.1408613119495239,-1
796,2020[Cd][kgd]2[ASR]2,1.14101,3.97395,6.17283,4274.19,0.5575,0.488603,1664.478,0.14073650350645406,-1
1324,2024[Mn][pcu]3[ASR]1,1.05845,5.25242,6.88278,4321.43,0.5457,0.515563,3522.376,0.14073476974537646,-1
895,2020[Eu][nan]3[ASR]4,1.58487,3.6575,4.49663,3465.22,0.4605,0.290561,1996.97,0.14069099311848432,-1
496,2018[Cu][kgm]2[ASR]2,1.18701,5.20127,6.76836,4262.79,0.5458,0.45981,1714.188,0.14065570054669174,-1
408,2017[Tb][nan]3[ASR]1,1.26291,5.74222,7.11031,3967.61,0.5337,0.422594,4028.106,0.14063370405020592,-1
1043,2021[Co][nan]3[ASR]2,1.13022,3.38644,6.08125,3975.52,0.5521,0.488489,1200.54,0.1405528024189362,-1
66,2012[Zn][acs]3[ASR]4,1.77399,2.3898,2.87955,3786.87,0.4311,0.243011,400.862,0.14016733538443593,-1
27,0000[Zn][nan]3[ASR]4,1.15822,3.34242,4.47172,4754.81,0.5139,0.443698,1762.96,0.14011470891764333,-1
845,2020[Co][sql]2[ASR]3,1.11271,4.26436,5.54258,4766.91,0.5132,0.461217,1266.964,0.1400763754862273,-1
1042,2021[Co][nan]3[ASR]1,1.13744,4.64266,5.92374,3980.61,0.5429,0.477298,1200.54,0.14005719857011445,-1
701,2019[Nd][sql]2[ASR]1,1.58687,2.99228,4.06046,3530.57,0.4544,0.286349,2417.912,0.140053042966779,-1
1034,2021[Cd][tfz]3[ASR]2,1.11589,4.9423,7.43893,4333.79,0.5623,0.503902,2780.58,0.13994040437913746,-1
49,2008[ZnSi][nan]3[ASR]1,1.09901,4.94772,7.83042,4233.57,0.5707,0.519288,2444.752,0.13989866178331023,-1
474,2018[Cd][sod]3[ASR]1,1.26217,3.04996,5.35859,4146.41,0.545,0.431794,8320.224,0.13960803718818893,-1
1091,2021[La][fsc]3[ASR]1,1.2986,4.75335,6.17716,3726.3,0.5397,0.415601,1854.636,0.1396001784962282,-1
67,2012[Zn][acs]3[ASR]5,1.7796,2.37503,2.8652,3778.2,0.4299,0.241571,400.862,0.13944830683096487,-1
92,2013[Zn][nan]3[ASR]3,1.26745,3.26241,4.56202,4227.25,0.5334,0.420846,2212.484,0.13934873073632503,-1
262,2016[Sm][kgd]2[ASR]1,1.47588,3.55732,4.46757,3678.41,0.496,0.336071,718.548,0.13912596879603112,-1
1317,2024[Eu][sql]2[ASR]1,1.49548,5.74843,7.1422,3315.47,0.5397,0.360888,1600.53,0.13890701587232201,-1
