Serial,Name,Density,PLD,LCD,GSA,Void_Fraction,Pore_Volume,UnitCell_MW_g_mol,score_core,label_core
826,2020[Co][nan]3[ASR]11,1.39318,5.51288,6.79448,2946.85,0.5325,0.382219,1062.074,0.13876453935814226,-1
346,2017[CuTi][pcu]3[ASR]1,1.26169,6.35471,7.03442,3579.64,0.4967,0.393677,1284.212,0.13876352959320637,-1
1001,2020[Zn][sql]2[ASR]3,1.20147,4.26061,4.95611,4862.92,0.4822,0.40134,923.564,0.13853269507478383,-1
25,0000[Zn][nan]3[ASR]1,1.3658,6.11281,7.05111,4260.05,0.4831,0.353713,2268.528,0.1383497977203365,-1
980,2020[Zn][nan]3[ASR]17,1.1595,3.77846,5.70571,4473.26,0.5521,0.476153,4665.52,0.1379163497555116,-1
636,2019[Cu][pcu]3[ASR]2,1.16809,3.53471,4.2937,4879.56,0.4882,0.417947,2188.104,0.13790055255115963,-1
504,2018[Cu][sit]3[ASR]1,1.34639,6.0353,6.3761,4230.13,0.4823,0.358217,1551.09,0.1378765082804876,-1
699,2019[Nd][pcu]3[ASR]1,1.65695,3.68205,4.40133,3447.71,0.4543,0.274178,1352.832,0.13749431801486378,-1
307,2017[Cd][nan]3[ASR]5,1.43174,4.22497,5.06658,3717.23,0.515,0.359703,1470.492,0.13735084960206145,-1
388,2017[Mn][pcu]3[ASR]1,1.35105,2.27921,4.23989,4098.92,0.5205,0.385257,759.956,0.13704907098636854,-1
960,2020[ZnGd][sqp]3[ASR]1,1.10693,3.7169,7.29121,4030.61,0.5764,0.520718,3580.548,0.1368970216749097,-1
874,2020[Cu][rob]3[ASR]2,1.33688,5.75806,6.02392,4554.06,0.4729,0.353734,1139.032,0.1367476710701252,-1
827,2020[Co][nan]3[ASR]12,1.37675,5.54203,6.76639,2950.25,0.5381,0.390847,1062.074,0.13667502741287763,-1
248,2016[Eu][kgd]2[ASR]1,1.48285,3.53945,4.39611,3656.35,0.4966,0.334897,1022.476,0.13650894314291095,-1
624,2019[Cu][lcv]3[ASR]1,1.14002,5.70552,8.44171,4457.16,0.5452,0.478236,5710.992,0.1360106511082564,-1
167,2015[Ti][sql]2[ASR]1,1.34829,3.48843,4.05757,3830.7,0.5044,0.374103,404.195,0.13587723760323267,-1
825,2020[Co][nan]3[ASR]10,1.48421,4.87145,6.08066,2962.37,0.5027,0.3387,1062.074,0.135630403233449,-1
1069,2021[Cu][sql]2[ASR]5,1.1346,3.90947,5.09034,4671.68,0.5319,0.468801,2482.364,0.13558014464819235,-1
616,2019[Co][pcu]3[ASR]2,1.08616,3.88478,5.40279,4438.01,0.5496,0.506004,3065.784,0.13545496316367722,-1
872,2020[Cu][pyr]3[ASR]1,1.35756,3.85039,5.90011,3753.05,0.5451,0.40153,9032.544,0.13543658164067218,-1
512,2018[Fe][sql]2[ASR]1,1.17018,4.26235,6.61733,3898.11,0.565,0.482833,2708.478,0.13542462025552937,-1
409,2017[Tb][nan]3[ASR]2,1.34373,4.58175,5.87816,3481.9,0.537,0.399634,1122.478,0.13477974257265113,-1
1334,2024[Tb][sql]2[ASR]2,1.54132,5.68466,6.89087,3210.5,0.5409,0.350932,1628.374,0.13473804262451639,-1
242,2016[CuSi][sql]2[ASR]1,1.63982,3.09268,4.36621,3627.12,0.4909,0.299362,2621.056,0.1343794287971618,-1
530,2018[Ni][sql]2[ASR]1,1.11829,4.56547,5.75139,4729.89,0.5231,0.467768,2000.368,0.13424810846455215,-1
567,2019[Cd][fsc]3[ASR]1,1.11086,5.12294,7.52807,4295.56,0.5688,0.512037,3232.95,0.13420213588823704,-1
635,2019[Cu][pcu]3[ASR]1,1.26602,3.34018,4.9727,5005.28,0.4665,0.368479,4832.568,0.1341710509272589,-1
147,2015[Cu][nan]3[ASR]1,1.52436,5.56851,6.5922,3552.68,0.5265,0.34539,4852.4,0.13416490969394745,-1
1231,2023[Co][sql]2[ASR]1,1.09924,4.38783,7.12733,4102.31,0.5764,0.524363,1264.69,0.1338530405915519,-1
325,2017[Co][nan]3[ASR]2,1.51985,4.766,5.99534,2947.57,0.4968,0.326873,1066.106,0.13379491296984214,-1
293,2017[CdSi][nan]3[ASR]1,1.58377,3.83337,5.53268,3320.61,0.5159,0.325741,3366.404,0.1337715602194962,-1
1171,2022[Eu][hcb]2[ASR]2,1.15355,3.3369,5.14634,4237.94,0.5508,0.477481,2824.112,0.1337317481109297,-1
859,2020[Cu][kgm]2[ASR]1,1.3407,6.20824,6.78992,4279.11,0.4858,0.362347,1624.386,0.13358982804442965,-1
700,2019[Nd][pcu]3[ASR]2,1.7168,3.49506,4.13076,3429.51,0.4262,0.248253,1352.832,0.13348192516887436,-1
976,2020[Zn][nan]3[ASR]13,1.46035,5.38692,6.81178,3245.17,0.553,0.378677,2209.576,0.13345710704277813,-1
50,2009[Zn][nan]3[ASR]4,1.24197,4.87553,5.09137,4820.82,0.4758,0.3831,1586.828,0.13310708776346014,-1
725,2019[V][bpq]3[ASR]2,1.2417,4.68637,6.54051,3660.13,0.5606,0.451477,1196.216,0.13284614028497277,-1
76,2013[Ce][kgd]2[ASR]1,1.48872,3.68636,4.52767,3527.2,0.4984,0.334784,560.424,0.1325449526738549,-1
609,2019[Co][nan]3[ASR]4,1.03663,5.37504,9.07824,4618.05,0.5472,0.527864,3432.582,0.13250860178701207,-1
992,2020[Zn][nan]3[ASR]7,1.36643,2.68446,4.8256,3788.29,0.5235,0.383115,3522.28,0.13238626246314822,-1
156,2015[InAg][sql]2[ASR]1,1.31283,4.31858,5.08172,3869.77,0.5322,0.405382,1206.46,0.13236626338199597,-1
199,2016[Cd][nan]2[ASR]2,1.20577,5.69086,6.98842,4624.77,0.5086,0.421806,2263.558,0.13230442953053023,-1
190,2015[Zr][fcu]3[ASR]1,1.22102,4.07165,8.57883,2985.21,0.594,0.486477,1664.064,0.13215854881550437,-1
746,2019[Zn][mog]3[ASR]4,1.21861,3.71503,5.05403,4943.78,0.4892,0.401439,6203.584,0.13213273933340153,-1
259,2016[Ni][nbo]3[ASR]1,1.16211,5.80469,7.28288,4680.38,0.4877,0.419666,3018.93,0.13208188977618174,-1
697,2019[Nd][flu]3[ASR]1,1.0797,5.62691,7.64543,4317.43,0.5594,0.518107,1051.122,0.13204001777910546,-1
196,2016[Ag][nan]3[ASR]2,1.86031,4.67365,5.5038,3623.64,0.3859,0.207439,2071.866,0.1320311671239749,-1
155,2015[HoCo][hcb]2[ASR]1,1.37876,6.07565,7.11092,3421.75,0.5484,0.397749,719.175,0.1319813160801322,-1
1064,2021[Cu][pcu]3[ASR]2,1.14995,4.44747,5.9978,4869.51,0.5043,0.43854,1923.868,0.13194828073141607,-1
426,2017[Zn][dia]3[ASR]6,1.30022,2.45009,5.23063,5091.76,0.4113,0.316332,3312.68,0.13190221651229117,-1
811,2020[CeCu][nan]2[ASR]1,2.07776,3.3726,5.44024,3235.34,0.4299,0.206905,10514.368,0.13189595397108644,-1
1119,2021[Zn][bcg]3[ASR]1,1.11663,2.65955,5.6368,4391.46,0.5593,0.500883,4547.704,0.1318794300966546,-1
901,2020[Fe][pts]3[ASR]1,1.20742,3.89191,7.09034,3368.85,0.5722,0.473904,5361.384,0.13187496843162805,-1
755,2019[Zn][pcu]3[ASR]3,1.10163,3.79239,6.29302,4605.12,0.5592,0.50761,3117.36,0.13185313339738358,-1
580,2019[Cd][nan]3[ASR]6,1.4561,4.57345,6.38666,3495.56,0.5511,0.378476,3990.632,0.13148770214273164,-1
594,2019[Co][crs]3[ASR]1,0.984461,4.55772,9.86803,4315.75,0.5979,0.607338,9821.832,0.13144279492610078,-1
671,2019[In][bpq]3[ASR]1,1.14337,5.51296,6.1189,4413.61,0.5328,0.465989,1190.586,0.1313963985568658,-1
581,2019[Cd][nan]3[ASR]7,1.06139,4.40841,8.51869,4584.53,0.5743,0.541085,7042.644,0.13134475686478164,-1
399,2017[Ni][sql]2[ASR]1,1.06415,4.65274,5.75291,4446.51,0.5493,0.516185,1296.338,0.13102434063697288,-1
1364,2024[Zn][sql]2[ASR]1,1.08589,3.54522,5.59737,4625.6,0.5514,0.507788,2183.304,0.1309060527643755,-1
975,2020[Zn][nan]3[ASR]12,1.7212,3.58108,4.63483,3272.0,0.4592,0.26679,1104.788,0.13058755519350185,-1
80,2013[Nd][kgd]2[ASR]1,1.51424,3.66385,4.51334,3458.37,0.4959,0.327491,560.424,0.13048876182225078,-1
211,2016[Co][sql]2[ASR]1,1.06612,3.83515,5.60825,4781.06,0.533,0.499943,2783.994,0.13012370876531776,-1
1038,2021[Ce][kgd]2[ASR]1,1.36058,5.07988,5.72314,3579.82,0.533,0.391743,1440.92,0.12974870007402983,-1
1049,2021[Co][rtl]3[ASR]1,1.20818,2.65196,4.36261,3918.2,0.5256,0.435036,1200.54,0.1295989584450925,-1
600,2019[Co][lcv]3[ASR]1,1.63923,2.61902,3.21867,3588.79,0.4467,0.272506,2528.368,0.12956626335803212,-1
1057,2021[Cu][djg]3[ASR]1,1.17634,4.10058,6.97784,3759.68,0.5772,0.490676,2032.408,0.12931499107015498,-1
910,2020[InTb][nan]3[ASR]1,1.14162,6.29302,8.80596,3370.99,0.6087,0.533189,3130.976,0.1290668786390814,-1
465,2018[Cd][dia]3[ASR]4,1.19526,5.30608,6.45434,4618.76,0.5307,0.444004,2059.296,0.12890696379844768,-1
727,2019[V][bpq]3[ASR]4,1.39001,5.55808,6.75373,3132.25,0.5612,0.403737,1239.812,0.12884007320766022,-1
1124,2021[Zn][nan]2[ASR]1,1.13982,5.57369,6.77378,4418.13,0.546,0.479022,1034.87,0.1287530201335696,-1
1063,2021[Cu][pcu]3[ASR]1,1.15333,4.43281,5.9997,4877.69,0.5084,0.44081,1923.868,0.128702419042364,-1
1332,2024[Sm][sql]2[ASR]1,1.40987,5.78192,7.19965,3318.33,0.5681,0.402946,920.614,0.12843271917844357,-1
99,2014[Co][dmc]3[ASR]1,1.18083,3.3044,4.59157,3968.14,0.5371,0.45485,1048.456,0.12835254445040434,-1
470,2018[Cd][nan]3[ASR]4,1.28977,3.02021,6.28321,3562.92,0.5539,0.429456,1602.548,0.12827142753783805,-1
1204,2022[Zn][pcu]3[ASR]4,1.04643,3.43305,6.69981,4692.53,0.5609,0.536012,2836.698,0.12818496663164525,-1
151,2015[DyCo][hcb]2[ASR]1,1.35485,6.24338,7.122,3454.83,0.5514,0.406984,554.245,0.12789351095876356,-1
1058,2021[Cu][eea]3[ASR]1,1.05888,3.92663,9.17347,4089.5,0.6063,0.572585,2182.488,0.12772768100246434,-1
1183,2022[Ni][crb]3[ASR]1,1.02529,3.73668,6.25769,4628.95,0.5597,0.545894,1816.268,0.127701276566617,-1
870,2020[Cu][pcu]3[ASR]1,2.08225,3.76458,5.35053,3228.18,0.4257,0.204443,3876.936,0.12765578923157128,-1
538,2018[Zn][pcu]3[ASR]15,1.07991,4.13951,6.2005,4551.61,0.5625,0.520878,3902.824,0.12762657020529078,-1
141,2015[CoTm][hcb]2[ASR]1,1.39476,6.03424,6.79596,3354.73,0.55,0.394333,554.245,0.12746528943328572,-1
1318,2024[Fe][bpq]3[ASR]1,1.75621,3.63914,3.7988,3997.99,0.3072,0.174922,944.316,0.12740167864886165,-1
283,2017[Al][nan]3[ASR]4,1.06466,6.4311,8.33017,3482.01,0.5935,0.557457,2901.378,0.12727627700210165,-1
152,2015[ErCo][hcb]2[ASR]1,1.38678,6.09613,6.8217,3389.77,0.5485,0.39552,554.245,0.12716563485126908,-1
427,2017[Zn][dia]3[ASR]7,1.29059,2.44126,5.27871,5112.72,0.4169,0.32303,3312.68,0.12709410600744464,-1
745,2019[Zn][mog]3[ASR]3,1.20302,3.48633,4.95199,4954.49,0.4987,0.414539,3101.792,0.1269814657841779,-1
81,2013[Sm][kgd]2[ASR]1,1.55696,3.60421,4.47886,3368.19,0.4928,0.316513,560.424,0.12694348677070866,-1
195,2016[Ag][nan]3[ASR]1,1.89554,4.61648,5.32854,3595.62,0.3799,0.200418,2071.866,0.12686135642350505,-1
978,2020[Zn][nan]3[ASR]15,1.43309,5.39065,6.72341,3250.91,0.5634,0.393138,2209.576,0.1266327213095113,-1
1106,2021[Pr][kgd]2[ASR]1,1.35222,4.9769,5.83059,3458.54,0.5438,0.402153,1368.86,0.12660010790868004,-1
144,2015[Co][sql]2[ASR]1,1.20751,5.90955,7.28209,4720.16,0.4612,0.381942,2457.932,0.12648060261423688,-1
630,2019[Cu][nan]3[ASR]3,1.11923,6.15041,9.0116,4267.23,0.5683,0.50776,3681.216,0.1264802100181901,-1
735,2019[Zn][cag]3[ASR]2,1.24583,2.35878,4.4092,4607.41,0.5416,0.43473,3192.352,0.12631246875732338,-1
380,2017[In][nan]3[ASR]1,1.36058,2.79917,5.1405,3713.5,0.5353,0.393434,2454.14,0.12613043833320314,-1
142,2015[Co][hcb]2[ASR]1,1.11202,3.38627,5.79147,5021.2,0.4909,0.44145,2521.944,0.12608812269759762,-1
1288,2023[Zn][nan]3[ASR]17,1.85614,6.36678,7.38612,3005.45,0.5005,0.269646,2132.352,0.12608010831137473,-1
1215,2022[Zr][she]3[ASR]1,0.533204,16.86206,28.48033,3338.07,0.8174,1.533,13546.512,0.12605240548807184,-1
274,2016[Zn][nan]3[ASR]14,1.10689,4.56374,6.15612,4833.35,0.5229,0.472407,2778.676,0.1252814583701023,-1
17,0000[Eu][sql]2[ASR]1,1.62245,4.02158,4.81421,3404.23,0.5073,0.312676,2776.9,0.1252568474656368,-1
714,2019[Pr][nan]3[ASR]2,1.59835,3.70647,4.8705,3199.77,0.4977,0.311383,990.624,0.1251536137162188,-1
736,2019[Zn][dia]3[ASR]1,1.9285,3.5379,4.62065,3248.66,0.4545,0.235676,1864.968,0.12466244287558381,-1
1127,2021[Zn][nan]3[ASR]11,1.28059,3.47962,5.28302,4047.4,0.5569,0.434879,1709.224,0.12455698982020547,-1
53,2010[Fe][bpq]3[ASR]1,1.56689,2.7165,2.85375,3563.27,0.4381,0.279598,943.84,0.12427227426048515,-1
663,2019[Eu][sql]2[ASR]1,1.63918,3.57624,5.03152,3150.24,0.5001,0.305092,3196.96,0.12412294890925635,-1
1285,2023[Zn][nan]3[ASR]14,1.65953,6.85005,7.78674,3313.37,0.5174,0.311774,1850.352,0.12406483390251366,-1
1320,2024[In][nan]3[ASR]1,1.20628,4.01309,5.19362,4005.18,0.5544,0.459594,5425.02,0.12376692484742713,-1
925,2020[Mn][ant]3[ASR]1,1.02954,3.98526,7.51241,3853.44,0.5909,0.573947,2052.712,0.12346703722208696,-1
1020,2021[Cd][flu]3[ASR]1,1.547,3.47971,4.50651,3513.24,0.5112,0.330446,1075.724,0.12342243568552536,-1
931,2020[Nd][nan]3[ASR]1,1.52568,4.31725,5.39292,3303.97,0.5322,0.348828,1993.044,0.12301595178993785,-1
253,2016[Gd][kgd]2[ASR]1,1.46095,3.49831,4.43995,3543.13,0.5148,0.352373,682.518,0.12291470266234361,-1
362,2017[Cu][rtl]3[ASR]1,1.18538,2.48914,4.30499,4243.19,0.5451,0.459853,1231.008,0.12283683154193414,-1
277,2016[Zn][sql]2[ASR]1,1.24339,3.29167,4.96746,5082.74,0.4504,0.362234,5023.696,0.12281756809684174,-1
1223,2023[Cd][nan]3[ASR]3,1.12437,5.11973,7.31847,4109.7,0.5844,0.519756,2600.252,0.12261717934686311,-1
415,2017[Y][nia]3[ASR]1,1.03683,4.05011,6.89373,4120.7,0.5853,0.564508,1224.846,0.12251126148308411,-1
435,2017[Zn][nan]3[ASR]1,1.28721,2.78834,6.78266,3659.99,0.5684,0.441575,1723.848,0.12234369334467421,-1
1367,2024[Zn][sql]2[ASR]4,1.24597,3.9287,4.46768,5017.78,0.4561,0.366061,2255.484,0.12213656187562116,-1
1002,2020[Zn][sql]2[ASR]4,1.13418,4.05612,5.00072,4444.92,0.5561,0.490309,1282.436,0.12197100051511534,-1
857,2020[Cu][eea]3[ASR]1,1.17921,5.0948,7.83209,3450.96,0.6026,0.511018,1467.894,0.12196279917704644,-1
1177,2022[In][kgm]2[ASR]1,1.17906,3.18144,8.70658,3713.87,0.6008,0.509559,2670.156,0.12190769628804143,-1
1299,2024[Cd][nan]3[ASR]5,1.12437,5.12344,7.31492,4109.18,0.5854,0.520645,2600.252,0.1216749724775168,-1
1082,2021[Eu][pcu]3[ASR]1,1.91618,2.80356,3.32877,3646.87,0.3439,0.179472,2745.152,0.12152434640415755,-1
744,2019[Zn][mog]3[ASR]2,1.17803,3.87036,5.55265,4956.79,0.5083,0.431485,6203.584,0.12124393759637564,-1
569,2019[Cd][hcb]2[ASR]2,1.36333,2.29452,5.83043,5133.54,0.4163,0.305355,5687.92,0.12120667659381534,-1
734,2019[Zn][cag]3[ASR]1,1.21021,2.42053,4.50991,4640.04,0.547,0.451989,3192.352,0.12107575093380274,-1
799,2020[Cd][nan]3[ASR]3,1.18247,6.4263,8.05402,4243.59,0.5497,0.464873,3574.12,0.12107078490957779,-1
373,2017[Eu][nan]3[ASR]2,1.37889,3.30736,5.60813,3580.53,0.5503,0.399088,1192.252,0.12103205205039869,-1
897,2020[Fe][hcb]2[ASR]1,1.26567,6.59237,7.94542,3301.94,0.593,0.468528,3922.132,0.1209951306891377,-1
977,2020[Zn][nan]3[ASR]14,1.75109,4.14032,4.693,3148.28,0.4686,0.267605,1104.788,0.12095001558298146,-1
361,2017[Cu][rob]3[ASR]4,1.2733,5.55557,6.2648,4822.11,0.4688,0.368176,2342.236,0.12091106632848292,-1
96,2014[Ag][ths]3[ASR]1,1.11065,4.37971,6.03937,4469.14,0.5691,0.512403,1765.596,0.12089406536947567,-1
62,2012[Co][dia]3[ASR]3,1.22723,3.40774,4.26728,5061.48,0.4517,0.368064,958.826,0.12083613310696939,-1
1181,2022[Mn][sql]2[ASR]1,1.00781,5.08656,7.31163,4210.44,0.5839,0.579374,2871.688,0.12070657923393457,-1
1117,2021[ZnPb][llj]3[ASR]1,1.64147,2.96242,4.57296,3328.25,0.4992,0.304118,1051.476,0.12059320627120562,-1
136,2015[Cd][nan]3[ASR]2,1.70185,3.18274,4.36726,3370.21,0.4937,0.290096,953.55,0.1205687766832666,-1
1016,2020[Zr][sql]2[ASR]1,1.07971,6.2937,9.09416,3317.4,0.6271,0.580802,3490.41,0.12053304625717098,-1
741,2019[Zn][hcb]2[ASR]3,1.14357,3.34143,4.82272,4967.56,0.5055,0.442036,943.596,0.12051101323573832,-1
565,2019[Cd][cru]2[ASR]1,1.18259,4.20923,5.5387,4033.85,0.5645,0.477341,3453.52,0.12047723561666923,-1
819,2020[Co][llz]3[ASR]1,0.92686,4.50365,10.77177,3886.36,0.628,0.677556,10368.528,0.12042735153358053,-1
750,2019[Zn][nan]3[ASR]3,1.95175,2.57302,4.71141,3201.43,0.4224,0.216421,4787.248,0.12042466639326999,-1
930,2020[Mn][sql]2[ASR]1,1.00775,5.18807,7.76931,4401.68,0.5817,0.577226,921.446,0.12028441123187217,-1
621,2019[Cu][gar]3[ASR]1,1.25702,5.79853,8.37218,3322.48,0.6137,0.488216,11575.32,0.12000195369911482,-1
268,2016[Zn][dia]3[ASR]1,1.13028,4.26969,5.60587,4772.62,0.5408,0.478466,3533.696,0.11978947066683454,-1
877,2020[Cu][sql]2[ASR]3,1.07871,4.54984,5.84288,4698.33,0.5477,0.507736,1591.588,0.11975148618795206,-1
1108,2021[SiMn][kgd]2[ASR]1,0.994731,3.24957,6.5621,4386.48,0.5806,0.583675,3677.88,0.11961792663723014,-1
1079,2021[Eu][kgd]2[ASR]1,1.36232,5.06118,5.76606,3365.71,0.5516,0.404898,1976.716,0.11950001241750807,-1
1047,2021[Co][nan]3[ASR]6,1.59196,4.53798,5.18904,2952.56,0.4684,0.294229,1082.042,0.11944781763277157,-1
989,2020[Zn][nan]3[ASR]58,1.54948,2.70222,4.06796,3525.67,0.5005,0.323012,917.904,0.11930850737528753,-1
820,2020[Co][mab]3[ASR]1,1.01495,5.27665,7.50262,4561.65,0.5658,0.557466,3794.512,0.11923202874769889,-1
1099,2021[Nd][kgd]2[ASR]1,1.32918,5.06489,5.88282,3486.3,0.5565,0.418678,1368.86,0.11920567067961696,-1
1109,2021[Sm][kgd]2[ASR]1,1.35032,5.05079,5.79661,3408.55,0.5536,0.409975,1368.86,0.11917489433802064,-1
1032,2021[Cd][sql]2[ASR]2,1.1485,3.76933,5.23124,4434.11,0.5654,0.492293,1095.532,0.11906891300078581,-1
568,2019[Cd][hcb]2[ASR]1,1.37375,3.74205,4.77123,4001.8,0.5488,0.399491,1346.344,0.119035699505188,-1
1095,2021[Mn][nan]2[ASR]2,1.03368,5.24567,6.06802,4542.45,0.5493,0.531401,1558.148,0.11891787091778938,-1
416,2017[Yb][mog]3[ASR]1,1.52115,2.54216,4.19469,3512.19,0.5031,0.330737,642.528,0.1188910317573213,-1
619,2019[Co][sxb]3[ASR]1,1.20856,4.8172,5.758,3502.06,0.5589,0.462451,4832.768,0.11872514256734479,-1
669,2019[Gd][nan]3[ASR]2,1.37849,3.96396,5.70454,3565.04,0.5575,0.404428,2761.752,0.11867347049733667,-1
907,2020[Gd][sql]2[ASR]1,1.63998,4.05726,4.874,3351.31,0.5188,0.316346,1561.188,0.11857933633023143,-1
11,0000[CrMn][qtz]3[ASR]1,1.30832,4.72231,5.82674,3512.52,0.5599,0.427952,4122.228,0.1185506193872039,-1
991,2020[Zn][nan]3[ASR]60,1.5447,2.83686,4.04004,3537.85,0.5033,0.325824,917.904,0.11844755930886408,-1
103,2014[Co][nan]3[ASR]5,1.00691,4.56329,7.20709,4194.3,0.5907,0.586648,5584.494,0.11819527799538787,-1
582,2019[Cd][nan]3[ASR]8,1.04806,4.71224,8.29671,4595.24,0.583,0.556263,7042.644,0.11802336436005478,-1
1319,2024[Hf][pcu]3[ASR]1,1.28757,5.82912,6.72699,3215.95,0.5776,0.448598,3096.804,0.11799871323240763,-1
1092,2021[La][kgd]2[ASR]1,1.2855,5.11347,5.8566,3627.62,0.5582,0.434228,1924.48,0.11786852646158552,-1
1321,2024[La][nan]3[ASR]1,1.17971,3.90156,5.34698,3903.85,0.562,0.476387,2052.932,0.11774155584047952,-1
102,2014[Co][nan]3[ASR]4,0.994067,4.78421,7.65443,4138.57,0.5961,0.599658,5584.494,0.11772320977996942,-1
1029,2021[Cd][pts]3[ASR]1,1.19721,3.57159,4.67027,4190.13,0.5573,0.465501,1939.016,0.11766893417010427,-1
1316,2024[Eu][nan]3[ASR]1,1.24064,3.85083,5.25535,3719.4,0.555,0.447351,2105.168,0.11741993836469655,-1
988,2020[Zn][nan]3[ASR]57,1.54077,2.74617,3.94097,3538.36,0.5012,0.325293,917.904,0.11740602722126581,-1
70,2012[Zn][nia]3[ASR]1,1.15816,6.51869,7.44079,4415.06,0.5241,0.452527,1618.824,0.1173731816607928,-1
766,2019[Zn][sql]2[ASR]7,1.00105,4.17886,7.90809,4411.69,0.5964,0.595775,1779.179,0.11728933941513442,-1
824,2020[Co][nan]3[ASR]1,1.18335,3.93834,5.44802,3802.67,0.5619,0.47484,3016.74,0.11724864819702119,-1
1050,2021[Co][sql]2[ASR]1,1.17146,3.65398,5.8476,5094.44,0.4622,0.39455,2798.516,0.11712766282584663,-1
802,2020[Cd][nan]3[ASR]7,1.54301,2.73032,4.49111,3563.04,0.5189,0.336291,2122.448,0.1169361199527359,-1
1235,2023[CuTi][nan]3[ASR]2,1.12043,4.88875,5.78782,4599.46,0.5536,0.494096,2744.128,0.11657364286654892,-1
990,2020[Zn][nan]3[ASR]59,1.54099,2.7482,3.92875,3529.67,0.5019,0.3257,917.904,0.11630581962657427,-1
1191,2022[Tb][nan]3[ASR]1,1.07791,4.57498,16.5065,3494.27,0.6423,0.595878,6902.478,0.11623720334614585,-1
784,2019[Zr][scu]3[ASR]3,0.921084,5.00791,10.65204,3901.28,0.6332,0.687451,4586.04,0.11600852141482543,-1
850,2020[CuSi][pcu]2[ASR]1,1.13663,5.80628,6.60595,4622.79,0.5328,0.468752,2392.056,0.115869366761022,-1
294,2017[Cd][bey]2[ASR]1,1.0546,5.01483,7.53249,4442.52,0.5858,0.555473,2231.236,0.11576201572904132,-1
999,2020[Zn][sql]2[ASR]1,1.34828,6.80739,7.97035,3632.46,0.5667,0.420313,4615.696,0.1157141997804898,-1
764,2019[Zn][sql]2[ASR]1,1.23878,3.52897,5.28574,5101.5,0.4556,0.36778,2447.976,0.11562172769814394,-1
1216,2023[Al][nan]3[ASR]1,1.10771,3.9904,5.5774,3791.73,0.5654,0.510423,1368.672,0.11561249870940138,-1
880,2020[Cu][sql]2[ASR]6,1.08736,3.78765,4.49861,4584.3,0.551,0.506731,1867.584,0.11532868578700728,-1
617,2019[Co][rtl]3[ASR]1,1.15956,2.43002,4.39606,4004.61,0.544,0.469145,1212.556,0.11521537233812928,-1
338,2017[Co][sql]2[ASR]3,1.06296,4.81479,5.75075,4800.59,0.5304,0.498983,1066.818,0.1151479328413958,-1
1274,2023[Sm][pts]3[ASR]1,1.42856,6.2058,7.01618,2789.87,0.5655,0.395852,592.388,0.11485888056783322,-1
942,2020[Sc][nan]3[ASR]1,0.953061,3.86499,7.14846,4372.42,0.5898,0.618848,1144.97,0.11478873359400499,-1
422,2017[Zn][dia]3[ASR]1,1.11292,3.76627,5.45121,4872.69,0.5367,0.482246,2127.64,0.11470401426983456,-1
956,2020[Y][mog]3[ASR]1,1.25566,5.22994,5.84435,3560.89,0.5617,0.447334,498.276,0.11463582502172964,-1
566,2019[Cd][dia]3[ASR]1,1.05613,3.41102,5.38573,4437.67,0.5718,0.541411,2586.476,0.1143361624864001,-1
947,2020[Tb][nan]3[ASR]2,1.27052,6.29629,7.19811,3188.06,0.5911,0.465242,2910.846,0.11409664561335098,-1
808,2020[Cd][sql]2[ASR]1,1.1815,5.60849,7.72728,3919.9,0.5961,0.504527,1093.874,0.11380658649554909,-1
974,2020[Zn][nan]3[ASR]11,1.85988,3.615,3.95343,3244.48,0.4264,0.229263,1100.756,0.11348795867605843,-1
161,2015[Ni][sql]2[ASR]1,1.38292,2.74134,3.57076,5103.2,0.3823,0.276443,1074.402,0.11326615286782071,-1
562,2019[Bi][sra]3[ASR]1,1.13618,5.12255,6.09529,3966.42,0.5742,0.505377,5429.216,0.11276818736551131,-1
785,2019[Zr][scu]3[ASR]4,0.916401,5.04415,10.68249,3890.1,0.637,0.695111,4586.04,0.11274289997808995,-1
56,2011[V][sra]3[ASR]2,1.41408,2.60698,4.08067,3576.4,0.5166,0.365327,807.904,0.11273161234241025,-1
652,2019[Dy][sql]2[ASR]1,1.12346,3.96763,6.05861,4123.76,0.584,0.519824,1026.868,0.11271922186285033,-1
806,2020[Cd][rtl]3[ASR]1,1.3512,2.44305,4.2692,3851.99,0.5364,0.39698,1570.612,0.1123349599072554,-1
37,2007[Zn][nan]3[ASR]2,1.2255,3.08135,4.95649,4098.25,0.5651,0.461116,3848.432,0.11219569652296157,-1
304,2017[Cd][met]3[ASR]1,1.52446,3.92354,6.42627,3317.31,0.5737,0.37633,5964.768,0.1121338561172811,-1
871,2020[Cu][pcu]3[ASR]2,2.16703,3.83901,5.25034,3146.3,0.4062,0.187446,11630.808,0.11193322353604196,-1
1081,2021[Eu][nan]3[ASR]2,1.43096,7.74888,7.87258,3128.51,0.5524,0.386035,3273.32,0.11182434326248147,-1
1151,2022[Cd][nuc]3[ASR]1,1.10193,3.88669,4.92889,4962.18,0.5114,0.464094,3573.256,0.11171450904583513,-1
112,2014[Cu][nan]3[ASR]13,1.13021,4.50633,6.86167,3934.51,0.5951,0.526539,3196.424,0.11158958366304339,-1
1229,2023[Co][nan]3[ASR]1,1.03506,4.93859,7.05766,3913.5,0.595,0.574845,1654.726,0.11158797137877419,-1
